timestamp,rsrp,bler,mcs
0.0,-60.0,0.0,9.0
1.0,-61.0,0.0,13.0
2.0,-49.0,0.163,18.0
3.0,-49.0,0.09721,16.0
4.0,-49.0,0.07312,16.0
5.0,-49.0,0.05625,16.0
6.0,-50.0,0.15201,15.0
7.0,-50.0,0.05452,15.0
8.0,-50.0,0.09855,17.0
9.0,-50.0,0.08124,17.0
10.0,-49.0,0.09054,14.0
11.0,-50.0,0.08648,17.0
12.0,-50.0,0.11914,20.0
13.0,-51.0,0.10746,14.0
14.0,-52.0,0.04329,17.0
15.0,-53.0,0.20681,19.0
16.0,-53.0,0.08125,15.0
17.0,-53.0,0.0435,20.0
18.0,-52.0,0.09389,16.0
19.0,-51.0,0.0983,18.0
20.0,-52.0,0.04603,19.0
21.0,-51.0,0.13762,13.0
22.0,-51.0,0.04799,14.0
23.0,-51.0,0.0847,18.0
24.0,-50.0,0.17625,12.0
25.0,-50.0,0.06146,11.0
26.0,-50.0,0.08621,14.0
27.0,-50.0,0.10173,14.0
28.0,-51.0,0.06003,14.0
29.0,-51.0,0.05996,18.0
30.0,0.0,0.13473,17.0
31.0,-51.0,0.06717,17.0
32.0,-51.0,0.04959,18.0
33.0,-51.0,0.15385,15.0
34.0,-50.0,0.05419,15.0
35.0,-50.0,0.15957,15.0
36.0,-51.0,0.06914,15.0
37.0,-52.0,0.0675,15.0
38.0,-53.0,0.06575,19.0
39.0,-52.0,0.11819,19.0
40.0,-52.0,0.09851,14.0
41.0,-53.0,0.03866,18.0
42.0,-69.0,0.13944,16.0
43.0,-55.0,0.09855,16.0
44.0,-55.0,0.04624,18.0
45.0,-56.0,0.15395,16.0
46.0,-56.0,0.0546,16.0
47.0,-56.0,0.15935,15.0
48.0,-55.0,0.05556,15.0
49.0,-55.0,0.04768,20.0
50.0,-55.0,0.13092,17.0
51.0,-55.0,0.06293,17.0
52.0,-55.0,0.0457,20.0
53.0,-55.0,0.10282,17.0
54.0,-55.0,0.06038,19.0
55.0,-55.0,0.09541,16.0
56.0,-55.0,0.06768,18.0
57.0,-54.0,0.10833,20.0
58.0,-54.0,0.08123,18.0
59.0,-54.0,0.08328,19.0
60.0,-54.0,0.09831,19.0
61.0,-54.0,0.10149,17.0
62.0,-55.0,0.04837,19.0
63.0,-55.0,0.09505,19.0
64.0,-54.0,0.13412,17.0
65.0,-53.0,0.06124,17.0
66.0,-53.0,0.19956,18.0
67.0,-53.0,0.1001,16.0
68.0,-53.0,0.05044,16.0
69.0,-53.0,0.18517,17.0
70.0,-52.0,0.06489,15.0
71.0,-52.0,0.25961,18.0
72.0,-51.0,0.1046,12.0
73.0,-51.0,0.03647,15.0
74.0,-51.0,0.29932,16.0
75.0,-51.0,0.10534,10.0
76.0,-51.0,0.03673,13.0
77.0,-56.0,0.13912,18.0
78.0,-51.0,0.07591,18.0
79.0,-51.0,0.09444,16.0
80.0,-50.0,0.07104,17.0
81.0,-50.0,0.05698,17.0
82.0,-51.0,0.14273,20.0
83.0,-51.0,0.11041,17.0
84.0,-51.0,0.06434,18.0
85.0,-51.0,0.0967,15.0
86.0,-51.0,0.03372,19.0
87.0,-52.0,0.13948,16.0
88.0,-52.0,0.05095,16.0
89.0,-52.0,0.11811,16.0
90.0,-51.0,0.05941,17.0
91.0,-51.0,0.19007,19.0
92.0,-53.0,0.07938,16.0
93.0,-53.0,0.15776,18.0
94.0,-53.0,0.06369,18.0
95.0,-53.0,0.05939,20.0
96.0,-53.0,0.09787,17.0
97.0,-53.0,0.06475,19.0
98.0,-54.0,0.09116,16.0
99.0,-54.0,0.04265,20.0
100.0,-54.0,0.15306,17.0
