('12.1.1.151', 45514, '192.168.70.129', 10000);('12.1.1.151', 45514, '192.168.70.129', 10000);('12.1.1.151', 45514, '192.168.70.129', 10000);('12.1.1.151', 44936, '192.168.70.129', 10001);('12.1.1.151', 44936, '192.168.70.129', 10001);('12.1.1.151', 44936, '192.168.70.129', 10001);total;total;total;
1685940447.971971;1;38;1685940447.971971;1;34;1685940447.971971;8;88;
1685940448.171971;0;27;1685940448.171971;0;41;1685940448.171971;0;68;
1685940448.3719711;0;28;1685940448.3719711;0;54;1685940448.3719711;0;82;
1685940448.5719712;0;33;1685940448.5719712;0;91;1685940448.5719712;0;124;
1685940448.7719712;0;31;1685940448.7719712;0;115;1685940448.7719712;0;146;
1685940448.9719713;0;4;1685940448.9719713;0;145;1685940448.9719713;0;149;
1685940449.1719713;0;0;1685940449.1719713;0;125;1685940449.1719713;0;125;
1685940449.3719714;0;32;1685940449.3719714;0;53;1685940449.3719714;0;85;
1685940449.5719714;0;2;1685940449.5719714;0;113;1685940449.5719714;0;115;
1685940449.7719715;0;2;1685940449.7719715;0;112;1685940449.7719715;0;114;
1685940449.9719715;0;0;1685940449.9719715;0;112;1685940449.9719715;0;112;
1685940450.1719716;0;0;1685940450.1719716;0;119;1685940450.1719716;0;119;
1685940450.3719716;0;0;1685940450.3719716;0;117;1685940450.3719716;0;117;
1685940450.5719717;0;33;1685940450.5719717;0;75;1685940450.5719717;0;108;
1685940450.7719717;0;2;1685940450.7719717;0;160;1685940450.7719717;0;162;
1685940450.9719718;0;3;1685940450.9719718;0;139;1685940450.9719718;0;142;
1685940451.1719718;0;0;1685940451.1719718;0;137;1685940451.1719718;0;137;
1685940451.3719718;0;0;1685940451.3719718;0;135;1685940451.3719718;0;135;
1685940451.571972;0;0;1685940451.571972;0;139;1685940451.571972;0;139;
1685940451.771972;0;0;1685940451.771972;0;141;1685940451.771972;0;141;
1685940451.971972;0;0;1685940451.971972;0;160;1685940451.971972;0;160;
1685940452.171972;0;0;1685940452.171972;0;161;1685940452.171972;0;161;
1685940452.371972;0;10;1685940452.371972;0;133;1685940452.371972;0;143;
1685940452.5719721;0;37;1685940452.5719721;0;66;1685940452.5719721;0;103;
1685940452.7719722;0;0;1685940452.7719722;0;145;1685940452.7719722;0;145;
1685940452.9719722;0;4;1685940452.9719722;0;133;1685940452.9719722;0;137;
1685940453.1719723;0;0;1685940453.1719723;0;36;1685940453.1719723;0;36;
1685940453.3719723;0;5;1685940453.3719723;0;0;1685940453.3719723;0;5;
1685940453.5719724;0;0;1685940453.5719724;0;193;1685940453.5719724;0;193;
1685940453.7719724;0;0;1685940453.7719724;0;90;1685940453.7719724;0;90;
1685940453.9719725;0;0;1685940453.9719725;0;80;1685940453.9719725;0;80;
1685940454.1719725;0;0;1685940454.1719725;0;57;1685940454.1719725;0;57;
1685940454.3719726;0;0;1685940454.3719726;0;92;1685940454.3719726;0;92;
