timestamp,rsrp,bler,mcs
0.0,-63,0.16667,6
1.0,-63,0.33146,6
2.0,-57,0.36904,6
3.0,-52,0.12868,6
4.0,-52,0.04487,8
5.0,-57,0.09912,6
6.0,-53,0.12243,8
7.0,-53,0.08014,6
8.0,-53,0.16393,7
9.0,-53,0.05785,7
10.0,-52,0.10061,7
11.0,-53,0.14476,8
12.0,-54,0.07069,6
13.0,-54,0.12304,7
14.0,-54,0.07752,8
15.0,-55,0.07543,6
16.0,-56,0.15449,6
17.0,-56,0.05387,6
18.0,-61,0.11181,6
19.0,-54,0.07447,8
20.0,-55,0.07778,7
21.0,-54,0.1236,7
22.0,-54,0.08014,8
23.0,-60,0.06515,7
24.0,-56,0.10523,7
25.0,-67,0.11782,8
26.0,-53,0.07086,7
27.0,-53,0.11088,7
28.0,-54,0.10981,8
29.0,-54,0.07031,7
30.0,-54,0.11658,7
31.0,-54,0.08296,8
32.0,-56,0.08836,6
33.0,-63,0.12713,8
34.0,-53,0.0613,7
35.0,-54,0.09012,7
36.0,-60,0.14226,7
37.0,-55,0.0496,8
38.0,-56,0.0745,7
39.0,-55,0.15682,6
40.0,-55,0.05468,6
41.0,-56,0.11731,7
42.0,-57,0.0809,8
43.0,-58,0.09189,6
44.0,-59,0.13999,8
45.0,-59,0.06903,6
46.0,-59,0.12912,7
47.0,-59,0.04502,8
48.0,-58,0.08955,6
49.0,-58,0.15406,7
50.0,-58,0.06149,7
51.0,-64,0.12989,6
52.0,-58,0.0462,7
53.0,-59,0.09659,6
54.0,-58,0.07105,6
55.0,-58,0.05386,6
56.0,-58,0.12946,7
57.0,-57,0.15573,6
58.0,-57,0.19334,6
59.0,-57,0.19495,6
60.0,-57,0.19899,6
61.0,-57,0.19519,6
62.0,-58,0.12062,6
63.0,-58,0.0855,6
64.0,-57,0.11972,6
65.0,-56,0.27607,6
66.0,-56,0.3655,6
67.0,-56,0.41993,6
68.0,-56,0.42613,6
69.0,-56,0.4218,6
70.0,-55,0.51144,6
71.0,-55,0.57864,6
72.0,-54,0.51187,6
73.0,-54,0.45701,6
74.0,-54,0.42561,6
75.0,-54,0.38336,6
76.0,-55,0.52665,6
77.0,-54,0.62894,6
78.0,-54,0.6566,6
79.0,-54,0.6619,6
80.0,-53,0.72614,6
81.0,-54,0.83668,6
82.0,-54,0.82214,6
83.0,-54,0.74176,6
84.0,-54,0.71637,6
85.0,-54,0.66815,6
86.0,-54,0.66433,6
87.0,-54,0.65561,6
88.0,-55,0.63856,6
89.0,-55,0.62854,6
90.0,-54,0.51069,6
91.0,-54,0.57589,6
92.0,-55,0.61931,6
93.0,-56,0.66161,6
94.0,-56,0.64943,6
95.0,-56,0.59848,6
96.0,-56,0.52721,6
97.0,-56,0.48126,6
98.0,-57,0.32072,6
99.0,-58,0.36605,6
100.0,-57,0.5034,6
