('192.168.70.129', 44748, '12.1.1.156', 10000);('192.168.70.129', 44748, '12.1.1.156', 10000);total;total;
0.1272420883178711;4429000.0;-0.07275795936584473;0;
0.3272421360015869;3781760.0;0.1272420883178711;4429000.0;
0.5272421836853027;6018080.0;0.3272421360015869;3781760.0;
0.7272422313690186;7671040.0;0.5272421836853027;6018080.0;
0.9272422790527344;8256480.0;0.7272422313690186;7671040.0;
1.1272423267364502;8026880.0;0.9272422790527344;8256480.0;
1.327242374420166;9201920.0;1.1272423267364502;8026880.0;
1.5272424221038818;10439040.0;1.327242374420166;9201920.0;
1.7272424697875977;7079360.0;1.5272424221038818;10439040.0;
1.9272425174713135;7491040.0;1.7272424697875977;7079360.0;
2.1272425651550293;10621120.0;1.9272425174713135;7491040.0;
2.327242612838745;10443200.0;2.1272425651550293;10621120.0;
2.527242660522461;10676960.0;2.327242612838745;10443200.0;
2.7272427082061768;10263200.0;2.527242660522461;10676960.0;
2.9272427558898926;10383200.0;2.7272427082061768;10263200.0;
3.1272428035736084;10205280.0;2.9272427558898926;10383200.0;
3.327242851257324;10441120.0;3.1272428035736084;10205280.0;
3.52724289894104;10265280.0;3.327242851257324;10441120.0;
3.727242946624756;10087360.0;3.52724289894104;10265280.0;
3.9272429943084717;9675680.0;3.727242946624756;10087360.0;
4.1272430419921875;11088640.0;3.9272429943084717;9675680.0;
4.327243089675903;10734880.0;4.1272430419921875;11088640.0;
4.527243137359619;8616480.0;4.327243089675903;10734880.0;
4.727243185043335;9615680.0;4.527243137359619;8616480.0;
4.927243232727051;8968160.0;4.727243185043335;9615680.0;
5.127243280410767;4900960.0;4.927243232727051;8968160.0;
5.327243328094482;4017600.0;5.127243280410767;4900960.0;
5.527243375778198;4723040.0;5.327243328094482;4017600.0;
5.727243423461914;5134720.0;5.527243375778198;4723040.0;
5.92724347114563;4660960.0;5.727243423461914;5134720.0;
6.127243518829346;4487200.0;5.92724347114563;4660960.0;
6.3272435665130615;4603040.0;6.127243518829346;4487200.0;
6.527243614196777;4660960.0;6.3272435665130615;4603040.0;
6.727243661880493;4429280.0;6.527243614196777;4660960.0;
6.927243709564209;4720960.0;6.727243661880493;4429280.0;
7.127243757247925;4720960.0;6.927243709564209;4720960.0;
7.327243804931641;4365120.0;7.127243757247925;4720960.0;
7.5272438526153564;4073440.0;7.327243804931641;4365120.0;
7.727243900299072;4483040.0;7.5272438526153564;4073440.0;
7.927243947982788;4663040.0;7.727243900299072;4483040.0;
8.127243995666504;4720960.0;7.927243947982788;4663040.0;
8.32724404335022;4309280.0;8.127243995666504;4720960.0;
8.527244091033936;4545120.0;8.32724404335022;4309280.0;
8.727244138717651;4425120.0;8.527244091033936;4545120.0;
8.927244186401367;4603040.0;8.727244138717651;4425120.0;
9.127244234085083;4249280.0;8.927244186401367;4603040.0;
9.327244281768799;4956800.0;9.127244234085083;4249280.0;
9.527244329452515;4251360.0;9.327244281768799;4956800.0;
9.72724437713623;5486400.0;9.527244329452515;4251360.0;
9.927244424819946;4545120.0;9.72724437713623;5486400.0;
10.127244472503662;4485120.0;9.927244424819946;4545120.0;
10.327244520187378;4367200.0;10.127244472503662;4485120.0;
10.527244567871094;4723040.0;10.327244520187378;4367200.0;
10.72724461555481;5076800.0;10.527244567871094;4723040.0;
10.927244663238525;5430560.0;10.72724461555481;5076800.0;
11.127244710922241;4720960.0;10.927244663238525;5430560.0;
11.327244758605957;4896800.0;11.127244710922241;4720960.0;
11.527244806289673;4367200.0;11.327244758605957;4896800.0;
11.727244853973389;4547200.0;11.527244806289673;4367200.0;
11.927244901657104;5252640.0;11.727244853973389;4547200.0;
12.12724494934082;4956800.0;11.927244901657104;5252640.0;
12.327244997024536;4956800.0;12.12724494934082;4956800.0;
12.527245044708252;5548480.0;12.327244997024536;4956800.0;
12.727245092391968;5014720.0;12.527245044708252;5548480.0;
12.927245140075684;4369280.0;12.727245092391968;5014720.0;
13.1272451877594;5252640.0;12.927245140075684;4369280.0;
13.327245235443115;5018880.0;13.1272451877594;5252640.0;
13.527245283126831;5430560.0;13.327245235443115;5018880.0;
13.727245330810547;5316800.0;13.527245283126831;5430560.0;
13.927245378494263;4197600.0;13.727245330810547;5316800.0;
14.127245426177979;4249280.0;13.927245378494263;4197600.0;
14.327245473861694;4723040.0;14.127245426177979;4249280.0;
14.52724552154541;4133440.0;14.327245473861694;4723040.0;
14.727245569229126;4778880.0;14.52724552154541;4133440.0;
14.927245616912842;4723040.0;14.727245569229126;4778880.0;
15.127245664596558;4133440.0;14.927245616912842;4723040.0;
15.327245712280273;5076800.0;15.127245664596558;4133440.0;
15.52724575996399;4489280.0;15.327245712280273;5076800.0;
15.727245807647705;4605120.0;15.52724575996399;4489280.0;
15.927245855331421;5374720.0;15.727245807647705;4605120.0;
16.127245903015137;5016800.0;15.927245855331421;5374720.0;
16.327245950698853;5198880.0;16.127245903015137;5016800.0;
16.52724599838257;2718400.0;16.327245950698853;5198880.0;
16.727246046066284;5256800.0;16.52724599838257;2718400.0;
16.92724609375;5372640.0;16.727246046066284;5256800.0;
17.127246141433716;4669280.0;16.92724609375;5372640.0;
17.32724618911743;4900960.0;17.127246141433716;4669280.0;
17.527246236801147;5256800.0;17.32724618911743;4900960.0;
17.727246284484863;4960960.0;17.527246236801147;5256800.0;
17.92724633216858;5198880.0;17.727246284484863;4960960.0;
18.127246379852295;4840960.0;17.92724633216858;5198880.0;
18.32724642753601;5670560.0;18.127246379852295;4840960.0;
18.527246475219727;5316800.0;18.32724642753601;5670560.0;
