timestamp,rsrp,bler,mcs
0.0,-61,0.0,28
1.0,-62,0.42333,22
2.0,-50,0.15761,12
3.0,-50,0.06037,12
4.0,-50,0.022,21
5.0,-50,0.13892,25
6.0,-63,0.0724,25
7.0,-51,0.12522,26
8.0,-51,0.10772,25
9.0,-50,0.07186,25
10.0,-50,0.06443,25
11.0,-51,0.08264,25
12.0,-52,0.05853,25
13.0,-52,0.15173,25
14.0,-53,0.09313,24
15.0,-54,0.1375,26
16.0,-54,0.09416,25
17.0,-53,0.0634,25
18.0,-53,0.15494,24
19.0,-52,0.1059,24
20.0,-52,0.06311,24
21.0,-52,0.15458,24
22.0,-52,0.08094,24
23.0,-51,0.06676,24
24.0,-55,0.0998,26
25.0,-51,0.0938,24
26.0,-51,0.0464,25
27.0,-56,0.1304,24
28.0,-53,0.07057,24
29.0,-64,0.1161,26
30.0,-52,0.07849,25
31.0,-55,0.09396,25
32.0,-52,0.05832,25
33.0,-51,0.12337,25
34.0,-51,0.08411,25
35.0,-52,0.09044,26
36.0,-54,0.08455,24
37.0,-53,0.0752,26
38.0,-53,0.10097,22
39.0,-53,0.03693,26
40.0,-53,0.09852,25
41.0,-61,0.07896,26
42.0,-56,0.09359,24
43.0,-74,0.04649,26
44.0,-57,0.0904,23
45.0,-61,0.05406,23
46.0,-65,0.17822,24
47.0,-56,0.06661,22
48.0,-56,0.14585,26
49.0,-56,0.1133,24
50.0,-56,0.06956,24
51.0,-56,0.14622,26
52.0,-65,0.09966,23
53.0,-56,0.05891,24
54.0,-56,0.09668,24
55.0,-63,0.11345,24
56.0,-55,0.13187,24
57.0,-55,0.07908,23
58.0,-55,0.07631,24
59.0,-61,0.11187,22
60.0,-55,0.04826,24
61.0,-55,0.11441,23
62.0,-56,0.04988,25
63.0,-60,0.10066,23
64.0,-54,0.0458,24
65.0,-54,0.14546,23
66.0,-54,0.06283,23
67.0,-54,0.13797,23
68.0,-56,0.07977,23
69.0,-53,0.06183,23
70.0,-53,0.09385,23
71.0,-52,0.07588,23
72.0,-52,0.09386,24
73.0,-52,0.09867,23
74.0,-52,0.0484,24
75.0,-52,0.13035,23
76.0,-52,0.15583,21
77.0,-52,0.0758,21
78.0,-52,0.06741,22
79.0,-51,0.13889,21
80.0,-51,0.1309,20
81.0,-52,0.07308,20
82.0,-52,0.10668,22
83.0,-52,0.13094,22
84.0,-52,0.12466,22
85.0,-52,0.1419,22
86.0,-52,0.10577,22
87.0,-53,0.06599,22
88.0,-53,0.1566,23
89.0,-52,0.07464,22
90.0,-52,0.16989,23
91.0,-52,0.07647,21
92.0,-54,0.06797,22
93.0,-54,0.1178,22
94.0,-54,0.09532,22
95.0,-54,0.06085,22
96.0,-56,0.14163,24
97.0,-63,0.09882,23
98.0,-55,0.06734,23
99.0,-55,0.13941,22
100.0,-55,0.09857,22
