tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
13:01:17,e30a,1,227.363678,2.798642,0,0,-64,9,15,240,190,944,1,0,0,0,5,0,11,639779,23,0,0.09766,28,13365834,13347390,5198/4/1/0,154451/40/5/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:18,e30a,1,1114.790894,15.660582,0,0,-65,6,15,230,180,937,1,0,0,0,13,0.02419,21,680471,89,0,0.5253,18,14405751,14390262,5347/19/5/0,154693/228/33/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:19,e30a,1,1466.80481,29.482927,0,0,-53,2,15,340,290,1052,1,0,0,0,25,0.09292,17,743823,137,2,0.25823,8,15563568,15550230,5607/44/17/0,155135/271/67/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:20,e30a,1,1400.523804,31.427029,0,0,-53,15,15,340,295,1052,1,0,0,0,25,0.0324,22,795972,139,2,0.09219,6,16290381,16278317,5868/44/17/0,155730/273/67/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:21,e30a,1,1397.562744,52.159256,0,0,-53,11,15,380,280,1054,1,0,0,0,25,0.08453,28,899711,143,2,0.03512,11,17108474,17088633,6151/71/17/0,156326/275/67/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:22,e30a,1,1713.371582,60.155445,0,0,-53,8,15,320,285,1048,1,0,0,0,26,0.0404,28,1012673,187,3,0.08278,14,18362548,18342128,6384/75/18/0,156764/320/102/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:23,e30a,1,1982.858032,64.250961,0,0,-54,4,15,330,285,1043,1,0,0,0,29,0.03795,28,1122879,234,3,0.1053,14,19654184,19628947,6612/83/20/0,157180/366/148/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:24,e30a,1,2178.865967,64.230652,0,0,-54,1,15,310,285,1043,1,0,0,0,30,0.03072,28,1227831,281,4,0.11813,14,20927848,20903459,6828/88/20/0,157589/413/195/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:25,e30a,1,2325.529785,62.326996,0,0,-54,13,15,340,285,1043,1,0,0,0,30,0.02413,28,1325843,331,4,0.1229,14,22184788,22160399,7030/92/20/0,157993/463/245/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:26,e30a,1,2433.146729,62.870148,0,0,-54,10,15,330,290,1048,1,0,0,0,35,0.03285,28,1425340,382,4,0.12483,14,23428254,23403017,7237/101/22/0,158389/514/296/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:27,e30a,1,2515.364502,64.283592,0,0,-53,6,15,350,290,1053,1,0,0,0,37,0.02076,28,1528995,432,4,0.12455,14,24703166,24674808,7449/105/22/0,158800/562/344/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:28,e30a,1,2458.630859,67.318962,0,0,-55,3,15,340,290,1048,1,0,0,0,39,0.02912,28,1636323,501,6,0.15003,8,25734501,25706183,7682/118/24/0,159214/620/383/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:29,e30a,1,2231.489746,73.681435,0,0,-55,15,15,320,285,1043,1,0,0,0,39,0.14507,27,1763789,502,6,0.05392,8,26679757,26651439,8011/186/24/0,159810/621/384/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:30,e30a,1,2129.390625,82.405052,0,0,-62,12,15,240,280,1039,1,0,0,0,40,0.07194,27,1902634,531,6,0.05608,11,27698978,27666845,8323/197/24/0,160355/649/386/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:31,e30a,1,2072.850098,88.79731,0,0,-56,8,15,330,280,1039,1,0,0,0,41,0.02866,28,2052515,573,6,0.07349,11,28734596,28702463,8630/199/24/0,160871/691/386/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:32,e30a,1,2034.60144,94.686394,0,0,-57,5,15,320,285,1043,1,0,0,0,44,0.01996,28,2210436,606,6,0.06425,11,29798696,29769827,8949/204/26/0,161404/725/386/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:33,e30a,1,2002.426758,93.130707,0,0,-57,1,15,320,285,1043,1,0,0,0,45,0.03773,28,2357941,652,6,0.08246,11,30822986,30793541,9247/217/26/0,161915/770/387/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:34,e30a,1,1983.282959,99.223473,0,0,-57,14,15,330,290,1048,1,0,0,0,47,0.02965,28,2525479,677,6,0.06011,11,31914092,31884647,9586/227/27/0,162465/795/387/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:35,e30a,1,1966.255859,100.140144,0,0,-56,10,15,310,295,1052,1,0,0,0,48,0.01642,28,2686073,712,6,0.06686,11,32972558,32943689,9911/229/27/0,162995/830/387/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:36,e30a,1,1957.114502,102.204506,0,0,-55,7,15,340,290,1048,1,0,0,0,49,0.00707,28,2853721,741,6,0.06012,11,34054130,34024685,10249/230/27/0,163540/857/389/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:37,e30a,1,1950.333252,102.03508,0,0,-56,3,15,310,280,1039,1,0,0,0,51,0.00631,28,3016409,773,6,0.0614,11,35127062,35097617,10577/232/27/0,164081/889/389/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:38,e30a,1,1974.357788,101.050003,0,0,-55,16,15,320,275,1034,1,0,0,0,52,0.00411,28,3179097,810,6,0.07662,12,36239096,36208787,10905/233/27/0,164609/926/389/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:39,e30a,1,2032.157349,102.247894,0,0,-55,12,15,340,275,1034,1,0,0,0,52,0.00143,28,3343962,854,6,0.08506,12,37423676,37392695,11238/233/27/0,165123/968/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:40,e30a,1,2074.73877,103.762314,0,0,-55,9,15,320,280,1038,1,0,0,0,53,0.0016,28,3513291,895,6,0.08113,12,38618144,38587163,11580/234/27/0,165642/1009/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:41,e30a,1,2106.922607,104.796616,0,0,-54,5,15,330,290,1043,1,0,0,0,54,0.00434,28,3680829,941,6,0.08557,12,39798308,39764927,11919/236/27/0,166154/1054/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:42,e30a,1,2127.628174,104.884346,0,0,-54,2,15,310,285,1043,1,0,0,0,54,0.00151,28,3849965,982,6,0.08691,12,40983524,40952543,12260/236/27/0,166669/1096/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:43,e30a,1,2143.172119,102.808525,0,0,-54,14,15,320,280,1039,1,0,0,0,55,0.00365,28,4012157,1026,6,0.08501,12,42167750,42135041,12587/237/27/0,167183/1140/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:44,e30a,1,2160.063965,108.037346,0,0,-55,11,15,310,275,1034,1,0,0,0,57,0.00384,28,4191406,1060,6,0.0738,12,43389098,43355045,12949/239/28/0,167717/1174/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:45,e30a,1,2170.971191,108.254997,0,0,-55,7,15,320,275,1034,1,0,0,0,58,0.00948,28,4364703,1097,6,0.07164,12,44597870,44563817,13299/243/28/0,168243/1211/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:46,e30a,1,2176.921387,105.281525,0,0,-55,4,15,310,275,1034,1,0,0,0,60,0.01047,28,4530064,1141,6,0.08117,12,45781106,45747053,13633/246/28/0,168756/1255/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:47,e30a,1,2181.778809,105.547638,0,0,-55,16,15,290,275,1034,1,0,0,0,66,0.01372,28,4699696,1182,6,0.079,12,46976246,46942865,13975/252/28/0,169276/1296/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:48,e30a,1,2184.203125,104.414528,0,0,-55,13,15,290,275,1034,1,0,0,0,66,0.0083,28,4864258,1229,6,0.08749,12,48147578,48114197,14308/254/28/0,169782/1343/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:49,e30a,1,2185.019775,99.304947,0,0,-55,9,12,-30,275,1034,1,0,0,0,69,0.00517,28,5016420,1279,6,0.0969,12,49308350,49274969,14616/257/28/0,170283/1393/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:50,e30a,1,2187.607422,100.690979,0,0,-55,6,15,310,270,1029,1,0,0,0,72,0.0103,28,5179191,1322,6,0.08728,12,50494658,50461277,14946/260/28/0,170797/1436/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:51,e30a,1,2192.070557,105.238136,0,0,-55,2,15,330,270,1029,1,0,0,0,72,0.00359,28,5354279,1358,6,0.07655,12,51709928,51674465,15299/260/28/0,171326/1472/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:52,e30a,1,2193.547852,104.308441,0,0,-55,15,15,310,270,1029,1,0,0,0,72,0.00125,28,5518455,1400,6,0.07969,12,52899980,52863845,15630/260/28/0,171842/1514/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:53,e30a,1,2191.760986,100.219185,0,0,-56,11,15,300,270,1024,1,0,0,0,73,0.00506,28,5674460,1447,6,0.09051,12,54069230,54033095,15945/262/28/0,172348/1561/391/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:54,e30a,1,2113.102783,90.220512,0,0,-56,8,15,310,260,1017,1,0,0,0,76,0.06683,28,5807834,1509,6,0.13145,8,55035578,55003193,16242/293/30/0,172827/1621/393/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:55,e30a,1,1975.012573,82.714691,0,0,-57,4,15,300,250,1009,1,0,0,0,76,0.11337,27,5931119,1512,6,0.05015,8,55971473,55939088,16567/342/30/0,173417/1624/396/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:56,e30a,1,2067.218262,79.78463,0,0,-57,1,15,300,255,1009,1,0,0,0,78,0.05273,27,6059172,1544,7,0.07054,14,57157351,57113613,16851/352/32/0,173915/1655/416/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:57,e30a,1,2247.419434,76.30307,0,0,-57,13,15,310,260,1019,1,0,0,1,81,0.06594,27,6175227,1589,7,0.08861,14,58475616,58432726,17094/372/35/1,174344/1699/459/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:58,e30a,1,2383.635254,73.770584,0,0,-58,10,15,320,270,1029,1,0,0,2,89,0.09459,27,6291687,1633,7,0.09747,14,59793752,59753983,17339/401/41/2,174776/1742/503/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:01:59,e30a,1,2482.316162,75.988098,0,0,-59,6,15,320,275,1034,1,0,0,2,101,0.1246,27,6416374,1676,7,0.0981,14,61115457,61075688,17602/438/53/2,175208/1784/545/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:02:00,e30a,1,2557.342773,77.594269,0,0,-60,3,15,320,275,1029,1,0,0,4,110,0.14103,26,6541242,1717,7,0.09398,14,62461776,62422855,17869/478/61/4,175648/1825/585/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:02:01,e30a,1,2606.78833,67.918884,0,0,-60,15,15,290,265,1024,1,0,0,4,119,0.10029,25,6636936,1766,7,0.11293,14,63736688,63697767,18089/497/66/4,176059/1873/633/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:02:02,e30a,1,2648.047607,66.378624,0,0,-60,12,15,300,270,1024,1,0,0,4,127,0.07503,25,6740262,1809,7,0.10256,14,65065035,65026114,18327/513/70/4,176492/1916/676/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
