('192.168.70.129', 53130, '12.1.1.160', 10001);('192.168.70.129', 53130, '12.1.1.160', 10001);('192.168.70.129', 53130, '12.1.1.160', 10001);('192.168.70.129', 32792, '12.1.1.160', 10000);('192.168.70.129', 32792, '12.1.1.160', 10000);('192.168.70.129', 32792, '12.1.1.160', 10000);total;total;total;
1685951248.0137212;1;13;1685951248.0137212;1;9;1685951247.213721;0;0;
1685951248.2137213;0;50;1685951248.2137213;0;25;1685951247.413721;0;0;
1685951248.4137213;0;71;1685951248.4137213;0;20;1685951247.6137211;0;0;
1685951248.6137214;0;71;1685951248.6137214;0;17;1685951247.8137212;0;0;
1685951248.8137214;0;127;1685951248.8137214;0;18;1685951248.0137212;7;37;
1685951249.0137215;0;150;1685951249.0137215;0;1;1685951248.2137213;1;76;
1685951249.2137215;0;94;1685951249.2137215;0;17;1685951248.4137213;0;91;
1685951249.4137216;0;166;1685951249.4137216;0;2;1685951248.6137214;0;88;
1685951249.6137216;0;175;1685951249.6137216;0;1;1685951248.8137214;0;145;
1685951249.8137217;0;135;1685951249.8137217;0;1;1685951249.0137215;0;151;
1685951250.0137217;0;117;1685951250.0137217;0;19;1685951249.2137215;0;111;
1685951250.2137218;0;114;1685951250.2137218;0;2;1685951249.4137216;0;168;
1685951250.4137218;0;80;1685951250.4137218;0;0;1685951249.6137216;0;176;
1685951250.6137218;0;128;1685951250.6137218;0;1;1685951249.8137217;0;136;
1685951250.813722;0;77;1685951250.813722;0;0;1685951250.0137217;0;136;
1685951251.013722;0;0;1685951251.013722;0;0;1685951250.2137218;0;116;
1685951251.213722;0;370;1685951251.213722;0;0;1685951250.4137218;0;80;
1685951251.413722;0;0;1685951251.413722;0;1;1685951250.6137218;0;129;
1685951251.613722;0;0;1685951251.613722;0;21;1685951250.813722;0;77;
1685951251.8137221;0;0;1685951251.8137221;0;1;1685951251.013722;0;0;
1685951252.0137222;0;0;1685951252.0137222;0;1;1685951251.213722;0;370;
1685951252.2137222;0;288;1685951252.2137222;0;1;1685951251.413722;0;1;
1685951252.4137223;0;0;1685951252.4137223;0;0;1685951251.613722;0;21;
1685951252.6137223;0;0;1685951252.6137223;0;1;1685951251.8137221;0;1;
1685951252.8137224;0;0;1685951252.8137224;0;0;1685951252.0137222;0;1;
1685951253.0137224;0;274;1685951253.0137224;0;0;1685951252.2137222;0;289;
1685951253.2137225;0;0;1685951253.2137225;0;0;1685951252.4137223;0;0;
1685951253.4137225;15;30;1685951253.4137225;0;0;1685951252.6137223;0;1;
1685951253.6137226;18;38;1685951253.6137226;0;31;1685951252.8137224;0;0;
1685951253.8137226;0;0;1685951253.8137226;0;0;1685951253.0137224;0;274;
1685951254.0137227;0;0;1685951254.0137227;0;0;1685951253.2137225;0;0;
1685951254.2137227;0;0;1685951254.2137227;0;0;1685951253.4137225;15;30;
1685951254.4137228;18;55;1685951254.4137228;0;3;1685951253.6137226;18;69;
1685951254.6137228;44;142;1685951254.6137228;0;0;1685951253.8137226;0;0;
1685951254.8137228;25;80;1685951254.8137228;0;0;1685951254.0137227;0;0;
1685951255.013723;0;0;1685951255.013723;0;0;1685951254.2137227;0;0;
1685951255.213723;0;0;1685951255.213723;0;0;1685951254.4137228;18;58;
1685951255.413723;2;8;1685951255.413723;0;0;1685951254.6137228;44;142;
1685951255.613723;71;225;1685951255.613723;0;0;1685951254.8137228;25;80;
1685951255.813723;0;285;1685951255.813723;0;49;1685951255.013723;0;0;
1685951256.0137231;0;98;1685951256.0137231;0;3;1685951255.213723;0;0;
1685951256.2137232;0;119;1685951256.2137232;0;0;1685951255.413723;2;8;
1685951256.4137232;0;219;1685951256.4137232;0;0;1685951255.613723;71;225;
1685951256.6137233;0;126;1685951256.6137233;0;0;1685951255.813723;0;334;
1685951256.8137233;0;203;1685951256.8137233;0;1;1685951256.0137231;0;101;
1685951257.0137234;0;0;1685951257.0137234;0;0;1685951256.2137232;0;119;
1685951257.2137234;0;0;1685951257.2137234;0;12;1685951256.4137232;0;219;
1685951257.4137235;0;0;1685951257.4137235;0;59;1685951256.6137233;0;126;
1685951257.6137235;0;388;1685951257.6137235;0;5;1685951256.8137233;0;204;
1685951257.8137236;0;0;1685951257.8137236;0;0;1685951257.0137234;0;0;
1685951258.0137236;1;1;1685951258.0137236;0;0;1685951257.2137234;0;12;
1685951258.2137237;0;0;1685951258.2137237;0;0;1685951257.4137235;0;59;
1685951258.4137237;0;350;1685951258.4137237;0;0;1685951257.6137235;0;393;
1685951258.6137238;0;0;1685951258.6137238;0;0;1685951257.8137236;0;0;
1685951258.8137238;0;0;1685951258.8137238;0;0;1685951258.0137236;1;1;
1685951259.0137239;0;0;1685951259.0137239;0;37;1685951258.2137237;0;0;
1685951259.213724;0;0;1685951259.213724;0;72;1685951258.4137237;0;350;
1685951259.413724;0;347;1685951259.413724;0;0;1685951258.6137238;0;0;
1685951259.613724;0;0;1685951259.613724;0;0;1685951258.8137238;0;0;
1685951259.813724;15;31;1685951259.813724;0;7;1685951259.0137239;0;37;
1685951260.013724;36;73;1685951260.013724;0;0;1685951259.213724;0;72;
1685951260.2137241;41;85;1685951260.2137241;0;0;1685951259.413724;0;347;
1685951260.4137242;46;98;1685951260.4137242;0;0;1685951259.613724;0;0;
1685951260.6137242;5;10;1685951260.6137242;0;104;1685951259.813724;15;38;
1685951260.8137243;0;0;1685951260.8137243;0;59;1685951260.013724;36;73;
1685951261.0137243;0;0;1685951261.0137243;0;0;1685951260.2137241;41;85;
1685951261.2137244;0;0;1685951261.2137244;0;0;1685951260.4137242;46;98;
1685951261.4137244;0;0;1685951261.4137244;0;0;1685951260.6137242;5;114;
1685951261.6137245;54;423;1685951261.6137245;0;12;1685951260.8137243;0;59;
1685951261.8137245;0;116;1685951261.8137245;0;0;1685951261.0137243;0;0;
1685951262.0137246;0;76;1685951262.0137246;0;50;1685951261.2137244;0;0;
1685951262.2137246;0;0;1685951262.2137246;0;141;1685951261.4137244;0;0;
1685951262.4137247;0;50;1685951262.4137247;0;60;1685951261.6137245;54;435;
1685951262.6137247;0;139;1685951262.6137247;0;6;1685951261.8137245;0;116;
1685951262.8137248;0;95;1685951262.8137248;0;0;1685951262.0137246;0;126;
1685951263.0137248;0;94;1685951263.0137248;0;0;1685951262.2137246;0;141;
1685951263.2137249;13;55;1685951263.2137249;0;0;1685951262.4137247;0;110;
1685951263.413725;17;94;1685951263.413725;0;4;1685951262.6137247;0;145;
1685951263.613725;0;1;1685951263.613725;0;141;1685951262.8137248;0;95;
1685951263.813725;0;0;1685951263.813725;0;118;1685951263.0137248;0;94;
1685951264.013725;0;5;1685951264.013725;0;97;1685951263.2137249;13;55;
