('192.168.70.134', 45434, '192.168.70.129', 10000);('192.168.70.134', 45434, '192.168.70.129', 10000);('192.168.70.134', 45434, '192.168.70.129', 10000);('192.168.70.134', 44856, '192.168.70.129', 10001);('192.168.70.134', 44856, '192.168.70.129', 10001);('192.168.70.134', 44856, '192.168.70.129', 10001);total;total;total;
1685939848.0360897;1;30;1685939848.0360897;1;3;1685939837.036087;0;0;
1685939848.2360897;0;25;1685939848.2360897;0;11;1685939837.236087;0;0;
1685939848.4360898;0;35;1685939848.4360898;0;33;1685939837.4360871;0;0;
1685939848.6360898;0;20;1685939848.6360898;0;27;1685939837.6360872;0;0;
1685939848.8360898;0;13;1685939848.8360898;0;75;1685939837.8360872;0;0;
1685939849.03609;0;30;1685939849.03609;0;40;1685939838.0360873;0;0;
1685939849.23609;0;2;1685939849.23609;0;57;1685939838.2360873;0;0;
1685939849.43609;0;22;1685939849.43609;0;36;1685939838.4360874;0;0;
1685939849.63609;0;11;1685939849.63609;0;48;1685939838.6360874;0;0;
1685939849.83609;0;0;1685939849.83609;0;57;1685939838.8360875;0;0;
1685939850.0360901;0;2;1685939850.0360901;0;56;1685939839.0360875;0;0;
1685939850.2360902;0;0;1685939850.2360902;0;58;1685939839.2360876;0;0;
1685939850.4360902;0;2;1685939850.4360902;0;60;1685939839.4360876;0;0;
1685939850.6360903;0;32;1685939850.6360903;0;42;1685939839.6360877;0;0;
1685939850.8360903;0;1;1685939850.8360903;0;80;1685939839.8360877;0;0;
1685939851.0360904;0;0;1685939851.0360904;0;66;1685939840.0360878;0;0;
1685939851.2360904;0;2;1685939851.2360904;0;92;1685939840.2360878;0;0;
1685939851.4360905;0;0;1685939851.4360905;0;80;1685939840.4360878;0;0;
1685939851.6360905;0;22;1685939851.6360905;0;52;1685939840.636088;0;0;
1685939851.8360906;0;14;1685939851.8360906;0;49;1685939840.836088;0;0;
1685939852.0360906;0;0;1685939852.0360906;0;68;1685939841.036088;0;0;
1685939852.2360907;0;0;1685939852.2360907;0;70;1685939841.236088;0;0;
1685939852.4360907;0;0;1685939852.4360907;0;62;1685939841.436088;0;0;
1685939852.6360908;0;0;1685939852.6360908;0;66;1685939841.6360881;0;0;
1685939852.8360908;0;1;1685939852.8360908;0;94;1685939841.8360882;0;0;
1685939853.0360909;0;0;1685939853.0360909;0;65;1685939842.0360882;0;0;
1685939853.236091;0;0;1685939853.236091;0;68;1685939842.2360883;0;0;
1685939853.436091;0;0;1685939853.436091;0;56;1685939842.4360883;0;0;
1685939853.636091;0;2;1685939853.636091;0;86;1685939842.6360884;0;0;
1685939853.836091;0;0;1685939853.836091;0;86;1685939842.8360884;0;0;
1685939854.036091;0;0;1685939854.036091;0;86;1685939843.0360885;0;0;
1685939854.2360911;0;11;1685939854.2360911;0;77;1685939843.2360885;0;0;
1685939854.4360912;0;13;1685939854.4360912;0;72;1685939843.4360886;0;0;
1685939854.6360912;0;18;1685939854.6360912;0;68;1685939843.6360886;0;0;
1685939854.8360913;0;0;1685939854.8360913;0;89;1685939843.8360887;0;0;
1685939855.0360913;0;0;1685939855.0360913;0;63;1685939844.0360887;0;0;
1685939855.2360914;0;0;1685939855.2360914;0;55;1685939844.2360888;0;0;
1685939855.4360914;0;0;1685939855.4360914;0;59;1685939844.4360888;0;0;
1685939855.6360915;0;0;1685939855.6360915;0;73;1685939844.6360888;0;0;
1685939855.8360915;0;0;1685939855.8360915;0;89;1685939844.836089;0;0;
1685939856.0360916;0;2;1685939856.0360916;0;75;1685939845.036089;0;0;
1685939856.2360916;0;0;1685939856.2360916;0;47;1685939845.236089;0;0;
1685939856.4360917;0;0;1685939856.4360917;0;87;1685939845.436089;0;0;
1685939856.6360917;0;0;1685939856.6360917;0;88;1685939845.636089;0;0;
1685939856.8360918;0;3;1685939856.8360918;0;88;1685939845.8360891;0;0;
1685939857.0360918;0;0;1685939857.0360918;0;60;1685939846.0360892;0;0;
1685939857.2360919;0;0;1685939857.2360919;0;62;1685939846.2360892;0;0;
1685939857.436092;0;0;1685939857.436092;0;77;1685939846.4360893;0;0;
1685939857.636092;0;27;1685939857.636092;0;58;1685939846.6360893;0;0;
1685939857.836092;0;9;1685939857.836092;0;64;1685939846.8360894;0;0;
1685939858.036092;0;0;1685939858.036092;0;77;1685939847.0360894;0;0;
1685939858.236092;0;0;1685939858.236092;0;66;1685939847.2360895;0;0;
1685939858.4360921;0;24;1685939858.4360921;0;57;1685939847.4360895;0;0;
1685939858.6360922;0;0;1685939858.6360922;0;88;1685939847.6360896;0;0;
1685939858.8360922;0;2;1685939858.8360922;0;89;1685939847.8360896;2;7;
1685939859.0360923;0;0;1685939859.0360923;0;59;1685939848.0360897;6;43;
1685939859.2360923;0;0;1685939859.2360923;0;57;1685939848.2360897;1;37;
1685939859.4360924;0;0;1685939859.4360924;0;83;1685939848.4360898;0;68;
1685939859.6360924;0;0;1685939859.6360924;0;83;1685939848.6360898;0;47;
1685939859.8360925;0;0;1685939859.8360925;0;87;1685939848.8360898;0;88;
1685939860.0360925;0;0;1685939860.0360925;0;65;1685939849.03609;0;70;
1685939860.2360926;0;4;1685939860.2360926;0;65;1685939849.23609;0;59;
1685939860.4360926;0;0;1685939860.4360926;0;81;1685939849.43609;0;58;
1685939860.6360927;0;0;1685939860.6360927;0;52;1685939849.63609;0;59;
1685939860.8360927;0;0;1685939860.8360927;0;61;1685939849.83609;0;57;
1685939861.0360928;0;4;1685939861.0360928;0;71;1685939850.0360901;0;58;
1685939861.2360928;0;0;1685939861.2360928;0;75;1685939850.2360902;0;58;
1685939861.4360929;0;0;1685939861.4360929;0;47;1685939850.4360902;0;62;
1685939861.636093;0;0;1685939861.636093;0;89;1685939850.6360903;0;74;
1685939861.836093;0;0;1685939861.836093;0;69;1685939850.8360903;0;81;
1685939862.036093;0;54;1685939862.036093;0;38;1685939851.0360904;0;66;
1685939862.236093;0;0;1685939862.236093;0;78;1685939851.2360904;0;94;
1685939862.436093;0;0;1685939862.436093;0;85;1685939851.4360905;0;80;
1685939862.6360931;0;28;1685939862.6360931;0;60;1685939851.6360905;0;74;
1685939862.8360932;0;8;1685939862.8360932;0;44;1685939851.8360906;0;63;
1685939863.0360932;0;0;1685939863.0360932;0;77;1685939852.0360906;0;68;
1685939863.2360933;0;2;1685939863.2360933;0;86;1685939852.2360907;0;70;
1685939863.4360933;0;0;1685939863.4360933;0;63;1685939852.4360907;0;62;
1685939863.6360934;0;0;1685939863.6360934;0;70;1685939852.6360908;0;66;
1685939863.8360934;0;0;1685939863.8360934;0;87;1685939852.8360908;0;95;
1685939864.0360935;0;0;1685939864.0360935;0;73;1685939853.0360909;0;65;
1685939864.2360935;0;0;1685939864.2360935;0;82;1685939853.236091;0;68;
1685939864.4360936;0;0;1685939864.4360936;0;74;1685939853.436091;0;56;
1685939864.6360936;0;7;1685939864.6360936;0;63;1685939853.636091;0;88;
1685939864.8360937;0;0;1685939864.8360937;0;88;1685939853.836091;0;86;
1685939865.0360937;0;0;1685939865.0360937;0;94;1685939854.036091;0;86;
1685939865.2360938;0;6;1685939865.2360938;0;89;1685939854.2360911;0;88;
1685939865.4360938;0;0;1685939865.4360938;0;93;1685939854.4360912;0;85;
1685939865.6360939;0;0;1685939865.6360939;0;68;1685939854.6360912;0;86;
1685939865.836094;0;7;1685939865.836094;0;50;1685939854.8360913;0;89;
1685939866.036094;0;74;1685939866.036094;0;11;1685939855.0360913;0;63;
1685939866.236094;0;0;1685939866.236094;0;84;1685939855.2360914;0;55;
1685939866.436094;0;0;1685939866.436094;0;67;1685939855.4360914;0;59;
1685939866.636094;0;0;1685939866.636094;0;52;1685939855.6360915;0;73;
1685939866.8360941;0;0;1685939866.8360941;0;84;1685939855.8360915;0;89;
1685939867.0360942;0;54;1685939867.0360942;0;22;1685939856.0360916;0;77;
1685939867.2360942;0;0;1685939867.2360942;0;76;1685939856.2360916;0;47;
1685939867.4360943;0;0;1685939867.4360943;0;55;1685939856.4360917;0;87;
1685939867.6360943;0;2;1685939867.6360943;0;80;1685939856.6360917;0;88;
1685939867.8360944;0;0;1685939867.8360944;0;94;1685939856.8360918;0;91;
1685939868.0360944;0;0;1685939868.0360944;0;85;1685939857.0360918;0;60;
1685939868.2360945;0;0;1685939868.2360945;0;60;1685939857.2360919;0;62;
1685939868.4360945;0;12;1685939868.4360945;0;77;1685939857.436092;0;77;
1685939868.6360946;0;0;1685939868.6360946;0;91;1685939857.636092;0;85;
1685939868.8360946;0;0;1685939868.8360946;0;61;1685939857.836092;0;73;
1685939869.0360947;0;0;1685939869.0360947;0;80;1685939858.036092;0;77;
1685939869.2360947;0;0;1685939869.2360947;0;45;1685939858.236092;0;66;
1685939869.4360948;0;5;1685939869.4360948;0;92;1685939858.4360921;0;81;
1685939869.6360948;0;4;1685939869.6360948;0;71;1685939858.6360922;0;88;
1685939869.8360949;0;0;1685939869.8360949;0;83;1685939858.8360922;0;91;
1685939870.036095;0;0;1685939870.036095;0;79;1685939859.0360923;0;59;
1685939870.236095;0;19;1685939870.236095;0;61;1685939859.2360923;0;57;
1685939870.436095;0;65;1685939870.436095;0;0;1685939859.4360924;0;83;
1685939870.636095;0;37;1685939870.636095;0;27;1685939859.6360924;0;83;
1685939870.836095;0;0;1685939870.836095;0;86;1685939859.8360925;0;87;
1685939871.0360951;0;0;1685939871.0360951;0;63;1685939860.0360925;0;65;
1685939871.2360952;0;28;1685939871.2360952;0;34;1685939860.2360926;0;69;
1685939871.4360952;0;53;1685939871.4360952;0;44;1685939860.4360926;0;81;
1685939871.6360953;0;0;1685939871.6360953;0;76;1685939860.6360927;0;52;
1685939871.8360953;0;0;1685939871.8360953;0;41;1685939860.8360927;0;61;
1685939872.0360954;0;2;1685939872.0360954;0;97;1685939861.0360928;0;75;
1685939872.2360954;0;0;1685939872.2360954;0;81;1685939861.2360928;0;75;
1685939872.4360955;0;0;1685939872.4360955;0;89;1685939861.4360929;0;47;
1685939872.6360955;0;0;1685939872.6360955;0;36;1685939861.636093;0;89;
1685939872.8360956;0;0;1685939872.8360956;0;50;1685939861.836093;0;69;
1685939873.0360956;0;0;1685939873.0360956;0;82;1685939862.036093;0;92;
1685939873.2360957;0;19;1685939873.2360957;0;54;1685939862.236093;0;78;
1685939873.4360957;0;0;1685939873.4360957;0;66;1685939862.436093;0;85;
1685939873.6360958;0;0;1685939873.6360958;0;83;1685939862.6360931;0;88;
1685939873.8360958;0;0;1685939873.8360958;0;89;1685939862.8360932;0;52;
1685939874.0360959;0;0;1685939874.0360959;0;50;1685939863.0360932;0;77;
1685939874.236096;0;14;1685939874.236096;0;77;1685939863.2360933;0;88;
1685939874.436096;0;0;1685939874.436096;0;68;1685939863.4360933;0;63;
1685939874.636096;0;0;1685939874.636096;0;80;1685939863.6360934;0;70;
1685939874.836096;0;0;1685939874.836096;0;70;1685939863.8360934;0;87;
1685939875.036096;0;11;1685939875.036096;0;67;1685939864.0360935;0;73;
1685939875.2360961;0;68;1685939875.2360961;0;1;1685939864.2360935;0;82;
1685939875.4360962;0;89;1685939875.4360962;0;0;1685939864.4360936;0;74;
1685939875.6360962;0;13;1685939875.6360962;0;47;1685939864.6360936;0;70;
1685939875.8360963;0;0;1685939875.8360963;0;76;1685939864.8360937;0;88;
1685939876.0360963;0;0;1685939876.0360963;0;72;1685939865.0360937;0;94;
1685939876.2360964;0;64;1685939876.2360964;0;15;1685939865.2360938;0;95;
1685939876.4360964;0;58;1685939876.4360964;0;13;1685939865.4360938;0;93;
1685939876.6360965;0;0;1685939876.6360965;0;79;1685939865.6360939;0;68;
1685939876.8360965;0;0;1685939876.8360965;0;61;1685939865.836094;0;57;
1685939877.0360966;0;3;1685939877.0360966;0;73;1685939866.036094;0;85;
1685939877.2360966;0;0;1685939877.2360966;0;77;1685939866.236094;0;84;
1685939877.4360967;0;0;1685939877.4360967;0;69;1685939866.436094;0;67;
1685939877.6360967;0;0;1685939877.6360967;0;57;1685939866.636094;0;52;
1685939877.8360968;0;0;1685939877.8360968;0;76;1685939866.8360941;0;84;
1685939878.0360968;0;0;1685939878.0360968;0;69;1685939867.0360942;0;76;
1685939878.2360969;0;25;1685939878.2360969;0;40;1685939867.2360942;0;76;
1685939878.436097;0;3;1685939878.436097;0;77;1685939867.4360943;0;55;
1685939878.636097;0;0;1685939878.636097;0;62;1685939867.6360943;0;82;
1685939878.836097;0;0;1685939878.836097;0;83;1685939867.8360944;0;94;
1685939879.036097;0;0;1685939879.036097;0;57;1685939868.0360944;0;85;
1685939879.236097;0;0;1685939879.236097;0;75;1685939868.2360945;0;60;
1685939879.4360971;0;21;1685939879.4360971;0;65;1685939868.4360945;0;89;
1685939879.6360972;0;0;1685939879.6360972;0;86;1685939868.6360946;0;91;
1685939879.8360972;0;0;1685939879.8360972;0;87;1685939868.8360946;0;61;
1685939880.0360973;0;0;1685939880.0360973;0;84;1685939869.0360947;0;80;
1685939880.2360973;0;70;1685939880.2360973;0;12;1685939869.2360947;0;45;
1685939880.4360974;0;86;1685939880.4360974;0;0;1685939869.4360948;0;97;
1685939880.6360974;0;89;1685939880.6360974;0;0;1685939869.6360948;0;75;
1685939880.8360975;0;27;1685939880.8360975;0;37;1685939869.8360949;0;83;
1685939881.0360975;0;0;1685939881.0360975;0;73;1685939870.036095;0;79;
1685939881.2360976;0;0;1685939881.2360976;0;41;1685939870.236095;0;80;
1685939881.4360976;0;15;1685939881.4360976;0;58;1685939870.436095;0;65;
1685939881.6360977;0;80;1685939881.6360977;0;1;1685939870.636095;0;64;
1685939881.8360977;0;86;1685939881.8360977;0;0;1685939870.836095;0;86;
1685939882.0360978;0;2;1685939882.0360978;0;86;1685939871.0360951;0;63;
1685939882.2360978;0;0;1685939882.2360978;0;88;1685939871.2360952;0;62;
1685939882.4360979;0;4;1685939882.4360979;0;84;1685939871.4360952;0;97;
1685939882.636098;0;0;1685939882.636098;0;83;1685939871.6360953;0;76;
1685939882.836098;0;0;1685939882.836098;0;95;1685939871.8360953;0;41;
1685939883.036098;0;0;1685939883.036098;0;89;1685939872.0360954;0;99;
1685939883.236098;0;0;1685939883.236098;0;81;1685939872.2360954;0;81;
1685939883.436098;0;42;1685939883.436098;0;34;1685939872.4360955;0;89;
1685939883.6360981;0;0;1685939883.6360981;0;69;1685939872.6360955;0;36;
1685939883.8360982;0;0;1685939883.8360982;0;87;1685939872.8360956;0;50;
1685939884.0360982;0;0;1685939884.0360982;0;78;1685939873.0360956;0;82;
1685939884.2360983;0;0;1685939884.2360983;0;72;1685939873.2360957;0;73;
1685939884.4360983;0;0;1685939884.4360983;0;57;1685939873.4360957;0;66;
1685939884.6360984;0;31;1685939884.6360984;0;66;1685939873.6360958;0;83;
1685939884.8360984;0;0;1685939884.8360984;0;67;1685939873.8360958;0;89;
1685939885.0360985;0;0;1685939885.0360985;0;87;1685939874.0360959;0;50;
1685939885.2360985;0;63;1685939885.2360985;0;17;1685939874.236096;0;91;
1685939885.4360986;0;82;1685939885.4360986;0;0;1685939874.436096;0;68;
1685939885.6360986;0;68;1685939885.6360986;0;0;1685939874.636096;0;80;
1685939885.8360987;0;59;1685939885.8360987;0;0;1685939874.836096;0;70;
1685939886.0360987;0;87;1685939886.0360987;0;0;1685939875.036096;0;78;
1685939886.2360988;0;49;1685939886.2360988;0;38;1685939875.2360961;0;69;
1685939886.4360988;0;0;1685939886.4360988;0;88;1685939875.4360962;0;89;
1685939886.6360989;0;0;1685939886.6360989;0;81;1685939875.6360962;0;60;
1685939886.836099;0;9;1685939886.836099;0;64;1685939875.8360963;0;76;
1685939887.036099;0;77;1685939887.036099;0;0;1685939876.0360963;0;72;
1685939887.236099;0;69;1685939887.236099;0;2;1685939876.2360964;0;79;
1685939887.436099;0;64;1685939887.436099;0;0;1685939876.4360964;0;71;
1685939887.636099;0;56;1685939887.636099;0;24;1685939876.6360965;0;79;
1685939887.8360991;0;0;1685939887.8360991;0;72;1685939876.8360965;0;61;
1685939888.0360992;0;0;1685939888.0360992;0;65;1685939877.0360966;0;76;
1685939888.2360992;0;5;1685939888.2360992;0;59;1685939877.2360966;0;77;
1685939888.4360993;0;0;1685939888.4360993;0;75;1685939877.4360967;0;69;
1685939888.6360993;0;0;1685939888.6360993;0;62;1685939877.6360967;0;57;
1685939888.8360994;0;0;1685939888.8360994;0;69;1685939877.8360968;0;76;
1685939889.0360994;0;0;1685939889.0360994;0;81;1685939878.0360968;0;69;
1685939889.2360995;0;0;1685939889.2360995;0;68;1685939878.2360969;0;65;
1685939889.4360995;0;42;1685939889.4360995;0;40;1685939878.436097;0;80;
1685939889.6360996;0;22;1685939889.6360996;0;37;1685939878.636097;0;62;
1685939889.8360996;0;0;1685939889.8360996;0;76;1685939878.836097;0;83;
1685939890.0360997;0;0;1685939890.0360997;0;76;1685939879.036097;0;57;
1685939890.2360997;0;0;1685939890.2360997;0;67;1685939879.236097;0;75;
1685939890.4360998;0;0;1685939890.4360998;0;75;1685939879.4360971;0;86;
1685939890.6360998;0;20;1685939890.6360998;0;62;1685939879.6360972;0;86;
1685939890.8360999;0;27;1685939890.8360999;0;41;1685939879.8360972;0;87;
1685939891.0361;0;0;1685939891.0361;0;61;1685939880.0360973;0;84;
1685939891.2361;0;0;1685939891.2361;0;87;1685939880.2360973;0;82;
1685939891.4361;0;46;1685939891.4361;0;44;1685939880.4360974;0;86;
1685939891.6361;0;87;1685939891.6361;0;0;1685939880.6360974;0;89;
1685939891.8361;0;68;1685939891.8361;0;0;1685939880.8360975;0;64;
1685939892.0361001;0;57;1685939892.0361001;0;0;1685939881.0360975;0;73;
1685939892.2361002;0;78;1685939892.2361002;0;0;1685939881.2360976;0;41;
1685939892.4361002;0;73;1685939892.4361002;0;0;1685939881.4360976;0;73;
1685939892.6361003;0;76;1685939892.6361003;0;0;1685939881.6360977;0;81;
1685939892.8361003;0;78;1685939892.8361003;0;0;1685939881.8360977;0;86;
1685939893.0361004;0;48;1685939893.0361004;0;31;1685939882.0360978;0;88;
1685939893.2361004;0;0;1685939893.2361004;0;76;1685939882.2360978;0;88;
1685939893.4361005;0;0;1685939893.4361005;0;76;1685939882.4360979;0;88;
1685939893.6361005;0;51;1685939893.6361005;0;23;1685939882.636098;0;83;
1685939893.8361006;0;78;1685939893.8361006;0;0;1685939882.836098;0;95;
1685939894.0361006;0;78;1685939894.0361006;0;0;1685939883.036098;0;89;
1685939894.2361007;0;76;1685939894.2361007;0;0;1685939883.236098;0;81;
1685939894.4361007;0;73;1685939894.4361007;0;0;1685939883.436098;0;76;
1685939894.6361008;0;57;1685939894.6361008;0;18;1685939883.6360981;0;69;
1685939894.8361008;0;0;1685939894.8361008;0;79;1685939883.8360982;0;87;
1685939895.0361009;0;0;1685939895.0361009;0;79;1685939884.0360982;0;78;
1685939895.236101;0;0;1685939895.236101;0;72;1685939884.2360983;0;72;
1685939895.436101;0;7;1685939895.436101;0;67;1685939884.4360983;0;57;
1685939895.636101;0;0;1685939895.636101;0;80;1685939884.6360984;0;97;
1685939895.836101;0;0;1685939895.836101;0;72;1685939884.8360984;0;67;
1685939896.036101;0;0;1685939896.036101;0;81;1685939885.0360985;0;87;
1685939896.2361012;0;0;1685939896.2361012;0;78;1685939885.2360985;0;80;
1685939896.4361012;0;32;1685939896.4361012;0;55;1685939885.4360986;0;82;
1685939896.6361012;0;62;1685939896.6361012;0;20;1685939885.6360986;0;68;
1685939896.8361013;0;2;1685939896.8361013;0;84;1685939885.8360987;0;59;
1685939897.0361013;0;0;1685939897.0361013;0;82;1685939886.0360987;0;87;
1685939897.2361014;0;43;1685939897.2361014;0;35;1685939886.2360988;0;87;
1685939897.4361014;0;28;1685939897.4361014;0;56;1685939886.4360988;0;88;
1685939897.6361015;0;0;1685939897.6361015;0;82;1685939886.6360989;0;81;
1685939897.8361015;0;0;1685939897.8361015;0;76;1685939886.836099;0;73;
1685939898.0361016;0;0;1685939898.0361016;0;77;1685939887.036099;0;77;
1685939898.2361016;0;0;1685939898.2361016;0;81;1685939887.236099;0;71;
1685939898.4361017;0;43;1685939898.4361017;0;35;1685939887.436099;0;64;
1685939898.6361017;0;79;1685939898.6361017;0;0;1685939887.636099;0;80;
1685939898.8361018;0;72;1685939898.8361018;0;0;1685939887.8360991;0;72;
1685939899.0361018;0;77;1685939899.0361018;0;0;1685939888.0360992;0;65;
1685939899.2361019;0;75;1685939899.2361019;0;0;1685939888.2360992;0;64;
1685939899.436102;0;72;1685939899.436102;0;0;1685939888.4360993;0;75;
1685939899.636102;0;84;1685939899.636102;0;0;1685939888.6360993;0;62;
1685939899.836102;0;72;1685939899.836102;0;0;1685939888.8360994;0;69;
1685939900.036102;0;74;1685939900.036102;0;0;1685939889.0360994;0;81;
1685939900.236102;0;78;1685939900.236102;0;0;1685939889.2360995;0;68;
1685939900.4361022;0;75;1685939900.4361022;0;0;1685939889.4360995;0;82;
1685939900.6361022;0;80;1685939900.6361022;0;0;1685939889.6360996;0;59;
1685939900.8361022;0;36;1685939900.8361022;0;38;1685939889.8360996;0;76;
1685939901.0361023;0;0;1685939901.0361023;0;82;1685939890.0360997;0;76;
1685939901.2361023;0;0;1685939901.2361023;0;78;1685939890.2360997;0;67;
1685939901.4361024;0;65;1685939901.4361024;0;7;1685939890.4360998;0;75;
1685939901.6361024;0;76;1685939901.6361024;0;0;1685939890.6360998;0;82;
1685939901.8361025;0;71;1685939901.8361025;0;0;1685939890.8360999;0;68;
1685939902.0361025;0;80;1685939902.0361025;0;0;1685939891.0361;0;61;
1685939902.2361026;0;73;1685939902.2361026;0;0;1685939891.2361;0;87;
1685939902.4361026;0;79;1685939902.4361026;0;0;1685939891.4361;0;90;
1685939902.6361027;0;35;1685939902.6361027;0;36;1685939891.6361;0;87;
1685939902.8361027;0;0;1685939902.8361027;0;77;1685939891.8361;0;68;
1685939903.0361028;0;0;1685939903.0361028;0;77;1685939892.0361001;0;57;
1685939903.2361028;0;0;1685939903.2361028;0;81;1685939892.2361002;0;78;
1685939903.4361029;0;0;1685939903.4361029;0;73;1685939892.4361002;0;73;
1685939903.636103;0;0;1685939903.636103;0;72;1685939892.6361003;0;76;
1685939903.836103;0;0;1685939903.836103;0;76;1685939892.8361003;0;78;
1685939904.036103;0;0;1685939904.036103;0;75;1685939893.0361004;0;79;
1685939904.236103;0;0;1685939904.236103;0;81;1685939893.2361004;0;76;
1685939904.436103;0;0;1685939904.436103;0;73;1685939893.4361005;0;76;
1685939904.6361032;0;0;1685939904.6361032;0;79;1685939893.6361005;0;74;
1685939904.8361032;0;0;1685939904.8361032;0;75;1685939893.8361006;0;78;
1685939905.0361032;0;0;1685939905.0361032;0;74;1685939894.0361006;0;78;
1685939905.2361033;0;0;1685939905.2361033;0;68;1685939894.2361007;0;76;
1685939905.4361033;0;0;1685939905.4361033;0;69;1685939894.4361007;0;73;
1685939905.6361034;0;0;1685939905.6361034;0;69;1685939894.6361008;0;75;
1685939905.8361034;0;0;1685939905.8361034;0;70;1685939894.8361008;0;79;
1685939906.0361035;0;0;1685939906.0361035;0;76;1685939895.0361009;0;79;
1685939906.2361035;0;69;1685939906.2361035;0;10;1685939895.236101;0;72;
1685939906.4361036;0;79;1685939906.4361036;0;0;1685939895.436101;0;74;
1685939906.6361036;0;77;1685939906.6361036;0;0;1685939895.636101;0;80;
1685939906.8361037;0;78;1685939906.8361037;0;0;1685939895.836101;0;72;
1685939907.0361037;0;77;1685939907.0361037;0;0;1685939896.036101;0;81;
1685939907.2361038;0;78;1685939907.2361038;0;0;1685939896.2361012;0;78;
1685939907.4361038;0;79;1685939907.4361038;0;0;1685939896.4361012;0;87;
1685939907.6361039;0;77;1685939907.6361039;0;0;1685939896.6361012;0;82;
1685939907.836104;0;76;1685939907.836104;0;0;1685939896.8361013;0;86;
1685939908.036104;0;73;1685939908.036104;0;0;1685939897.0361013;0;82;
1685939908.236104;0;68;1685939908.236104;0;0;1685939897.2361014;0;78;
1685939908.436104;0;61;1685939908.436104;0;0;1685939897.4361014;0;84;
1685939908.636104;0;68;1685939908.636104;0;0;1685939897.6361015;0;82;
1685939908.8361042;0;69;1685939908.8361042;0;0;1685939897.8361015;0;76;
1685939909.0361042;0;76;1685939909.0361042;0;0;1685939898.0361016;0;77;
1685939909.2361042;0;78;1685939909.2361042;0;0;1685939898.2361016;0;81;
1685939909.4361043;0;72;1685939909.4361043;0;0;1685939898.4361017;0;78;
1685939909.6361043;0;77;1685939909.6361043;0;0;1685939898.6361017;0;79;
