timestamp,rsrp,bler,mcs
0.0,-60,0.0,9
1.0,-61,0.00342,17
2.0,-62,0.10491,21
3.0,-57,0.11513,21
4.0,-49,0.09496,21
5.0,-49,0.08121,21
6.0,-50,0.08404,21
7.0,-60,0.17458,18
8.0,-50,0.07382,16
9.0,-50,0.03192,22
10.0,-49,0.15483,18
11.0,-50,0.0577,18
12.0,-56,0.0788,18
13.0,-58,0.05366,20
14.0,-52,0.10773,20
15.0,-53,0.0428,22
16.0,-53,0.08162,23
17.0,-53,0.11112,23
18.0,-52,0.11496,23
19.0,-51,0.11512,23
20.0,-52,0.11945,23
21.0,-51,0.12528,23
22.0,-51,0.12085,23
23.0,-51,0.11838,23
24.0,-50,0.12747,23
25.0,-50,0.12961,23
26.0,-50,0.13163,23
27.0,-50,0.13331,23
28.0,-51,0.11496,23
29.0,-51,0.11174,23
30.0,-51,0.12122,23
31.0,-51,0.11794,23
32.0,-51,0.12441,23
33.0,-51,0.12345,23
34.0,-50,0.12688,23
35.0,-50,0.12224,23
36.0,-51,0.11994,23
37.0,-52,0.11486,23
38.0,-53,0.11729,23
39.0,-52,0.11467,23
40.0,-52,0.11366,23
41.0,-53,0.13267,23
42.0,-55,0.13767,23
43.0,-55,0.13701,23
44.0,-55,0.13211,23
45.0,-56,0.13868,23
46.0,-56,0.14585,23
47.0,-56,0.10726,22
48.0,-55,0.08353,22
49.0,-55,0.07554,22
50.0,-55,0.05762,22
51.0,-55,0.07109,22
52.0,-55,0.06859,22
53.0,-55,0.06414,22
54.0,-55,0.06829,22
55.0,-55,0.06423,22
56.0,-55,0.06794,22
57.0,-54,0.06735,22
58.0,-54,0.06016,22
59.0,-54,0.05619,22
60.0,-54,0.04943,23
61.0,-54,0.11011,23
62.0,-54,0.12627,23
63.0,-55,0.13231,23
64.0,-54,0.13538,23
65.0,-53,0.13511,23
66.0,-53,0.12745,23
67.0,-53,0.12382,23
68.0,-53,0.12367,23
69.0,-53,0.12882,23
70.0,-52,0.13801,23
71.0,-52,0.11947,23
72.0,-51,0.12163,23
73.0,-51,0.12925,23
74.0,-51,0.13078,23
75.0,-51,0.14884,23
76.0,-51,0.12876,23
77.0,-51,0.12367,23
78.0,-51,0.13256,23
79.0,-51,0.12348,23
80.0,-50,0.12005,23
81.0,-50,0.12401,23
82.0,-51,0.12203,23
83.0,-51,0.11774,23
84.0,-51,0.12427,23
85.0,-51,0.12407,23
86.0,-51,0.1185,23
87.0,-51,0.11718,23
88.0,-52,0.11877,23
89.0,-52,0.1242,23
90.0,-51,0.12217,23
91.0,-51,0.11168,23
92.0,-53,0.11653,23
93.0,-53,0.12415,23
94.0,-53,0.12703,23
95.0,-53,0.13052,23
96.0,-53,0.13443,23
97.0,-53,0.12712,23
98.0,-54,0.12773,23
99.0,-54,0.14106,23
100.0,-54,0.13626,23
