tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
14:31:47,1bc4,1,42.666431,0.784629,0,0,-64,12,15,230,190,944,1,0,0,0,6,0,9,707311,6,0,0,28,14678108,14678084,5750/4/1/1,172008/6/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,107012.19310344828,10.570807070345491,2772576.0,2328000.0,nan
14:31:48,1bc4,1,50.555305,158.145752,0,0,-64,9,15,240,195,944,1,0,0,0,18,0.02344,14,1078301,21,0,0.06121,28,14712297,14712128,5933/15/2/1,172332/34/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,268310.8682926829,8.503172265824361,6336896.0,6168000.0,nan
14:31:49,1bc4,1,78.609261,581.42804,0,0,-65,5,15,220,180,937,1,0,0,0,38,0.17727,17,2503637,64,0,0.17394,25,14771386,14771246,6345/101/5/1,172683/115/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,652677.4591651543,15.773307758828869,8386432.0,8184000.0,nan
14:31:50,1bc4,1,108.067429,1809.306152,0,0,-59,2,15,330,265,1049,1,0,0,3,65,0.07871,16,6797503,82,0,0.10669,19,14872347,14871801,7375/128/18/8,173108/144/4/4,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,950088.5710247349,31.788606875338537,6725888.0,7212000.0,0.2
14:31:51,1bc4,1,131.296204,2449.715332,0,0,-53,14,15,330,270,1049,1,0,0,3,69,0.07207,17,11620827,84,0,0.04215,22,14981655,14981515,8521/194/18/8,173573/149/4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,958480.449694501,28.969227677524678,6745248.0,6888000.0,nan
14:31:52,1bc4,1,162.842468,2526.89917,0,0,-53,11,15,330,270,1049,1,0,0,3,179,0.10465,14,15718398,135,0,0.10803,22,15105020,15104518,9585/337/24/8,173994/208/5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,964048.4763572679,23.453124483725183,8325664.0,6852000.0,nan
14:31:53,1bc4,1,171.085663,2510.176025,0,0,-53,7,15,330,260,1049,1,0,0,3,249,0.10068,14,19792437,168,0,0.11741,23,15205004,15204423,10728/402/29/8,174453/242/5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,975421.0666666667,26.586070475370985,8019968.0,8172000.0,nan
14:31:54,1bc4,1,173.513947,2575.02124,0,0,-54,4,15,320,265,1039,1,0,0,3,297,0.05485,14,23946498,191,0,0.07897,22,15303918,15303172,11893/450/29/8,174919/267/5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1006858.1532976826,26.444226342278558,7821792.0,7884000.0,nan
14:31:55,1bc4,1,214.979187,2738.187012,0,0,0,0,15,320,275,1039,1,0,0,3,419,0.15942,17,28590801,253,0,0.19241,22,15448584,15446526,12943/605/34/8,175321/337/5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1060532.3839441536,26.787489014012472,8246656.0,8400000.0,nan
14:31:56,1bc4,1,208.38121,2965.604736,0,0,-54,13,15,330,260,1039,1,0,0,3,419,0.06681,17,33634965,253,0,0.0741,19,15559624,15558572,14135/626/34/8,175795/339/5/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1139306.6666666665,23.995384417082132,8395104.0,9060000.0,nan
