tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
11:15:02,e456,1,42.418667,0.74822,0,0,-65,13,15,230,180,920,1,0,0,0,6,0,9,23062,0,0,0,28,438876,438852,187/4/1/1,5142/0/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,122463.6717948718,15.355050241624985,1816800.0,1848000.0,nan
11:15:03,e456,1,53.046307,217.095413,0,0,-65,9,15,220,175,920,1,0,0,0,33,0.04589,14,544719,23,0,0.08412,28,476184,476044,433/31/1/1,5472/38/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,194664.05475285172,5.325085477131169,7386528.0,7572000.0,nan
11:15:04,e456,1,81.651245,759.064087,0,0,-66,6,15,210,165,907,1,0,0,0,71,0.0729,16,2364979,55,0,0.20129,22,537040,536011,960/68/2/1,5813/124/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,232692.7597678917,6.595275189616892,7045600.0,7176000.0,nan
11:15:05,e456,1,105.313828,1864.029297,0,0,-54,2,15,320,260,1029,1,0,0,0,71,0.11799,16,6715624,55,0,0.10315,16,631522,630862,2013/167/6/1,6257/148/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,264519.64137931034,7.109000614711216,6610336.0,7764000.0,nan
11:15:06,e456,1,123.413979,2481.222412,0,0,-54,15,15,320,260,1029,1,0,0,0,77,0.04733,17,11539404,57,0,0.03805,19,736042,735398,3154/214/8/1,6744/150/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,285162.97696969693,11.745549241701763,4081216.0,4680000.0,nan
11:15:07,e456,1,141.063751,2181.233398,0,0,-58,11,15,320,265,1029,1,0,0,0,168,0.16053,14,14763658,110,0,0.12415,24,829203,828271,3978/354/17/1,7155/203/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,306169.7127753304,12.07425104428644,5308480.0,5376000.0,nan
11:15:08,e456,1,152.923645,1898.82373,0,0,-54,8,15,320,255,1025,1,0,0,0,313,0.14593,12,17453508,181,0,0.16474,23,917595,917107,4946/493/23/1,7558/274/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,333106.7613707165,15.52805436982049,3979456.0,5184000.0,nan
11:15:09,e456,1,146.016678,2012.207275,0,0,-55,4,15,310,250,1019,1,0,0,0,319,0.05942,12,20811160,184,0,0.06195,22,992903,992626,6149/498/24/1,8043/277/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,431239.0218623482,12.935092210769653,6804416.0,6888000.0,nan
11:15:10,e456,1,160.175354,2011.93396,0,0,-55,1,15,310,260,1019,1,0,0,0,454,0.12693,14,24052868,255,0,0.16609,22,1089128,1088534,7127/629/31/2,8456/348/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,567255.8065259117,20.260776450100554,6462368.0,5784000.0,nan
11:15:11,e456,1,159.44902,2402.740479,0,0,-55,13,15,310,260,1019,1,0,0,0,454,0.04861,15,28366320,255,0,0.05791,22,1183148,1182563,8325/629/31/2,8951/348/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,733352.5557894736,32.65389885221209,4459040.0,4344000.0,nan
