('12.1.1.151', 50224, '192.168.70.129', 10001);('12.1.1.151', 50224, '192.168.70.129', 10001);('12.1.1.151', 50224, '192.168.70.129', 10001);('12.1.1.151', 50226, '192.168.70.129', 10001);('12.1.1.151', 50226, '192.168.70.129', 10001);('12.1.1.151', 50226, '192.168.70.129', 10001);
;;;115117.750562;11.0;0;
;;;115117.854498;50.0;0;
;;;115117.958499;67.0;0;
;;;115118.062461;58.0;41.0;
;;;115118.166484;45.0;41.0;
;;;115118.270362;43.0;41.0;
;;;115118.374363;37.0;21.0;
;;;115118.478687;21.0;21.0;
;;;115118.58264;23.0;21.0;
;;;115118.6865;25.0;21.0;
;;;115118.79042;27.0;21.0;
;;;115118.894397;29.0;21.0;
;;;115118.998384;31.0;21.0;
;;;115119.102402;32.0;21.0;
;;;115119.206746;35.0;21.0;
;;;115119.311173;38.0;21.0;
;;;115119.415125;40.0;21.0;
;;;115119.519052;43.0;21.0;
;;;115119.623107;45.0;21.0;
;;;115119.727013;46.0;21.0;
;;;115119.830968;48.0;21.0;
;;;115119.934869;49.0;21.0;
;;;115120.038717;51.0;21.0;
;;;115120.142471;52.0;21.0;
;;;115120.246173;53.0;21.0;
;;;115120.349909;54.0;21.0;
;;;115120.453583;55.0;21.0;
;;;115120.557283;55.0;21.0;
;;;115120.661164;56.0;21.0;
;;;115120.764907;57.0;21.0;
;;;115120.86863;58.0;21.0;
;;;115120.972337;59.0;21.0;
;;;115121.076036;60.0;21.0;
;;;115121.179769;60.0;21.0;
;;;115121.283484;61.0;21.0;
;;;115121.387292;62.0;21.0;
;;;115121.491014;63.0;21.0;
;;;115121.594723;63.0;21.0;
;;;115121.698678;64.0;21.0;
;;;115121.81565;65.0;21.0;
;;;115121.920228;66.0;21.0;
;;;115122.024939;67.0;21.0;
;;;115122.129845;68.0;21.0;
;;;115122.234652;69.0;21.0;
;;;115122.339029;71.0;21.0;
;;;115122.44308;72.0;21.0;
;;;115122.547308;73.0;21.0;
;;;115122.651278;74.0;21.0;
;;;115122.755269;75.0;21.0;
;;;115122.859348;76.0;21.0;
;;;115122.963559;78.0;21.0;
;;;115123.067555;79.0;21.0;
;;;115123.171577;80.0;21.0;
;;;115123.275633;81.0;21.0;
;;;115123.379846;82.0;21.0;
;;;115123.483985;83.0;21.0;
;;;115123.587979;84.0;21.0;
;;;115123.692082;85.0;21.0;
;;;115123.79627;86.0;21.0;
;;;115123.90028;87.0;21.0;
;;;115124.004307;88.0;21.0;
;;;115124.108301;89.0;21.0;
;;;115124.212473;90.0;21.0;
;;;115124.316477;91.0;21.0;
;;;115124.420611;92.0;21.0;
;;;115124.524791;93.0;21.0;
;;;115124.62902;94.0;21.0;
;;;115124.732994;95.0;21.0;
;;;115124.837268;96.0;21.0;
;;;115124.941397;97.0;21.0;
;;;115125.045447;98.0;21.0;
;;;115125.149694;99.0;21.0;
;;;115125.253714;99.0;21.0;
;;;115125.357722;100.0;21.0;
;;;115125.461717;101.0;21.0;
;;;115125.565836;102.0;21.0;
;;;115125.669977;103.0;21.0;
;;;115125.774075;104.0;21.0;
;;;115125.878194;105.0;21.0;
;;;115125.982277;105.0;21.0;
;;;115126.086426;106.0;21.0;
;;;115126.19045;107.0;21.0;
;;;115126.294543;108.0;21.0;
;;;115126.39937;109.0;21.0;
;;;115126.503674;109.0;21.0;
;;;115126.607954;110.0;21.0;
;;;115126.737346;111.0;21.0;
;;;115126.842575;112.0;21.0;
;;;115126.947414;113.0;21.0;
;;;115127.052516;114.0;21.0;
;;;115127.156605;114.0;21.0;
;;;115127.260738;115.0;21.0;
;;;115127.364843;116.0;21.0;
;;;115127.468855;116.0;21.0;
;;;115127.572901;117.0;21.0;
;;;115127.676897;118.0;21.0;
;;;115127.780855;119.0;21.0;
;;;115127.884858;119.0;21.0;
;;;115127.988868;120.0;21.0;
;;;115128.09297;121.0;21.0;
;;;115128.197213;121.0;21.0;
;;;115128.301456;122.0;21.0;
;;;115128.405615;122.0;21.0;
;;;115128.509925;123.0;21.0;
;;;115128.613916;123.0;21.0;
;;;115128.717957;124.0;21.0;
;;;115128.821988;125.0;21.0;
;;;115128.926037;125.0;21.0;
;;;115129.030021;126.0;21.0;
;;;115129.134016;126.0;21.0;
;;;115129.23823;127.0;21.0;
;;;115129.342216;127.0;21.0;
;;;115129.44629;128.0;21.0;
;;;115129.55045;129.0;21.0;
