tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
2:57:28,645d,1,42.685207,0.705953,0,0,-57,4,15,340,285,987,1,0,0,7,2461,0,9,135456683,1010,1,0,28,21010088,21009499,121297/10847/142/16,232880/7077/151/46,nan,nan,nan,nan,nan,nan
2:57:29,645d,1,48.626587,272.815155,0,0,-57,1,15,340,280,992,1,0,0,7,2463,0.00151,18,136173404,1011,1,0.00706,28,21047736,21047147,122315/10849/142/16,233268/7080/151/46,nan,nan,nan,nan,nan,nan
2:57:30,645d,1,70.590797,535.224426,0,0,-57,13,15,350,300,1001,1,0,0,7,2523,0.15511,19,137371025,1037,1,0.09611,28,21105678,21105089,123314/11055/148/16,233637/7128/154/47,nan,nan,nan,nan,nan,nan
2:57:31,645d,1,85.288078,647.647644,0,0,-51,10,15,360,295,1023,1,0,0,7,2581,0.10715,19,138555866,1061,1,0.11891,28,21163533,21162944,124443/11138/149/16,234021/7170/158/47,nan,nan,nan,nan,nan,nan
2:57:32,645d,1,78.943047,717.496521,0,0,-50,6,15,380,300,1027,1,0,0,7,2581,0.05534,19,139794766,1061,1,0.04146,28,21199993,21199404,125623/11170/149/16,234414/7170/158/47,nan,nan,nan,nan,nan,nan
2:57:33,645d,1,73.980194,767.239624,0,0,-50,3,15,380,315,1027,1,0,0,7,2581,0.06606,20,141084639,1061,1,0.01446,28,21235857,21235268,126759/11248/149/16,234803/7170/158/47,nan,nan,nan,nan,nan,nan
2:57:34,645d,1,93.549568,761.419006,0,0,-50,15,11,-80,325,1033,1,0,0,7,2657,0.11884,20,142312191,1090,1,0.09257,28,21300241,21297014,127823/11391/154/16,235180/7217/165/47,nan,nan,nan,nan,nan,nan
2:57:35,645d,1,119.183792,670.643005,0,0,-53,12,15,380,310,1027,1,0,0,7,2765,0.11569,14,143281277,1135,1,0.14079,20,21386851,21386161,128904/11522/155/16,235582/7281/174/47,nan,nan,nan,nan,nan,nan
2:57:36,645d,1,112.91803,618.756409,0,0,-50,8,15,380,305,1027,1,0,0,7,2765,0.0429,16,144200581,1135,1,0.0522,20,21443255,21442196,130106/11532/155/16,236050/7284/174/47,nan,nan,nan,nan,nan,nan
2:57:37,645d,1,109.515488,609.746155,0,0,-50,5,15,380,295,1026,1,0,0,7,2801,0.09103,16,145163450,1152,1,0.0494,26,21497979,21497390,131192/11659/155/16,236463/7303/175/47,nan,nan,nan,nan,nan,nan
2:57:38,645d,1,98.551239,613.567627,0,0,-50,1,15,370,320,1020,1,0,0,7,2815,0.08965,16,146147096,1158,1,0.02641,28,21536444,21535855,132302/11761/155/16,236846/7310/176/47,nan,nan,nan,nan,nan,nan
2:57:39,645d,1,90.483162,632.917358,0,0,-50,14,15,370,305,1023,1,0,0,7,2817,0.05922,16,147178768,1158,1,0.01481,28,21574134,21573545,133461/11815/155/16,237224/7314/177/47,nan,nan,nan,nan,nan,nan
2:57:40,645d,1,84.679504,716.551392,0,0,-52,10,15,380,305,1026,1,0,0,7,2825,0.07098,23,148407524,1162,1,0.00985,28,21613283,21612694,134599/11889/155/16,237622/7318/177/47,nan,nan,nan,nan,nan,nan
2:57:41,645d,1,124.640388,716.512573,0,0,-65,7,15,370,305,1026,1,0,0,7,2969,0.18261,16,149586343,1217,1,0.21918,25,21701842,21700984,135571/12118/167/16,237977/7413/189/47,nan,nan,nan,nan,nan,nan
2:57:42,645d,1,118.262177,672.68219,0,0,-53,3,15,390,295,1026,1,0,0,7,2969,0.06367,15,150606687,1217,1,0.081,22,21760497,21759342,136783/12118/167/16,238432/7416/189/47,nan,nan,nan,nan,nan,nan
2:57:43,645d,1,120.532608,709.15448,0,0,-53,16,15,380,305,1026,1,0,0,7,3009,0.05695,20,151759510,1235,1,0.08034,24,21827896,21827307,137951/12163/167/16,238863/7438/190/47,nan,nan,nan,nan,nan,nan
