tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
15:42:35,4d27,1,183.546448,3.231544,0,0,-66,2,15,220,160,907,1,0,0,19,664,0,11,14711904,4599,3,0.0451,28,142014186,141974826,40170/3088/555/30,279437/4719/480/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:36,4d27,1,1014.822021,13.926299,0,0,-66,15,15,200,170,907,1,0,0,19,677,0.13642,18,14746918,4660,3,0.50014,19,142985519,142950882,40324/3119/566/30,279687/4909/503/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:37,4d27,1,1415.884521,25.988966,0,0,-57,11,15,320,285,1034,1,0,0,19,685,0.08633,14,14802632,4712,3,0.28327,9,144165941,144141514,40599/3132/573/30,280121/4958/541/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:38,4d27,1,1366.937988,28.092842,0,0,-54,8,15,320,285,1034,1,0,0,19,685,0.0301,19,14849784,4720,3,0.10741,6,144888080,144865612,40865/3132/573/30,280704/4966/543/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:39,4d27,1,1330.548462,44.227699,0,0,-54,4,15,310,285,1034,1,0,0,19,685,0.05537,28,14936472,4724,3,0.04139,8,145616672,145590729,41136/3152/573/30,281298/4970/543/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:40,4d27,1,1513.943481,68.152077,0,0,-55,1,15,310,275,1026,1,0,0,19,696,0.14804,27,15076740,4774,3,0.08332,12,146687359,146659029,41436/3211/582/31,281798/5020/543/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:41,4d27,1,1685.89856,81.608749,0,0,-55,13,15,290,275,1024,1,0,0,19,702,0.08759,27,15223693,4828,3,0.10514,12,147829729,147801399,41750/3230/586/31,282289/5074/543/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:42,4d27,1,1814.36145,86.931442,0,0,-55,10,15,320,275,1024,1,0,0,19,712,0.09736,27,15369768,4885,3,0.11052,12,148964965,148935963,42066/3261/594/31,282777/5130/544/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:43,4d27,1,1911.542358,91.780525,0,0,-60,6,15,290,275,1024,1,0,0,20,721,0.075,27,15523853,4933,3,0.09547,12,150133897,150105567,42395/3282/602/32,283283/5177/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:44,4d27,1,1984.083008,96.12281,0,0,-55,3,15,320,285,1031,1,0,0,20,721,0.05446,27,15682553,4979,3,0.09438,12,151308973,151279971,42733/3296/602/32,283791/5223/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:45,4d27,1,2037.458862,96.322258,0,0,-56,15,15,310,285,1034,1,0,0,21,731,0.11688,28,15838561,5026,3,0.09434,12,152480977,152452647,43053/3347/613/33,284298/5270/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:46,4d27,1,2077.581543,97.368065,0,0,-55,12,15,320,275,1027,1,0,0,21,738,0.10711,27,15996100,5070,3,0.09595,12,153663541,153634539,43385/3385/620/33,284810/5314/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:47,4d27,1,2104.674561,96.818832,0,0,-56,8,15,300,275,1024,1,0,0,21,751,0.13254,27,16151131,5125,3,0.10436,12,154807993,154776591,43717/3434/633/33,285301/5369/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:48,4d27,1,2122.381348,91.432953,0,0,-57,5,15,290,270,1015,1,0,0,21,760,0.12068,26,16291455,5183,3,0.1173,12,155936059,155904657,44026/3472/640/33,285785/5427/545/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:49,4d27,1,2059.169434,87.280899,0,0,-58,1,15,340,270,1022,1,0,0,21,770,0.10536,25,16425399,5224,3,0.09918,9,156948643,156919878,44374/3507/647/34,286304/5466/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:50,4d27,1,1997.842651,82.584869,0,0,-58,14,15,300,275,1024,1,0,0,21,771,0.06811,25,16550110,5241,3,0.04745,12,157992142,157961412,44718/3528/648/34,286871/5483/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:51,4d27,1,2046.113159,84.152573,0,0,-58,10,15,300,275,1024,1,0,0,21,776,0.05861,25,16689036,5295,3,0.0968,12,159138610,159107208,45044/3546/652/34,287365/5537/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:52,4d27,1,2084.186279,85.324738,0,0,-58,7,15,320,280,1031,1,0,0,21,784,0.1158,24,16829967,5343,3,0.09749,12,160307542,160276140,45379/3602/659/34,287871/5585/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:53,4d27,1,2112.158203,82.121498,0,0,-57,3,15,320,285,1034,1,0,0,21,787,0.05543,24,16957713,5389,3,0.09575,12,161482618,161451216,45705/3610/660/34,288379/5631/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:54,4d27,1,2130.849854,87.020172,0,0,-57,16,15,340,275,1027,1,0,0,21,795,0.11607,27,17101723,5443,3,0.10244,12,162628414,162597012,46022/3652/667/34,288872/5685/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:55,4d27,1,2145.849365,85.318062,0,0,-57,12,15,310,265,1016,1,0,0,21,806,0.11261,24,17239713,5492,3,0.10158,12,163792930,163764600,46346/3691/676/34,289375/5734/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:56,4d27,1,2155.263672,81.924385,0,0,-56,9,15,320,265,1014,1,0,0,21,807,0.05469,24,17365795,5543,3,0.10363,12,164947204,164918874,46664/3699/676/34,289873/5785/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:57,4d27,1,2162.368408,85.493416,0,0,-56,5,15,290,265,1013,1,0,0,22,816,0.08271,27,17505235,5593,3,0.1023,12,166105222,166076892,46987/3727/683/35,290373/5835/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:58,4d27,1,2169.142334,91.316788,0,0,-56,2,15,330,275,1022,1,0,0,22,825,0.09937,27,17659170,5644,3,0.10857,12,167262922,167234592,47312/3765/691/35,290873/5886/547/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:42:59,4d27,1,2173.099121,93.382088,0,0,-55,14,15,300,275,1024,1,0,0,22,829,0.08347,27,17813105,5696,3,0.10845,12,168416206,168387876,47637/3786/694/35,291370/5937/548/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:00,4d27,1,2175.032715,90.667137,0,0,-55,11,15,300,275,1024,1,0,0,22,835,0.06911,27,17956217,5753,3,0.11062,12,169552786,169524456,47940/3807/696/35,291860/5992/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:01,4d27,1,2180.136963,95.128777,0,0,-56,7,15,260,270,1017,1,0,0,22,840,0.07461,27,18111077,5794,3,0.09356,12,170743828,170718252,48270/3833/701/35,292377/6033/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:02,4d27,1,2182.435059,95.980034,0,0,-56,4,15,290,265,1014,1,0,0,22,847,0.13457,27,18264277,5840,3,0.09091,12,171916822,171889164,48599/3894/709/36,292885/6079/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:03,4d27,1,2181.258057,89.596245,0,0,0,0,15,300,265,1014,1,0,0,22,864,0.13647,27,18399902,5898,3,0.10781,12,173046970,173019312,48892/3933/723/36,293369/6137/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:04,4d27,1,2185.166748,92.148277,0,0,-56,13,15,320,265,1014,1,0,0,22,867,0.10684,26,18550225,5942,3,0.10125,12,174233278,174204948,49223/3964/725/36,293883/6180/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:43:05,4d27,1,2183.77002,92.253044,0,0,-60,9,15,300,270,1015,1,0,0,22,873,0.06959,26,18698155,5990,3,0.09862,12,175395040,175369464,49549/3980/729/36,294385/6229/550/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
