tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
15:32:35,4d27,1,210.155792,2.72656,0,0,-66,6,15,230,160,907,1,0,0,0,5,0,11,329818,13,0,0.08034,28,6893451,6891223,2679/4/1/0,78879/33/2/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:36,4d27,1,949.889343,14.429568,0,0,-67,2,15,200,140,890,1,0,0,0,13,0.20856,18,367354,72,1,0.40321,18,7866579,7841866,2834/50/7/0,79170/199/22/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:37,4d27,1,1322.885986,22.846176,0,0,-59,15,15,310,285,1034,1,0,0,0,16,0.10518,12,414595,122,2,0.20827,8,8978259,8958195,3101/52/10/0,79613/245/55/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:38,4d27,1,1291.550171,22.07921,0,0,-55,11,15,340,285,1034,1,0,0,0,16,0.03668,15,448643,130,2,0.08146,6,9687173,9668383,3350/52/10/0,80196/253/56/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:39,4d27,1,1301.934814,36.70665,0,0,-55,8,15,320,285,1033,1,0,0,0,16,0.01573,25,520357,135,2,0.03281,10,10468824,10448191,3626/53/10/0,80786/258/56/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:40,4d27,1,1570.751221,66.993172,0,0,-55,4,15,310,265,1027,1,0,0,0,21,0.08153,28,665541,179,2,0.06534,13,11685493,11658939,3925/88/15/1,81276/300/68/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:41,4d27,1,1803.187988,74.848625,0,0,-56,1,15,300,275,1024,1,0,0,0,27,0.127,27,796421,226,2,0.08744,13,12928207,12905174,4198/131/20/1,81739/347/88/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:42,4d27,1,1977.972046,83.280357,0,0,-57,13,15,300,270,1023,1,0,0,0,29,0.08817,27,939871,273,2,0.0924,13,14209363,14187082,4503/151/21/2,82221/394/100/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:43,4d27,1,2105.651123,87.502289,0,0,-55,10,15,310,275,1023,1,0,0,0,38,0.0689,27,1084501,327,2,0.11142,13,15465887,15442854,4808/167/25/2,82696/448/112/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:44,4d27,1,2198.725586,83.961777,0,0,-55,6,15,320,280,1030,1,0,0,1,46,0.07313,27,1213314,382,2,0.11159,13,16700807,16674253,5084/188/31/3,83155/502/128/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:45,4d27,1,2267.790527,81.189072,0,0,-55,3,15,320,285,1034,1,0,0,1,51,0.08011,27,1341389,432,2,0.10979,13,17918186,17892384,5359/212/34/4,83607/552/153/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:46,4d27,1,2320.597168,80.579697,0,0,-55,15,15,310,275,1026,1,0,0,2,54,0.08251,27,1469198,479,2,0.10383,13,19158434,19134649,5630/233/37/5,84071/598/175/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:47,4d27,1,2362.392822,84.137848,0,0,-56,12,15,300,275,1023,1,0,0,2,60,0.12079,27,1609270,527,2,0.10392,13,20431362,20408329,5928/274/42/5,84549/646/189/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:48,4d27,1,2387.891357,84.70797,0,0,-57,8,15,300,260,1016,1,0,0,3,72,0.17262,25,1746657,582,2,0.11662,13,21688848,21662294,6221/326/54/7,85020/701/199/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:49,4d27,1,2312.066895,75.205719,0,0,-58,5,15,360,265,1020,1,0,0,3,77,0.08897,24,1855328,640,2,0.13095,9,22772158,22748564,6511/340/59/7,85501/759/200/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:50,4d27,1,2173.195557,74.307663,0,0,-59,1,15,320,275,1024,1,0,0,3,77,0.07559,24,1972697,640,2,0.04566,10,23838208,23814614,6896/363/59/7,86101/759/200/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:51,4d27,1,2223.524902,77.459618,0,0,-58,14,15,300,270,1023,1,0,0,3,87,0.14979,25,2102159,682,2,0.07318,13,25065533,25038227,7203/410/70/7,86591/801/213/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:52,4d27,1,2291.823975,85.461639,0,0,-58,10,15,310,270,1031,1,0,0,4,92,0.0902,25,2249752,720,2,0.07335,13,26385161,26358607,7546/434/77/8,87090/839/225/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:53,4d27,1,2339.658691,82.644157,0,0,-57,7,15,320,285,1034,1,0,0,4,96,0.05154,25,2380878,764,2,0.08276,13,27670156,27643602,7849/445/81/8,87573/883/240/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
