('192.168.70.134', 44904, '192.168.70.129', 10000);('192.168.70.134', 44904, '192.168.70.129', 10000);('192.168.70.134', 44904, '192.168.70.129', 10000);('192.168.70.134', 44326, '192.168.70.129', 10001);('192.168.70.134', 44326, '192.168.70.129', 10001);('192.168.70.134', 44326, '192.168.70.129', 10001);total;total;total;
1685935648.5712957;1;15;1685935648.5712957;1;14;1685935636.971293;0;0;
1685935648.7712958;0;29;1685935648.7712958;0;20;1685935637.171293;0;0;
1685935648.9712958;0;19;1685935648.9712958;0;39;1685935637.371293;0;0;
1685935649.171296;0;29;1685935649.171296;0;43;1685935637.571293;0;0;
1685935649.371296;0;32;1685935649.371296;0;52;1685935637.7712932;0;0;
1685935649.571296;0;1;1685935649.571296;0;70;1685935637.9712932;0;0;
1685935649.771296;0;0;1685935649.771296;0;60;1685935638.1712933;0;0;
1685935649.971296;0;34;1685935649.971296;0;24;1685935638.3712933;0;0;
1685935650.1712961;0;1;1685935650.1712961;0;57;1685935638.5712934;0;0;
1685935650.3712962;0;0;1685935650.3712962;0;57;1685935638.7712934;0;0;
1685935650.5712962;0;0;1685935650.5712962;0;58;1685935638.9712934;0;0;
1685935650.7712963;0;0;1685935650.7712963;0;58;1685935639.1712935;0;0;
1685935650.9712963;0;2;1685935650.9712963;0;64;1685935639.3712935;0;0;
1685935651.1712964;0;33;1685935651.1712964;0;47;1685935639.5712936;0;0;
1685935651.3712964;0;0;1685935651.3712964;0;79;1685935639.7712936;0;0;
1685935651.5712965;0;1;1685935651.5712965;0;67;1685935639.9712937;0;0;
1685935651.7712965;0;0;1685935651.7712965;0;63;1685935640.1712937;0;0;
1685935651.9712965;0;0;1685935651.9712965;0;73;1685935640.3712938;0;0;
1685935652.1712966;0;0;1685935652.1712966;0;67;1685935640.5712938;0;0;
1685935652.3712966;0;0;1685935652.3712966;0;59;1685935640.7712939;0;0;
1685935652.5712967;0;0;1685935652.5712967;0;58;1685935640.971294;0;0;
1685935652.7712967;0;0;1685935652.7712967;0;86;1685935641.171294;0;0;
1685935652.9712968;0;10;1685935652.9712968;0;60;1685935641.371294;0;0;
1685935653.1712968;0;27;1685935653.1712968;0;55;1685935641.571294;0;0;
1685935653.371297;0;0;1685935653.371297;0;63;1685935641.771294;0;0;
