('12.1.1.151', 45350, '192.168.70.129', 10000);('12.1.1.151', 45350, '192.168.70.129', 10000);('12.1.1.151', 45350, '192.168.70.129', 10000);('12.1.1.151', 44772, '192.168.70.129', 10001);('12.1.1.151', 44772, '192.168.70.129', 10001);('12.1.1.151', 44772, '192.168.70.129', 10001);('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 44776, '192.168.70.129', 10001);('12.1.1.151', 44776, '192.168.70.129', 10001);('12.1.1.151', 44776, '192.168.70.129', 10001);
;;;;;;2728.28281;18.0;1508.0;2728.28281;10.0;1508.0;
;;;;;;2728.386438;30.0;30.0;2728.386438;21.0;1508.0;
;;;;;;2728.490003;30.0;30.0;2728.490003;41.0;1508.0;
;;;;;;2728.593499;30.0;30.0;2728.593499;41.0;1508.0;
;;;;;;2728.697179;31.0;30.0;2728.697179;41.0;1508.0;
;;;;;;2728.800792;31.0;30.0;2728.800792;78.0;1508.0;
;;;;;;2728.904515;33.0;30.0;2728.904515;96.0;1508.0;
;;;;;;2729.008216;33.0;30.0;2729.008216;147.0;1508.0;
;;;;;;2729.111848;34.0;30.0;2729.111848;164.0;1508.0;
;;;;;;2729.215459;35.0;30.0;2729.215459;199.0;1508.0;
;;;;;;2729.319051;35.0;30.0;2729.319051;237.0;1508.0;
;;;;;;2729.422579;35.0;30.0;2729.422579;273.0;1508.0;
;;;;;;2729.526133;35.0;30.0;2729.526133;305.0;1508.0;
;;;;;;2729.629638;35.0;30.0;2729.629638;327.0;1508.0;
;;;;;;2729.733153;36.0;30.0;2729.733153;331.0;1508.0;
;;;;;;2729.83666;36.0;30.0;2729.83666;361.0;1508.0;
;;;;;;2729.940142;36.0;30.0;2729.940142;391.0;1508.0;
;;;;;;2730.043703;36.0;30.0;2730.043703;420.0;1508.0;
;;;;;;2730.147385;36.0;30.0;2730.147385;447.0;1508.0;
;;;;;;2730.250968;36.0;30.0;2730.250968;480.0;1508.0;
;;;;;;2730.354658;36.0;30.0;2730.354658;509.0;1508.0;
;;;;;;2730.458304;36.0;30.0;2730.458304;539.0;1508.0;
;;;;;;2730.561843;36.0;30.0;2730.561843;570.0;1508.0;
;;;;;;2730.665408;37.0;30.0;2730.665408;598.0;1508.0;
;;;;;;2730.768962;38.0;30.0;2730.768962;609.0;1508.0;
;;;;;;2730.87251;38.0;30.0;2730.87251;639.0;1508.0;
;;;;;;2730.97602;38.0;30.0;2730.97602;682.0;1508.0;
;;;;;;2731.079588;38.0;30.0;2731.079588;726.0;1508.0;
;;;;;;2731.18314;38.0;30.0;2731.18314;765.0;1508.0;
;;;;;;2731.286725;38.0;30.0;2731.286725;782.0;1508.0;
;;;;;;2731.39032;38.0;30.0;2731.39032;817.0;1508.0;
;;;;;;2731.493905;38.0;30.0;2731.493905;850.0;1508.0;
;;;;;;1685930851.5975;38.0;30.0;1685930851.5975;877.0;1508.0;
;;;;;;2731.709539;38.0;30.0;2731.709539;926.0;1508.0;
;;;;;;2731.813106;38.0;30.0;2731.813106;978.0;1508.0;
;;;;;;2731.91669;38.0;30.0;2731.91669;1018.0;1508.0;
;;;;;;2732.020289;38.0;30.0;2732.020289;1056.0;1508.0;
;;;;;;2732.123874;38.0;30.0;2732.123874;1094.0;1508.0;
;;;;;;2732.22752;38.0;30.0;2732.22752;1130.0;1508.0;
;;;;;;2732.331111;38.0;30.0;2732.331111;1180.0;1508.0;
;;;;;;2732.434721;42.0;30.0;2732.434721;1214.0;1508.0;
;;;;;;2732.538298;50.0;30.0;2732.538298;1231.0;1508.0;
;;;;;;2732.641999;50.0;30.0;2732.641999;1269.0;1508.0;
;;;;;;2732.745772;50.0;30.0;2732.745772;1306.0;1508.0;
;;;;;;2732.84938;50.0;30.0;2732.84938;1346.0;1508.0;
;;;;;;2732.952948;50.0;30.0;2732.952948;1372.0;1508.0;
;;;;;;2733.056523;50.0;30.0;2733.056523;1395.0;1508.0;
;;;;;;2733.160102;50.0;30.0;2733.160102;1419.0;1508.0;
;;;;;;2733.263683;50.0;30.0;2733.263683;1455.0;1508.0;
;;;;;;2733.367504;50.0;30.0;2733.367504;1500.0;1508.0;
;;;;;;2733.47113;50.0;30.0;2733.47113;1508.0;1508.0;
;;;;;;2733.574719;52.0;30.0;2733.574719;1508.0;1508.0;
;;;;;;2733.678396;52.0;30.0;2733.678396;1508.0;1508.0;
;;;;;;2733.781983;52.0;30.0;2733.781983;1508.0;1508.0;
;;;;;;2733.885607;52.0;30.0;2733.885607;1508.0;1508.0;
;;;;;;2733.989321;52.0;30.0;2733.989321;1508.0;1508.0;
;;;;;;2734.092972;52.0;30.0;2734.092972;1508.0;1508.0;
;;;;;;2734.196599;52.0;30.0;2734.196599;1508.0;1508.0;
;;;;;;2734.300152;52.0;30.0;2734.300152;1508.0;1508.0;
;;;;;;2734.403695;52.0;30.0;2734.403695;1508.0;1508.0;
;;;;;;2734.507199;52.0;30.0;2734.507199;1508.0;1508.0;
;;;;;;2734.610818;52.0;30.0;2734.610818;1508.0;1508.0;
;;;;;;2734.714408;52.0;30.0;2734.714408;1508.0;1508.0;
;;;;;;2734.817938;52.0;30.0;2734.817938;1508.0;1508.0;
;;;;;;2734.921556;52.0;30.0;2734.921556;1508.0;1508.0;
;;;;;;2735.025273;52.0;30.0;2735.025273;1508.0;1508.0;
;;;;;;2735.128905;52.0;30.0;2735.128905;1508.0;1508.0;
;;;;;;2735.232473;52.0;30.0;2735.232473;1508.0;1508.0;
;;;;;;2735.336131;52.0;30.0;2735.336131;1508.0;1508.0;
;;;;;;2735.439694;52.0;30.0;2735.439694;1508.0;1508.0;
;;;;;;2735.543286;56.0;30.0;2735.543286;1508.0;1508.0;
;;;;;;2735.646874;66.0;30.0;2735.646874;1508.0;1508.0;
;;;;;;2735.750513;76.0;30.0;2735.750513;1508.0;1508.0;
;;;;;;2735.854084;76.0;30.0;2735.854084;1508.0;1508.0;
;;;;;;2735.957681;76.0;30.0;2735.957681;1508.0;1508.0;
;;;;;;2736.061229;76.0;30.0;2736.061229;1508.0;1508.0;
;;;;;;2736.164805;76.0;30.0;2736.164805;1508.0;1508.0;
;;;;;;2736.268406;76.0;30.0;2736.268406;1508.0;1508.0;
;;;;;;2736.371988;76.0;30.0;2736.371988;1508.0;1508.0;
;;;;;;2736.475621;76.0;30.0;2736.475621;1508.0;1508.0;
;;;;;;2736.579192;76.0;30.0;2736.579192;1508.0;1508.0;
;;;;;;2736.683256;76.0;30.0;2736.683256;1508.0;1508.0;
;;;;;;2736.793121;76.0;30.0;2736.793121;1508.0;1508.0;
;;;;;;2736.89693;76.0;30.0;2736.89693;1508.0;1508.0;
