('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 45354, '192.168.70.129', 10000);('12.1.1.151', 44776, '192.168.70.129', 10001);('12.1.1.151', 44776, '192.168.70.129', 10001);('12.1.1.151', 44776, '192.168.70.129', 10001);total;total;total;
1685939248.449698;1;38;1685939248.449698;1;34;1685939248.449698;8;88;
1685939248.649698;0;32;1685939248.649698;0;41;1685939248.649698;0;73;
1685939248.849698;0;22;1685939248.849698;0;42;1685939248.849698;0;64;
1685939249.049698;0;33;1685939249.049698;0;111;1685939249.049698;0;144;
1685939249.2496982;0;34;1685939249.2496982;0;112;1685939249.2496982;0;146;
1685939249.4496982;0;1;1685939249.4496982;0;151;1685939249.4496982;0;152;
1685939249.6496983;0;1;1685939249.6496983;0;92;1685939249.6496983;0;93;
1685939249.8496983;0;33;1685939249.8496983;0;27;1685939249.8496983;0;60;
1685939250.0496984;0;0;1685939250.0496984;0;116;1685939250.0496984;0;116;
1685939250.2496984;0;2;1685939250.2496984;0;160;1685939250.2496984;0;162;
1685939250.4496984;0;0;1685939250.4496984;0;122;1685939250.4496984;0;122;
1685939250.6496985;0;0;1685939250.6496985;0;116;1685939250.6496985;0;116;
1685939250.8496985;0;19;1685939250.8496985;0;86;1685939250.8496985;0;105;
1685939251.0496986;0;16;1685939251.0496986;0;117;1685939251.0496986;0;133;
1685939251.2496986;0;0;1685939251.2496986;0;159;1685939251.2496986;0;159;
1685939251.4496987;0;2;1685939251.4496987;0;115;1685939251.4496987;0;117;
1685939251.6496987;0;0;1685939251.6496987;0;141;1685939251.6496987;0;141;
1685939251.8496988;0;0;1685939251.8496988;0;158;1685939251.8496988;0;158;
1685939252.0496988;0;0;1685939252.0496988;0;149;1685939252.0496988;0;149;
1685939252.2496989;0;0;1685939252.2496989;0;151;1685939252.2496989;0;151;
1685939252.449699;0;0;1685939252.449699;0;137;1685939252.449699;0;137;
1685939252.649699;0;48;1685939252.649699;0;59;1685939252.649699;0;107;
1685939252.849699;0;0;1685939252.849699;0;140;1685939252.849699;0;140;
1685939253.049699;0;0;1685939253.049699;0;191;1685939253.049699;0;191;
1685939253.249699;0;0;1685939253.249699;0;88;1685939253.249699;0;88;
1685939253.4496992;0;0;1685939253.4496992;0;162;1685939253.4496992;0;162;
1685939253.6496992;0;4;1685939253.6496992;0;95;1685939253.6496992;0;99;
1685939253.8496993;0;0;1685939253.8496993;0;83;1685939253.8496993;0;83;
1685939254.0496993;0;0;1685939254.0496993;0;82;1685939254.0496993;0;82;
1685939254.2496994;0;0;1685939254.2496994;0;26;1685939254.2496994;0;26;
1685939254.4496994;0;0;1685939254.4496994;0;0;1685939254.4496994;0;0;
1685939254.6496994;0;0;1685939254.6496994;0;221;1685939254.6496994;0;221;
1685939254.8496995;0;0;1685939254.8496995;0;66;1685939254.8496995;0;66;
1685939255.0496995;0;0;1685939255.0496995;0;82;1685939255.0496995;0;82;
1685939255.2496996;0;0;1685939255.2496996;0;94;1685939255.2496996;0;94;
1685939255.4496996;0;0;1685939255.4496996;0;70;1685939255.4496996;0;70;
1685939255.6496997;0;11;1685939255.6496997;0;67;1685939255.6496997;0;78;
1685939255.8496997;0;57;1685939255.8496997;0;39;1685939255.8496997;0;96;
1685939256.0496998;0;4;1685939256.0496998;0;65;1685939256.0496998;0;69;
1685939256.2496998;0;0;1685939256.2496998;0;86;1685939256.2496998;0;86;
1685939256.4496999;0;0;1685939256.4496999;0;57;1685939256.4496999;0;57;
1685939256.6497;0;0;1685939256.6497;0;59;1685939256.6497;0;59;
1685939256.8497;0;0;1685939256.8497;0;0;1685939256.8497;0;0;
1685939257.0497;0;0;1685939257.0497;0;200;1685939257.0497;0;200;
1685939257.2497;0;0;1685939257.2497;0;98;1685939257.2497;0;98;
1685939257.4497;0;0;1685939257.4497;0;92;1685939257.4497;0;92;
1685939257.6497002;0;6;1685939257.6497002;0;86;1685939257.6497002;0;92;
1685939257.8497002;0;0;1685939257.8497002;0;80;1685939257.8497002;0;80;
1685939258.0497003;0;0;1685939258.0497003;0;90;1685939258.0497003;0;90;
1685939258.2497003;0;0;1685939258.2497003;0;90;1685939258.2497003;0;90;
