('192.168.70.129', 59188, '12.1.1.154', 10001);('192.168.70.129', 59188, '12.1.1.154', 10001);('192.168.70.129', 59188, '12.1.1.154', 10001);('192.168.70.129', 55598, '12.1.1.154', 10000);('192.168.70.129', 55598, '12.1.1.154', 10000);('192.168.70.129', 55598, '12.1.1.154', 10000);total;total;total;
1685945248.153776;1;28;1685945248.153776;1;19;1685945248.153776;8;63;
1685945248.353776;0;46;1685945248.353776;0;29;1685945248.353776;0;75;
1685945248.553776;0;71;1685945248.553776;0;21;1685945248.553776;0;92;
1685945248.753776;0;134;1685945248.753776;0;5;1685945248.753776;0;139;
1685945248.9537761;0;114;1685945248.9537761;0;16;1685945248.9537761;0;130;
1685945249.1537762;0;175;1685945249.1537762;0;2;1685945249.1537762;0;177;
1685945249.3537762;0;132;1685945249.3537762;0;17;1685945249.3537762;0;149;
1685945249.5537763;0;118;1685945249.5537763;0;0;1685945249.5537763;0;118;
1685945249.7537763;0;141;1685945249.7537763;0;0;1685945249.7537763;0;141;
1685945249.9537764;0;211;1685945249.9537764;0;6;1685945249.9537764;0;217;
1685945250.1537764;0;113;1685945250.1537764;0;16;1685945250.1537764;0;129;
1685945250.3537765;0;127;1685945250.3537765;0;0;1685945250.3537765;0;127;
1685945250.5537765;0;155;1685945250.5537765;0;0;1685945250.5537765;0;155;
1685945250.7537766;0;169;1685945250.7537766;0;0;1685945250.7537766;0;169;
1685945250.9537766;0;0;1685945250.9537766;0;0;1685945250.9537766;0;0;
1685945251.1537766;0;0;1685945251.1537766;0;0;1685945251.1537766;0;0;
1685945251.3537767;0;398;1685945251.3537767;0;1;1685945251.3537767;0;399;
1685945251.5537767;0;0;1685945251.5537767;0;15;1685945251.5537767;0;15;
1685945251.7537768;0;0;1685945251.7537768;0;7;1685945251.7537768;0;7;
1685945251.9537768;0;0;1685945251.9537768;0;0;1685945251.9537768;0;0;
1685945252.153777;0;0;1685945252.153777;0;0;1685945252.153777;0;0;
1685945252.353777;0;297;1685945252.353777;0;0;1685945252.353777;0;297;
1685945252.553777;0;0;1685945252.553777;0;0;1685945252.553777;0;0;
1685945252.753777;0;0;1685945252.753777;0;0;1685945252.753777;0;0;
1685945252.953777;0;0;1685945252.953777;0;2;1685945252.953777;0;2;
1685945253.1537771;0;272;1685945253.1537771;0;0;1685945253.1537771;0;272;
1685945253.3537772;0;0;1685945253.3537772;0;0;1685945253.3537772;0;0;
1685945253.5537772;27;55;1685945253.5537772;0;11;1685945253.5537772;27;66;
1685945253.7537773;75;155;1685945253.7537773;0;20;1685945253.7537773;75;175;
1685945253.9537773;0;0;1685945253.9537773;0;0;1685945253.9537773;0;0;
1685945254.1537774;0;0;1685945254.1537774;0;0;1685945254.1537774;0;0;
1685945254.3537774;27;86;1685945254.3537774;0;4;1685945254.3537774;27;90;
