1685930848.0,-57
1685930849.0,-57
1685930850.0,-57
1685930851.0,-53
1685930852.0,-50
1685930853.0,-50
1685930854.0,-57
1685930855.0,-50
1685930856.0,-50
1685930857.0,-58
1685930858.0,-50
1685930859.0,-50
1685930860.0,-51
1685930861.0,-52
1685930862.0,-53
1685930863.0,-54
1685930864.0,-54
1685930865.0,-55
1685930866.0,-57
1685930867.0,-56
1685930868.0,-56
1685930869.0,-57
1685930870.0,-57
1685930871.0,-57
1685930872.0,-56
1685930873.0,-61
1685930874.0,-56
1685930875.0,-55
1685930876.0,-55
1685930877.0,-55
1685930878.0,-55
1685930879.0,-55
1685930880.0,-55
1685930881.0,-55
1685930882.0,-55
1685930883.0,-55
1685930884.0,-63
1685930885.0,-56
1685930886.0,-55
1685930887.0,-55
1685930888.0,-55
1685930889.0,-54
1685930890.0,-53
1685930891.0,-53
1685930892.0,-52
1685930893.0,-52
1685930894.0,-52
1685930895.0,-52
1685930896.0,-52
1685930897.0,-60
1685930898.0,-51
1685930899.0,-51
1685930900.0,-51
1685930901.0,-51
1685930902.0,-51
1685930903.0,-53
1685930904.0,-53
1685930905.0,-53
1685930906.0,-53
1685930907.0,-54
1685930908.0,-54
1685930909.0,-54
1685930910.0,-53
1685930911.0,-53
1685930912.0,-52
1685930913.0,-52
1685930914.0,-52
1685930915.0,-53
1685930916.0,-53
1685930917.0,-53
1685930918.0,-52
1685930919.0,-52
1685930920.0,-51
1685930921.0,-51
1685930922.0,-51
1685930923.0,-51
1685930924.0,-50
1685930925.0,-50
1685930926.0,-50
1685930927.0,-50
1685930928.0,-50
1685930929.0,-50
1685930930.0,-51
1685930931.0,-50
1685930932.0,-50
1685930933.0,-50
1685930934.0,-50
1685930935.0,-50
1685930936.0,-50
1685930937.0,-54
1685930938.0,-50
1685930939.0,-50
1685930940.0,-72
1685930941.0,-51
1685930942.0,-51
1685930943.0,-51
1685930944.0,-51
1685930945.0,-51
1685930946.0,-50
1685930947.0,-50
1685930948.0,-51
1685930949.0,-51
