timestamp,rsrp,bler,mcs
0.0,-61,0.00256,28
1.0,-62,0.32675,19
2.0,-50,0.11393,12
3.0,-50,0.03973,15
4.0,-50,0.03062,25
5.0,-50,0.10355,22
6.0,-51,0.0565,25
7.0,-56,0.13584,24
8.0,-51,0.10198,24
9.0,-60,0.09082,24
10.0,-50,0.1325,24
11.0,-51,0.05156,24
12.0,-64,0.11172,25
13.0,-52,0.05473,25
14.0,-53,0.06133,25
15.0,-54,0.07416,25
16.0,-54,0.05488,25
17.0,-53,0.08005,25
18.0,-62,0.08465,25
19.0,-52,0.07812,25
20.0,-52,0.07769,25
21.0,-62,0.08795,25
22.0,-52,0.06584,25
23.0,-61,0.13284,26
24.0,-51,0.09991,25
25.0,-51,0.09061,25
26.0,-51,0.06657,25
27.0,-60,0.07296,25
28.0,-52,0.06354,25
29.0,-52,0.16119,23
30.0,-52,0.0562,23
31.0,-56,0.13529,25
32.0,-52,0.06517,25
33.0,-69,0.07309,25
34.0,-51,0.05814,25
35.0,-65,0.0615,25
36.0,-53,0.15565,25
37.0,-53,0.10166,25
38.0,-53,0.09156,25
39.0,-58,0.11609,25
40.0,-54,0.09817,25
41.0,-58,0.09204,25
42.0,-65,0.05561,25
43.0,-56,0.05307,25
44.0,-61,0.0654,25
45.0,-60,0.05926,25
46.0,-64,0.07729,25
47.0,-72,0.08389,25
48.0,-57,0.08911,25
49.0,-56,0.07414,25
50.0,-56,0.09052,25
51.0,-56,0.08969,25
52.0,-56,0.09598,25
53.0,-58,0.14029,24
54.0,-56,0.08319,23
55.0,-62,0.08248,24
56.0,-55,0.14774,23
57.0,-55,0.08291,23
58.0,-55,0.04773,24
59.0,-55,0.10436,22
60.0,-55,0.04993,24
61.0,-55,0.09303,23
62.0,-55,0.05758,24
63.0,-54,0.15286,23
64.0,-54,0.06753,22
65.0,-54,0.14064,24
66.0,-54,0.08616,23
67.0,-54,0.04766,24
68.0,-56,0.1384,23
69.0,-53,0.08119,23
70.0,-53,0.09717,23
71.0,-52,0.06475,23
72.0,-58,0.14109,24
73.0,-52,0.08018,22
74.0,-61,0.10879,24
75.0,-52,0.09504,22
76.0,-52,0.08751,22
77.0,-52,0.13972,22
78.0,-52,0.1365,22
79.0,-51,0.13652,21
80.0,-52,0.13199,20
81.0,-52,0.08865,20
82.0,-52,0.05784,22
83.0,-52,0.11917,22
84.0,-52,0.15593,21
85.0,-52,0.07014,21
86.0,-52,0.05986,23
87.0,-53,0.09118,23
88.0,-53,0.08798,23
89.0,-52,0.06319,23
90.0,-52,0.1419,23
91.0,-53,0.15122,21
92.0,-54,0.07356,21
93.0,-54,0.07477,22
94.0,-54,0.07912,22
95.0,-54,0.046,24
96.0,-54,0.12471,23
97.0,-54,0.07198,23
98.0,-55,0.05962,24
99.0,-55,0.11684,23
100.0,-55,0.13609,22
