('12.1.1.151', 46984, '192.168.70.129', 10000);('12.1.1.151', 46984, '192.168.70.129', 10000);('12.1.1.151', 46984, '192.168.70.129', 10000);
0.0;10.0;0;
0.0033838748931884766;10.0;0;
0.006787776947021484;10.0;0;
0.013544797897338867;10.0;0;
0.01689887046813965;10.0;0;
0.02025580406188965;10.0;0;
0.027219772338867188;10.0;0;
0.030633926391601562;10.0;0;
0.0340268611907959;10.0;0;
0.04076695442199707;10.0;0;
0.04415297508239746;10.0;0;
0.047528982162475586;10.0;0;
0.05092883110046387;10.0;0;
0.054303884506225586;10.0;0;
0.06109786033630371;12.0;0;
0.06444382667541504;14.0;0;
0.06784892082214355;14.0;0;
0.07122993469238281;14.0;0;
0.07459378242492676;16.0;0;
0.0779869556427002;18.0;0;
0.09207987785339355;20.0;0;
0.09543395042419434;22.0;0;
0.09879398345947266;24.0;0;
0.10217785835266113;24.0;0;
0.10557985305786133;24.0;0;
0.11276888847351074;27.0;0;
0.11615395545959473;28.0;0;
0.12000584602355957;28.0;0;
0.1235799789428711;28.0;0;
0.12747478485107422;30.0;0;
0.13089394569396973;30.0;0;
0.13426899909973145;32.0;0;
0.13762688636779785;34.0;0;
0.14156389236450195;34.0;0;
0.14490079879760742;34.0;0;
0.14833688735961914;35.0;0;
0.1522049903869629;37.0;0;
0.15571379661560059;38.0;0;
0.15941786766052246;38.0;0;
0.16287493705749512;38.0;0;
0.16676092147827148;39.0;0;
0.17016291618347168;40.0;0;
0.1740589141845703;42.0;0;
0.17754483222961426;44.0;0;
0.18114686012268066;44.0;0;
0.18895387649536133;45.0;0;
0.1924598217010498;47.0;0;
0.196058988571167;49.0;0;
0.19942593574523926;49.0;0;
0.20313286781311035;49.0;0;
0.20706892013549805;49.0;0;
0.21501898765563965;52.0;0;
0.21890783309936523;54.0;0;
0.2225959300994873;54.0;0;
0.2262427806854248;54.0;0;
0.23012399673461914;55.0;0;
0.2339189052581787;59.0;0;
0.237595796585083;59.0;0;
0.24109983444213867;59.0;0;
0.248945951461792;60.0;0;
0.25267481803894043;62.0;0;
0.2567739486694336;63.0;0;
0.2607598304748535;64.0;0;
0.26422691345214844;64.0;0;
0.267697811126709;65.0;0;
0.27118778228759766;65.0;0;
0.27512598037719727;68.0;0;
0.27872681617736816;68.0;0;
0.2829399108886719;68.0;0;
0.28636693954467773;69.0;0;
0.28975582122802734;70.0;0;
0.29312586784362793;72.0;0;
0.29659485816955566;72.0;0;
0.29996681213378906;72.0;0;
0.3067648410797119;72.0;0;
0.3101389408111572;72.0;0;
0.3135077953338623;72.0;0;
0.3168349266052246;72.0;0;
0.32361888885498047;72.0;0;
0.326995849609375;72.0;0;
0.33368897438049316;72.0;0;
0.33707499504089355;72.0;0;
0.34383392333984375;72.0;0;
0.3471949100494385;73.0;0;
0.35392284393310547;73.0;0;
0.3572709560394287;73.0;0;
0.3606288433074951;73.0;0;
0.36739087104797363;73.0;0;
0.37073397636413574;73.0;0;
0.37408876419067383;73.0;0;
0.37746095657348633;73.0;0;
0.38100385665893555;73.0;0;
0.38445091247558594;73.0;0;
0.38791680335998535;76.0;0;
0.39466285705566406;76.0;0;
0.39806079864501953;76.0;0;
0.40145277976989746;76.0;0;
0.4048728942871094;76.0;0;
0.40833497047424316;76.0;0;
0.41171979904174805;76.0;0;
0.4151039123535156;78.0;0;
0.4184877872467041;78.0;0;
0.421860933303833;78.0;0;
0.42526888847351074;78.0;0;
0.42863988876342773;78.0;0;
0.4320039749145508;78.0;0;
0.4354228973388672;80.0;0;
0.43880581855773926;80.0;0;
0.44219088554382324;80.0;0;
0.44559788703918457;80.0;0;
0.4489729404449463;80.0;0;
0.45233583450317383;80.0;0;
0.4557228088378906;82.0;0;
0.45909786224365234;84.0;0;
0.4624669551849365;84.0;0;
0.46582889556884766;84.0;0;
0.46919894218444824;84.0;0;
0.47257280349731445;84.0;0;
0.4759359359741211;84.0;0;
0.47930097579956055;84.0;0;
0.4826779365539551;84.0;0;
0.4860239028930664;84.0;0;
0.48936891555786133;83.0;43.0;
0.49269700050354004;81.0;43.0;
0.49607086181640625;81.0;43.0;
0.5028159618377686;80.0;43.0;
0.5062229633331299;80.0;43.0;
0.5095758438110352;80.0;43.0;
0.5129377841949463;79.0;43.0;
0.5163009166717529;79.0;43.0;
0.519650936126709;78.0;43.0;
0.5230059623718262;78.0;43.0;
0.5263559818267822;78.0;43.0;
0.529714822769165;77.0;43.0;
0.5330839157104492;76.0;43.0;
0.536430835723877;76.0;43.0;
0.5398049354553223;76.0;43.0;
0.5431947708129883;76.0;43.0;
0.5465669631958008;76.0;43.0;
0.5499458312988281;75.0;43.0;
0.553290843963623;74.0;43.0;
0.5402507781982422;74.0;43.0;
0.5599827766418457;74.0;43.0;
0.5633587837219238;74.0;43.0;
0.5667150020599365;74.0;43.0;
0.570065975189209;74.0;43.0;
0.5734329223632812;74.0;43.0;
0.5422649383544922;74.0;43.0;
0.5800869464874268;74.0;43.0;
0.5834379196166992;74.0;43.0;
0.586810827255249;74.0;43.0;
0.5902068614959717;74.0;43.0;
0.5935688018798828;74.0;43.0;
0.5969288349151611;74.0;43.0;
0.600275993347168;74.0;43.0;
0.5390839576721191;74.0;43.0;
0.6069779396057129;74.0;43.0;
0.6103498935699463;74.0;43.0;
0.6136949062347412;72.0;43.0;
0.6170539855957031;68.0;43.0;
0.6204469203948975;68.0;43.0;
0.6239149570465088;67.0;43.0;
0.6272628307342529;66.0;43.0;
0.6306099891662598;66.0;43.0;
0.633976936340332;66.0;43.0;
0.6373229026794434;66.0;43.0;
0.6406688690185547;66.0;43.0;
0.6440258026123047;65.0;43.0;
0.6473808288574219;64.0;43.0;
0.6507568359375;64.0;43.0;
0.6541199684143066;64.0;43.0;
0.6574959754943848;63.0;43.0;
0.6608607769012451;62.0;43.0;
0.5510139465332031;61.0;43.0;
0.6676099300384521;60.0;43.0;
0.6709699630737305;60.0;43.0;
0.6743278503417969;60.0;43.0;
0.6781549453735352;60.0;43.0;
0.6815149784088135;60.0;43.0;
0.6848459243774414;58.0;43.0;
0.6882238388061523;58.0;43.0;
0.5537488460540771;58.0;43.0;
0.6949739456176758;58.0;43.0;
0.6983327865600586;57.0;43.0;
0.7017168998718262;56.0;43.0;
0.7050888538360596;55.0;43.0;
0.7084407806396484;54.0;43.0;
0.7118649482727051;54.0;43.0;
0.7152187824249268;54.0;43.0;
0.7185847759246826;54.0;43.0;
0.7219758033752441;53.0;43.0;
0.7253289222717285;53.0;43.0;
0.728665828704834;53.0;43.0;
0.732017993927002;51.0;43.0;
0.7353858947753906;51.0;43.0;
0.7387449741363525;49.0;43.0;
0.7421159744262695;49.0;43.0;
0.745499849319458;49.0;43.0;
0.7488338947296143;49.0;43.0;
0.7521989345550537;47.0;43.0;
0.7555568218231201;46.0;43.0;
0.7589309215545654;45.0;43.0;
0.762274980545044;45.0;43.0;
0.7656638622283936;44.0;43.0;
0.5615038871765137;44.0;43.0;
0.7725539207458496;44.0;43.0;
0.7759289741516113;44.0;43.0;
0.7792987823486328;45.0;43.0;
0.7826659679412842;45.0;43.0;
0.7860457897186279;45.0;43.0;
0.5635299682617188;45.0;43.0;
0.7927567958831787;45.0;43.0;
0.7961008548736572;45.0;43.0;
0.7994508743286133;45.0;43.0;
0.8028268814086914;45.0;43.0;
0.8061859607696533;45.0;43.0;
0.8095638751983643;45.0;43.0;
0.8129339218139648;45.0;43.0;
0.8163008689880371;45.0;43.0;
0.8196737766265869;45.0;43.0;
0.8233869075775146;45.0;43.0;
0.8268377780914307;45.0;43.0;
0.8302137851715088;45.0;43.0;
0.8335678577423096;45.0;43.0;
0.8369348049163818;45.0;43.0;
0.840277910232544;45.0;43.0;
0.8436379432678223;45.0;43.0;
0.8470039367675781;45.0;43.0;
0.8503878116607666;45.0;43.0;
0.853773832321167;45.0;43.0;
0.857536792755127;45.0;43.0;
0.8610708713531494;45.0;43.0;
0.864447832107544;45.0;43.0;
0.867804765701294;45.0;43.0;
0.8711709976196289;45.0;43.0;
0.8745169639587402;45.0;43.0;
0.8778808116912842;45.0;43.0;
0.8812379837036133;45.0;43.0;
0.5730438232421875;45.0;43.0;
0.8878898620605469;45.0;43.0;
0.8912339210510254;45.0;43.0;
0.8945930004119873;46.0;43.0;
0.8979427814483643;46.0;43.0;
0.9012467861175537;46.0;43.0;
0.9045708179473877;46.0;43.0;
0.907930850982666;46.0;43.0;
0.9112529754638672;46.0;43.0;
0.9146499633789062;46.0;43.0;
0.9180128574371338;46.0;43.0;
0.5767228603363037;46.0;43.0;
0.924656867980957;46.0;43.0;
0.9280078411102295;46.0;43.0;
0.5777289867401123;46.0;43.0;
0.9347538948059082;46.0;43.0;
0.9380879402160645;46.0;43.0;
0.9414198398590088;46.0;43.0;
0.9447448253631592;46.0;43.0;
0.9481279850006104;46.0;43.0;
0.9515559673309326;46.0;43.0;
0.9556708335876465;46.0;43.0;
0.9597699642181396;46.0;43.0;
0.9638309478759766;46.0;43.0;
0.967249870300293;46.0;43.0;
0.971282958984375;46.0;43.0;
0.9753458499908447;46.0;43.0;
0.9786949157714844;46.0;43.0;
0.9825928211212158;46.0;43.0;
0.9859459400177002;46.0;43.0;
0.9892938137054443;46.0;43.0;
0.9927878379821777;46.0;43.0;
0.5842008590698242;46.0;43.0;
0.9994609355926514;46.0;43.0;
1.002814769744873;46.0;43.0;
1.0061709880828857;46.0;43.0;
1.009530782699585;46.0;43.0;
1.0128469467163086;47.0;43.0;
1.0161759853363037;47.0;43.0;
1.0195059776306152;47.0;43.0;
1.0228629112243652;47.0;43.0;
0.587209939956665;47.0;43.0;
0.587547779083252;47.0;43.0;
1.032970905303955;47.0;43.0;
1.03631591796875;47.0;43.0;
1.0397047996520996;47.0;43.0;
1.043097972869873;47.0;43.0;
1.0464448928833008;47.0;43.0;
1.0498228073120117;47.0;43.0;
1.0532069206237793;47.0;43.0;
1.056548833847046;47.0;43.0;
1.0599138736724854;47.0;43.0;
1.0632989406585693;47.0;43.0;
1.0666568279266357;47.0;43.0;
1.0699949264526367;47.0;43.0;
1.073319911956787;47.0;43.0;
1.0766329765319824;47.0;43.0;
1.0799529552459717;47.0;43.0;
1.0832829475402832;47.0;43.0;
1.0866367816925049;47.0;43.0;
1.0899879932403564;47.0;43.0;
1.0933408737182617;47.0;43.0;
1.096707820892334;47.0;43.0;
1.1000339984893799;47.0;43.0;
1.1033577919006348;47.0;43.0;
1.1067159175872803;47.0;43.0;
1.1100678443908691;47.0;43.0;
1.1133790016174316;47.0;43.0;
1.1167027950286865;47.0;43.0;
1.1200339794158936;47.0;43.0;
1.1233668327331543;47.0;43.0;
0.5972599983215332;47.0;43.0;
1.130053997039795;47.0;43.0;
1.1334989070892334;47.0;43.0;
1.1369678974151611;47.0;43.0;
1.1403357982635498;47.0;43.0;
1.143725872039795;47.0;43.0;
1.1471188068389893;48.0;43.0;
0.599639892578125;48.0;43.0;
1.1538829803466797;48.0;43.0;
1.157228946685791;48.0;43.0;
1.1605868339538574;48.0;43.0;
1.1639609336853027;48.0;43.0;
1.1673328876495361;48.0;43.0;
1.1707329750061035;48.0;43.0;
1.1741077899932861;48.0;43.0;
0.5448229312896729;48.0;43.0;
1.1815707683563232;48.0;43.0;
1.1851937770843506;48.0;43.0;
1.1886098384857178;48.0;43.0;
1.1922829151153564;48.0;43.0;
0.6041698455810547;48.0;43.0;
1.1996068954467773;48.0;43.0;
1.2032408714294434;48.0;43.0;
1.2072088718414307;48.0;43.0;
1.2107529640197754;48.0;43.0;
1.2143139839172363;48.0;43.0;
1.217909812927246;48.0;43.0;
1.2215378284454346;48.0;43.0;
1.2250468730926514;48.0;43.0;
1.2284009456634521;48.0;43.0;
1.2317728996276855;48.0;43.0;
1.2351348400115967;48.0;43.0;
1.2384979724884033;48.0;43.0;
0.6087908744812012;48.0;43.0;
1.2454009056091309;48.0;43.0;
0.6094648838043213;48.0;43.0;
1.2521209716796875;48.0;43.0;
1.255478858947754;48.0;43.0;
1.258833885192871;48.0;43.0;
1.2621798515319824;48.0;43.0;
1.2655439376831055;48.0;43.0;
1.2688829898834229;48.0;43.0;
1.2722368240356445;48.0;43.0;
1.2755939960479736;48.0;43.0;
1.2789959907531738;48.0;43.0;
0.612825870513916;48.0;43.0;
1.2857179641723633;48.0;43.0;
0.613494873046875;48.0;43.0;
1.2924249172210693;48.0;43.0;
1.2957699298858643;48.0;43.0;
1.299102783203125;48.0;43.0;
1.302466869354248;48.0;43.0;
1.3058300018310547;49.0;43.0;
1.3091847896575928;49.0;43.0;
1.3125379085540771;49.0;43.0;
1.3159189224243164;49.0;43.0;
1.3192789554595947;49.0;43.0;
1.3226358890533447;49.0;43.0;
1.3259949684143066;49.0;43.0;
1.329352855682373;49.0;43.0;
1.3326928615570068;49.0;43.0;
1.3360297679901123;49.0;43.0;
1.3393959999084473;49.0;43.0;
0.618865966796875;49.0;43.0;
1.3461198806762695;49.0;43.0;
0.6195368766784668;49.0;43.0;
1.3527979850769043;49.0;43.0;
1.3561699390411377;49.0;43.0;
1.3595259189605713;49.0;43.0;
1.3628787994384766;49.0;43.0;
1.3662309646606445;49.0;43.0;
1.3695549964904785;49.0;43.0;
1.3728749752044678;49.0;43.0;
1.3762478828430176;49.0;43.0;
1.3796188831329346;49.0;43.0;
1.3829729557037354;49.0;43.0;
1.3863258361816406;49.0;43.0;
0.6235558986663818;49.0;43.0;
1.3930048942565918;49.0;43.0;
1.3963258266448975;49.0;43.0;
1.399657964706421;49.0;43.0;
1.4029908180236816;49.0;43.0;
1.406390905380249;49.0;43.0;
1.4098329544067383;49.0;43.0;
1.4132328033447266;49.0;43.0;
1.4166128635406494;49.0;43.0;
1.41998291015625;49.0;43.0;
1.4233357906341553;49.0;43.0;
1.4266808032989502;49.0;43.0;
1.4300267696380615;49.0;43.0;
0.6279277801513672;49.0;43.0;
1.4367258548736572;49.0;43.0;
1.4400508403778076;49.0;43.0;
1.4433979988098145;49.0;43.0;
1.4467439651489258;49.0;43.0;
1.450105905532837;49.0;43.0;
0.6299338340759277;49.0;43.0;
1.4567749500274658;49.0;43.0;
1.460113763809204;49.0;43.0;
1.463453769683838;49.0;43.0;
1.4668378829956055;49.0;43.0;
1.470188856124878;49.0;43.0;
1.4735629558563232;49.0;43.0;
1.4768908023834229;50.0;43.0;
1.480252981185913;50.0;43.0;
1.4836459159851074;50.0;43.0;
1.4870128631591797;50.0;43.0;
1.4903428554534912;50.0;43.0;
1.4936997890472412;50.0;43.0;
1.4970438480377197;50.0;43.0;
1.500396966934204;50.0;43.0;
1.5037379264831543;50.0;43.0;
1.5071079730987549;50.0;43.0;
1.5104649066925049;50.0;43.0;
0.5481858253479004;50.0;43.0;
1.5171728134155273;50.0;43.0;
1.5205199718475342;50.0;43.0;
1.5238749980926514;50.0;43.0;
1.5272388458251953;50.0;43.0;
1.5305988788604736;50.0;43.0;
0.6379849910736084;50.0;43.0;
1.537294864654541;50.0;43.0;
1.5406389236450195;50.0;43.0;
1.543996810913086;50.0;43.0;
1.547348976135254;50.0;43.0;
1.5507078170776367;50.0;43.0;
1.5540659427642822;50.0;43.0;
