('12.1.1.151', 44822, '192.168.70.129', 10000);('12.1.1.151', 44822, '192.168.70.129', 10000);('12.1.1.151', 44822, '192.168.70.129', 10000);('12.1.1.151', 44244, '192.168.70.129', 10001);('12.1.1.151', 44244, '192.168.70.129', 10001);('12.1.1.151', 44244, '192.168.70.129', 10001);('12.1.1.151', 44826, '192.168.70.129', 10000);('12.1.1.151', 44826, '192.168.70.129', 10000);('12.1.1.151', 44826, '192.168.70.129', 10000);('12.1.1.151', 44248, '192.168.70.129', 10001);('12.1.1.151', 44248, '192.168.70.129', 10001);('12.1.1.151', 44248, '192.168.70.129', 10001);
;;;;;;231728.295699;10.0;1266.0;231728.295699;10.0;1266.0;
;;;;;;231728.39914;21.0;1266.0;231728.39914;20.0;1266.0;
;;;;;;231728.502677;29.0;29.0;231728.502677;28.0;1266.0;
;;;;;;231728.606312;30.0;29.0;231728.606312;41.0;1266.0;
;;;;;;231728.710024;30.0;29.0;231728.710024;44.0;1266.0;
;;;;;;231728.813615;31.0;29.0;231728.813615;78.0;1266.0;
;;;;;;231728.917271;32.0;29.0;231728.917271;89.0;1266.0;
;;;;;;231729.020928;32.0;29.0;231729.020928;126.0;1266.0;
;;;;;;231729.124494;32.0;29.0;231729.124494;162.0;1266.0;
;;;;;;231729.228106;34.0;29.0;231729.228106;183.0;1266.0;
;;;;;;231729.331673;34.0;29.0;231729.331673;221.0;1266.0;
;;;;;;231729.435254;34.0;29.0;231729.435254;258.0;1266.0;
;;;;;;231729.538854;34.0;29.0;231729.538854;290.0;1266.0;
;;;;;;231729.64239;34.0;29.0;231729.64239;316.0;1266.0;
;;;;;;231729.745893;35.0;29.0;231729.745893;324.0;1266.0;
;;;;;;231729.849408;35.0;29.0;231729.849408;346.0;1266.0;
;;;;;;231729.952947;35.0;29.0;231729.952947;376.0;1266.0;
;;;;;;231730.056477;35.0;29.0;231730.056477;405.0;1266.0;
;;;;;;231730.160127;35.0;29.0;231730.160127;434.0;1266.0;
;;;;;;231730.263694;35.0;29.0;231730.263694;466.0;1266.0;
;;;;;;231730.367241;35.0;29.0;231730.367241;496.0;1266.0;
;;;;;;231730.470818;35.0;29.0;231730.470818;526.0;1266.0;
;;;;;;231730.574483;35.0;29.0;231730.574483;556.0;1266.0;
;;;;;;231730.67798;35.0;29.0;231730.67798;586.0;1266.0;
;;;;;;231730.781579;35.0;29.0;231730.781579;614.0;1266.0;
;;;;;;231730.8851;35.0;29.0;231730.8851;646.0;1266.0;
;;;;;;231730.988858;37.0;29.0;231730.988858;657.0;1266.0;
;;;;;;231731.09262;37.0;29.0;231731.09262;693.0;1266.0;
;;;;;;231731.196158;37.0;29.0;231731.196158;735.0;1266.0;
;;;;;;231731.299707;37.0;29.0;231731.299707;783.0;1266.0;
;;;;;;231731.403708;37.0;29.0;231731.403708;828.0;1266.0;
;;;;;;231731.507831;37.0;29.0;231731.507831;862.0;1266.0;
;;;;;;231731.612851;37.0;29.0;231731.612851;898.0;1266.0;
;;;;;;231731.717166;37.0;29.0;231731.717166;922.0;1266.0;
;;;;;;231731.821938;37.0;29.0;231731.821938;957.0;1266.0;
;;;;;;231731.926012;37.0;29.0;231731.926012;989.0;1266.0;
;;;;;;231732.030296;37.0;29.0;231732.030296;1027.0;1266.0;
;;;;;;231732.134728;37.0;29.0;231732.134728;1077.0;1266.0;
;;;;;;231732.239251;37.0;29.0;231732.239251;1115.0;1266.0;
;;;;;;231732.350558;37.0;29.0;231732.350558;1151.0;1266.0;
;;;;;;231732.454716;37.0;29.0;231732.454716;1213.0;1266.0;
;;;;;;231732.558413;40.0;29.0;231732.558413;1249.0;1266.0;
;;;;;;231732.662028;42.0;29.0;231732.662028;1266.0;1266.0;
;;;;;;231732.765624;50.0;29.0;231732.765624;1266.0;1266.0;
;;;;;;231732.869251;50.0;29.0;231732.869251;1266.0;1266.0;
;;;;;;231732.972847;52.0;29.0;231732.972847;1266.0;1266.0;
;;;;;;231733.076444;52.0;29.0;231733.076444;1266.0;1266.0;
;;;;;;231733.180026;52.0;29.0;231733.180026;1266.0;1266.0;
;;;;;;231733.283642;52.0;29.0;231733.283642;1266.0;1266.0;
;;;;;;231733.387823;52.0;29.0;231733.387823;1266.0;1266.0;
;;;;;;231733.491431;52.0;29.0;231733.491431;1266.0;1266.0;
;;;;;;231733.595019;52.0;29.0;231733.595019;1266.0;1266.0;
;;;;;;231733.69867;52.0;29.0;231733.69867;1266.0;1266.0;
;;;;;;231733.802384;52.0;29.0;231733.802384;1266.0;1266.0;
;;;;;;231733.90599;52.0;29.0;231733.90599;1266.0;1266.0;
;;;;;;231734.009605;52.0;29.0;231734.009605;1266.0;1266.0;
;;;;;;231734.113162;52.0;29.0;231734.113162;1266.0;1266.0;
;;;;;;231734.216707;52.0;29.0;231734.216707;1266.0;1266.0;
;;;;;;231734.320275;52.0;29.0;231734.320275;1266.0;1266.0;
;;;;;;231734.423842;52.0;29.0;231734.423842;1266.0;1266.0;
;;;;;;231734.527424;52.0;29.0;231734.527424;1266.0;1266.0;
;;;;;;231734.631077;52.0;29.0;231734.631077;1266.0;1266.0;
;;;;;;231734.73469;52.0;29.0;231734.73469;1266.0;1266.0;
;;;;;;231734.838245;52.0;29.0;231734.838245;1266.0;1266.0;
;;;;;;231734.94185;52.0;29.0;231734.94185;1266.0;1266.0;
;;;;;;231735.045502;52.0;29.0;231735.045502;1266.0;1266.0;
;;;;;;231735.149101;52.0;29.0;231735.149101;1266.0;1266.0;
;;;;;;231735.252689;52.0;29.0;231735.252689;1266.0;1266.0;
;;;;;;231735.356311;52.0;29.0;231735.356311;1266.0;1266.0;
;;;;;;231735.459864;52.0;29.0;231735.459864;1266.0;1266.0;
;;;;;;231735.563477;52.0;29.0;231735.563477;1266.0;1266.0;
;;;;;;231735.667095;56.0;29.0;231735.667095;1266.0;1266.0;
;;;;;;231735.770678;56.0;29.0;231735.770678;1266.0;1266.0;
;;;;;;231735.874273;69.0;29.0;231735.874273;1267.0;1266.0;
;;;;;;231735.97787;74.0;29.0;231735.97787;1267.0;1266.0;
;;;;;;231736.081515;75.0;29.0;231736.081515;1267.0;1266.0;
;;;;;;231736.185104;78.0;29.0;231736.185104;1267.0;1266.0;
;;;;;;231736.288694;79.0;29.0;231736.288694;1267.0;1266.0;
;;;;;;231736.392427;79.0;29.0;231736.392427;1267.0;1266.0;
;;;;;;231736.496028;79.0;29.0;231736.496028;1267.0;1266.0;
;;;;;;231736.599735;79.0;29.0;231736.599735;1267.0;1266.0;
;;;;;;231736.703287;79.0;29.0;231736.703287;1267.0;1266.0;
;;;;;;231736.806857;79.0;29.0;231736.806857;1267.0;1266.0;
;;;;;;231736.91045;79.0;29.0;231736.91045;1267.0;1266.0;
;;;;;;231737.014154;79.0;29.0;231737.014154;1267.0;1266.0;
;;;;;;231737.117739;79.0;29.0;231737.117739;1267.0;1266.0;
;;;;;;231737.221487;79.0;29.0;231737.221487;1267.0;1266.0;
;;;;;;231737.325283;79.0;29.0;231737.325283;1267.0;1266.0;
;;;;;;231737.434047;79.0;29.0;231737.434047;1267.0;1266.0;
;;;;;;231737.537747;79.0;29.0;231737.537747;1267.0;1266.0;
;;;;;;231737.641325;79.0;29.0;231737.641325;1267.0;1266.0;
;;;;;;231737.744932;79.0;29.0;231737.744932;1267.0;1266.0;
;;;;;;231737.848595;79.0;29.0;231737.848595;1267.0;1266.0;
;;;;;;231737.952171;79.0;29.0;231737.952171;1267.0;1266.0;
;;;;;;231738.055797;79.0;29.0;231738.055797;1267.0;1266.0;
;;;;;;231738.15937;79.0;29.0;231738.15937;1267.0;1266.0;
;;;;;;231738.262937;79.0;29.0;231738.262937;1267.0;1266.0;
;;;;;;231738.3665;79.0;29.0;231738.3665;1267.0;1266.0;
;;;;;;231738.47009;79.0;29.0;231738.47009;1267.0;1266.0;
;;;;;;231738.57362;79.0;29.0;231738.57362;1267.0;1266.0;
;;;;;;231738.677353;79.0;29.0;231738.677353;1267.0;1266.0;
;;;;;;231738.781041;79.0;29.0;231738.781041;1267.0;1266.0;
;;;;;;231738.884651;79.0;29.0;231738.884651;1267.0;1266.0;
;;;;;;231738.988339;83.0;29.0;231738.988339;1267.0;1266.0;
;;;;;;231739.091908;83.0;29.0;231739.091908;1267.0;1266.0;
;;;;;;231739.195399;83.0;29.0;231739.195399;1268.0;1266.0;
;;;;;;231739.299013;105.0;29.0;231739.299013;1268.0;1266.0;
;;;;;;231739.402615;111.0;29.0;231739.402615;1268.0;1266.0;
;;;;;;231739.506209;112.0;29.0;231739.506209;1268.0;1266.0;
;;;;;;231739.609775;116.0;29.0;231739.609775;1268.0;1266.0;
;;;;;;231739.713326;118.0;29.0;231739.713326;1268.0;1266.0;
;;;;;;231739.81687;118.0;29.0;231739.81687;1268.0;1266.0;
;;;;;;231739.92055;118.0;29.0;231739.92055;1268.0;1266.0;
;;;;;;231740.024611;118.0;29.0;231740.024611;1268.0;1266.0;
;;;;;;231740.128386;118.0;29.0;231740.128386;1268.0;1266.0;
;;;;;;231740.232025;118.0;29.0;231740.232025;1268.0;1266.0;
;;;;;;231740.335624;118.0;29.0;231740.335624;1268.0;1266.0;
;;;;;;231740.43926;118.0;29.0;231740.43926;1268.0;1266.0;
;;;;;;231740.542886;118.0;29.0;231740.542886;1268.0;1266.0;
;;;;;;231740.646485;118.0;29.0;231740.646485;1268.0;1266.0;
;;;;;;231740.750062;118.0;29.0;231740.750062;1268.0;1266.0;
;;;;;;231740.853616;118.0;29.0;231740.853616;1268.0;1266.0;
;;;;;;231740.957219;118.0;29.0;231740.957219;1268.0;1266.0;
;;;;;;231741.060773;118.0;29.0;231741.060773;1268.0;1266.0;
;;;;;;231741.164304;118.0;29.0;231741.164304;1268.0;1266.0;
;;;;;;231741.267857;118.0;29.0;231741.267857;1268.0;1266.0;
;;;;;;231741.37154;118.0;29.0;231741.37154;1268.0;1266.0;
;;;;;;231741.475182;118.0;29.0;231741.475182;1268.0;1266.0;
;;;;;;231741.578788;118.0;29.0;231741.578788;1268.0;1266.0;
;;;;;;231741.682326;118.0;29.0;231741.682326;1268.0;1266.0;
;;;;;;231741.785874;118.0;29.0;231741.785874;1268.0;1266.0;
;;;;;;231741.88949;118.0;29.0;231741.88949;1268.0;1266.0;
;;;;;;231741.993292;118.0;29.0;231741.993292;1268.0;1266.0;
;;;;;;231742.096825;118.0;29.0;231742.096825;1268.0;1266.0;
;;;;;;231742.200329;118.0;29.0;231742.200329;1268.0;1266.0;
;;;;;;231742.303894;118.0;29.0;231742.303894;1268.0;1266.0;
;;;;;;231742.407455;120.0;29.0;231742.407455;1268.0;1266.0;
;;;;;;231742.517762;124.0;29.0;231742.517762;1268.0;1266.0;
;;;;;;231742.621356;124.0;29.0;231742.621356;1268.0;1266.0;
;;;;;;231742.724895;130.0;29.0;231742.724895;1269.0;1266.0;
;;;;;;231742.828418;151.0;29.0;231742.828418;1269.0;1266.0;
;;;;;;231742.932007;166.0;29.0;231742.932007;1269.0;1266.0;
;;;;;;231743.035596;168.0;29.0;231743.035596;1269.0;1266.0;
;;;;;;231743.139204;174.0;29.0;231743.139204;1269.0;1266.0;
;;;;;;231743.242756;177.0;29.0;231743.242756;1269.0;1266.0;
;;;;;;231743.346311;177.0;29.0;231743.346311;1269.0;1266.0;
;;;;;;231743.449861;177.0;29.0;231743.449861;1269.0;1266.0;
;;;;;;231743.553466;177.0;29.0;231743.553466;1269.0;1266.0;
;;;;;;231743.657172;177.0;29.0;231743.657172;1269.0;1266.0;
;;;;;;231743.760906;177.0;29.0;231743.760906;1269.0;1266.0;
;;;;;;231743.86451;177.0;29.0;231743.86451;1269.0;1266.0;
;;;;;;231743.96814;177.0;29.0;231743.96814;1269.0;1266.0;
;;;;;;231744.071721;177.0;29.0;231744.071721;1269.0;1266.0;
;;;;;;231744.175279;177.0;29.0;231744.175279;1269.0;1266.0;
;;;;;;231744.278839;177.0;29.0;231744.278839;1269.0;1266.0;
;;;;;;231744.382589;177.0;29.0;231744.382589;1269.0;1266.0;
;;;;;;231744.486184;177.0;29.0;231744.486184;1269.0;1266.0;
;;;;;;231744.589707;177.0;29.0;231744.589707;1269.0;1266.0;
;;;;;;231744.693348;177.0;29.0;231744.693348;1269.0;1266.0;
;;;;;;231744.796879;177.0;29.0;231744.796879;1269.0;1266.0;
;;;;;;231744.900421;177.0;29.0;231744.900421;1269.0;1266.0;
;;;;;;231745.004238;177.0;29.0;231745.004238;1269.0;1266.0;
;;;;;;231745.108099;177.0;29.0;231745.108099;1269.0;1266.0;
;;;;;;231745.211725;177.0;29.0;231745.211725;1269.0;1266.0;
;;;;;;231745.315428;177.0;29.0;231745.315428;1269.0;1266.0;
;;;;;;231745.419328;177.0;29.0;231745.419328;1269.0;1266.0;
;;;;;;231745.523059;177.0;29.0;231745.523059;1269.0;1266.0;
;;;;;;231745.627214;177.0;29.0;231745.627214;1269.0;1266.0;
;;;;;;231745.731046;177.0;29.0;231745.731046;1269.0;1266.0;
;;;;;;231745.834917;177.0;29.0;231745.834917;1269.0;1266.0;
;;;;;;231745.939057;186.0;29.0;231745.939057;1269.0;1266.0;
;;;;;;231746.042786;186.0;29.0;231746.042786;1269.0;1266.0;
;;;;;;231746.146659;186.0;29.0;231746.146659;1270.0;1266.0;
;;;;;;231746.250529;208.0;29.0;231746.250529;1270.0;1266.0;
;;;;;;231746.354564;233.0;29.0;231746.354564;1270.0;1266.0;
;;;;;;231746.458263;247.0;29.0;231746.458263;1270.0;1266.0;
;;;;;;231746.56198;252.0;29.0;231746.56198;1270.0;1266.0;
;;;;;;231746.665883;253.0;29.0;231746.665883;1270.0;1266.0;
;;;;;;231746.769788;261.0;29.0;231746.769788;1270.0;1266.0;
;;;;;;231746.873595;266.0;29.0;231746.873595;1270.0;1266.0;
;;;;;;231746.977455;266.0;29.0;231746.977455;1270.0;1266.0;
;;;;;;231747.081635;266.0;29.0;231747.081635;1270.0;1266.0;
;;;;;;231747.185712;266.0;29.0;231747.185712;1270.0;1266.0;
;;;;;;231747.289672;266.0;29.0;231747.289672;1270.0;1266.0;
;;;;;;231747.394017;266.0;29.0;231747.394017;1270.0;1266.0;
;;;;;;231747.497701;266.0;29.0;231747.497701;1270.0;1266.0;
;;;;;;231747.609683;266.0;29.0;231747.609683;1270.0;1266.0;
;;;;;;231747.713313;266.0;29.0;231747.713313;1270.0;1266.0;
;;;;;;231747.816978;266.0;29.0;231747.816978;1270.0;1266.0;
;;;;;;231747.920774;266.0;29.0;231747.920774;1270.0;1266.0;
;;;;;;231748.024464;266.0;29.0;231748.024464;1270.0;1266.0;
;;;;;;231748.128248;266.0;29.0;231748.128248;1270.0;1266.0;
;;;;;;231748.232477;266.0;29.0;231748.232477;1270.0;1266.0;
;;;;;;231748.336829;266.0;29.0;231748.336829;1270.0;1266.0;
;;;;;;231748.4416;266.0;29.0;231748.4416;1270.0;1266.0;
;;;;;;231748.545362;266.0;29.0;231748.545362;1270.0;1266.0;
;;;;;;231748.649131;266.0;29.0;231748.649131;1270.0;1266.0;
;;;;;;231748.753161;266.0;29.0;231748.753161;1270.0;1266.0;
;;;;;;231748.857014;266.0;29.0;231748.857014;1270.0;1266.0;
;;;;;;231748.960934;266.0;29.0;231748.960934;1270.0;1266.0;
;;;;;;231749.064738;266.0;29.0;231749.064738;1270.0;1266.0;
;;;;;;231749.168522;266.0;29.0;231749.168522;1270.0;1266.0;
;;;;;;231749.27278;266.0;29.0;231749.27278;1270.0;1266.0;
;;;;;;231749.377064;266.0;29.0;231749.377064;1270.0;1266.0;
;;;;;;231749.481284;266.0;29.0;231749.481284;1270.0;1266.0;
;;;;;;231749.585052;267.0;29.0;231749.585052;1270.0;1266.0;
;;;;;;231749.689337;279.0;29.0;231749.689337;1270.0;1266.0;
;;;;;;231749.793286;279.0;29.0;231749.793286;1270.0;1266.0;
;;;;;;231749.896995;285.0;29.0;231749.896995;1271.0;1266.0;
;;;;;;231750.000717;307.0;29.0;231750.000717;1271.0;1266.0;
;;;;;;231750.104396;326.0;29.0;231750.104396;1271.0;1266.0;
;;;;;;231750.208105;337.0;29.0;231750.208105;1271.0;1266.0;
;;;;;;231750.311832;359.0;29.0;231750.311832;1271.0;1266.0;
;;;;;;231750.415604;372.0;29.0;231750.415604;1271.0;1266.0;
;;;;;;231750.519338;378.0;29.0;231750.519338;1271.0;1266.0;
;;;;;;231750.623115;381.0;29.0;231750.623115;1271.0;1266.0;
;;;;;;231750.726823;391.0;29.0;231750.726823;1271.0;1266.0;
;;;;;;231750.830711;397.0;29.0;231750.830711;1271.0;1266.0;
;;;;;;231750.93445;399.0;29.0;231750.93445;1271.0;1266.0;
;;;;;;231751.038296;399.0;29.0;231751.038296;1271.0;1266.0;
;;;;;;231751.142342;399.0;29.0;231751.142342;1271.0;1266.0;
;;;;;;231751.246153;399.0;29.0;231751.246153;1271.0;1266.0;
;;;;;;231751.350408;399.0;29.0;231751.350408;1271.0;1266.0;
;;;;;;231751.454351;399.0;29.0;231751.454351;1271.0;1266.0;
;;;;;;231751.558229;399.0;29.0;231751.558229;1271.0;1266.0;
;;;;;;231751.662383;399.0;29.0;231751.662383;1271.0;1266.0;
;;;;;;231751.766613;399.0;29.0;231751.766613;1271.0;1266.0;
;;;;;;231751.870488;399.0;29.0;231751.870488;1271.0;1266.0;
;;;;;;231751.975021;399.0;29.0;231751.975021;1271.0;1266.0;
;;;;;;231752.078837;399.0;29.0;231752.078837;1271.0;1266.0;
;;;;;;231752.18274;399.0;29.0;231752.18274;1271.0;1266.0;
;;;;;;231752.286768;399.0;29.0;231752.286768;1271.0;1266.0;
;;;;;;231752.390619;399.0;29.0;231752.390619;1271.0;1266.0;
;;;;;;231752.494428;399.0;29.0;231752.494428;1271.0;1266.0;
;;;;;;231752.598026;399.0;29.0;231752.598026;1271.0;1266.0;
;;;;;;231752.709931;399.0;29.0;231752.709931;1271.0;1266.0;
;;;;;;231752.814052;399.0;29.0;231752.814052;1271.0;1266.0;
;;;;;;231752.917965;399.0;29.0;231752.917965;1271.0;1266.0;
;;;;;;231753.021802;399.0;29.0;231753.021802;1271.0;1266.0;
;;;;;;231753.126268;399.0;29.0;231753.126268;1271.0;1266.0;
;;;;;;231753.230466;399.0;29.0;231753.230466;1271.0;1266.0;
;;;;;;231753.334565;399.0;29.0;231753.334565;1271.0;1266.0;
;;;;;;231753.438282;399.0;29.0;231753.438282;1271.0;1266.0;
;;;;;;231753.542364;399.0;29.0;231753.542364;1271.0;1266.0;
;;;;;;231753.646579;399.0;29.0;231753.646579;1271.0;1266.0;
;;;;;;231753.750698;412.0;29.0;231753.750698;1271.0;1266.0;
;;;;;;231753.854735;418.0;29.0;231753.854735;1271.0;1266.0;
;;;;;;231753.958519;418.0;29.0;231753.958519;1272.0;1266.0;
;;;;;;231754.062342;438.0;29.0;231754.062342;1272.0;1266.0;
;;;;;;231754.166341;461.0;29.0;231754.166341;1272.0;1266.0;
;;;;;;231754.270009;473.0;29.0;231754.270009;1272.0;1266.0;
;;;;;;231754.373845;489.0;29.0;231754.373845;1272.0;1266.0;
;;;;;;231754.477537;513.0;29.0;231754.477537;1272.0;1266.0;
;;;;;;231754.581531;522.0;29.0;231754.581531;1272.0;1266.0;
;;;;;;231754.685641;550.0;29.0;231754.685641;1272.0;1266.0;
;;;;;;231754.789442;559.0;29.0;231754.789442;1272.0;1266.0;
;;;;;;231754.893088;566.0;29.0;231754.893088;1272.0;1266.0;
;;;;;;231754.996991;567.0;29.0;231754.996991;1272.0;1266.0;
;;;;;;231755.101354;584.0;29.0;231755.101354;1272.0;1266.0;
;;;;;;231755.205189;591.0;29.0;231755.205189;1272.0;1266.0;
;;;;;;231755.309083;598.0;29.0;231755.309083;1272.0;1266.0;
;;;;;;231755.41281;598.0;29.0;231755.41281;1272.0;1266.0;
;;;;;;231755.517003;598.0;29.0;231755.517003;1272.0;1266.0;
;;;;;;231755.620847;598.0;29.0;231755.620847;1272.0;1266.0;
;;;;;;231755.724547;598.0;29.0;231755.724547;1272.0;1266.0;
;;;;;;231755.828907;598.0;29.0;231755.828907;1272.0;1266.0;
;;;;;;231755.932602;598.0;29.0;231755.932602;1272.0;1266.0;
;;;;;;231756.036363;598.0;29.0;231756.036363;1272.0;1266.0;
;;;;;;231756.140132;598.0;29.0;231756.140132;1272.0;1266.0;
;;;;;;231756.243882;598.0;29.0;231756.243882;1272.0;1266.0;
