('192.168.70.129', 57148, '12.1.1.159', 10000);('192.168.70.129', 57148, '12.1.1.159', 10000);('192.168.70.129', 57148, '12.1.1.159', 10000);('192.168.70.129', 45814, '12.1.1.159', 10001);('192.168.70.129', 45814, '12.1.1.159', 10001);('192.168.70.129', 45814, '12.1.1.159', 10001);total;total;total;
1685950048.32918;1;25;1685950048.32918;1;14;1685950048.32918;7;54;
1685950048.52918;0;36;1685950048.52918;0;54;1685950048.52918;1;91;
1685950048.72918;0;33;1685950048.72918;0;80;1685950048.72918;0;113;
1685950048.9291801;0;29;1685950048.9291801;0;105;1685950048.9291801;0;134;
1685950049.1291802;0;34;1685950049.1291802;0;103;1685950049.1291802;0;137;
1685950049.3291802;0;0;1685950049.3291802;0;172;1685950049.3291802;0;172;
1685950049.5291803;0;35;1685950049.5291803;0;129;1685950049.5291803;0;164;
1685950049.7291803;0;0;1685950049.7291803;0;158;1685950049.7291803;0;158;
1685950049.9291804;0;0;1685950049.9291804;0;148;1685950049.9291804;0;148;
1685950050.1291804;0;0;1685950050.1291804;0;164;1685950050.1291804;0;164;
1685950050.3291805;0;26;1685950050.3291805;0;128;1685950050.3291805;0;154;
1685950050.5291805;0;11;1685950050.5291805;0;120;1685950050.5291805;0;131;
1685950050.7291806;0;0;1685950050.7291806;0;135;1685950050.7291806;0;135;
1685950050.9291806;0;0;1685950050.9291806;0;131;1685950050.9291806;0;131;
1685950051.1291807;0;0;1685950051.1291807;0;139;1685950051.1291807;0;139;
1685950051.3291807;0;0;1685950051.3291807;0;142;1685950051.3291807;0;142;
1685950051.5291808;0;0;1685950051.5291808;0;142;1685950051.5291808;0;142;
1685950051.7291808;0;0;1685950051.7291808;0;141;1685950051.7291808;0;141;
1685950051.9291809;0;8;1685950051.9291809;0;131;1685950051.9291809;0;139;
1685950052.129181;0;19;1685950052.129181;0;126;1685950052.129181;0;145;
1685950052.329181;0;12;1685950052.329181;0;148;1685950052.329181;0;160;
1685950052.529181;0;0;1685950052.529181;0;183;1685950052.529181;0;183;
1685950052.729181;0;0;1685950052.729181;0;185;1685950052.729181;0;185;
1685950052.929181;0;0;1685950052.929181;0;189;1685950052.929181;0;189;
1685950053.1291811;0;0;1685950053.1291811;0;186;1685950053.1291811;0;186;
1685950053.3291812;0;0;1685950053.3291812;0;188;1685950053.3291812;0;188;
1685950053.5291812;0;0;1685950053.5291812;0;186;1685950053.5291812;0;186;
1685950053.7291813;0;0;1685950053.7291813;0;186;1685950053.7291813;0;186;
1685950053.9291813;0;46;1685950053.9291813;0;126;1685950053.9291813;0;172;
1685950054.1291814;0;0;1685950054.1291814;0;155;1685950054.1291814;0;155;
1685950054.3291814;0;0;1685950054.3291814;0;153;1685950054.3291814;0;153;
1685950054.5291815;0;0;1685950054.5291815;0;136;1685950054.5291815;0;136;
1685950054.7291815;0;0;1685950054.7291815;0;124;1685950054.7291815;0;124;
1685950054.9291816;0;0;1685950054.9291816;0;106;1685950054.9291816;0;106;
1685950055.1291816;0;0;1685950055.1291816;0;99;1685950055.1291816;0;99;
1685950055.3291817;0;0;1685950055.3291817;0;95;1685950055.3291817;0;95;
1685950055.5291817;0;0;1685950055.5291817;0;94;1685950055.5291817;0;94;
1685950055.7291818;0;0;1685950055.7291818;0;95;1685950055.7291818;0;95;
1685950055.9291818;0;0;1685950055.9291818;0;95;1685950055.9291818;0;95;
1685950056.1291819;0;59;1685950056.1291819;0;36;1685950056.1291819;0;95;
1685950056.329182;0;11;1685950056.329182;0;90;1685950056.329182;0;101;
1685950056.529182;0;0;1685950056.529182;0;121;1685950056.529182;0;121;
1685950056.729182;0;0;1685950056.729182;0;114;1685950056.729182;0;114;
