4738902.608875408,4958380.661564845,2647.550527674349,2708.91571282902
4485361.384711963,4636258.843424919,3834.878333083603,3878.324884984254
4517020.646260086,4675310.393437456,3828.7747696097954,3873.036245046393
4436002.407061266,4578747.87542461,3899.953691424855,3942.9397899343026
4509796.112230108,4660351.232402661,3830.5459341703195,3874.3692005010994
4524438.332880218,4673006.103066245,3803.9751283044393,3847.306511437708
4500884.0704219965,4646921.2730894545,3489.3102573480605,3540.7490295306675
4503759.359301166,4645922.313702636,3841.77015926277,3885.6163106371023
4569189.080534797,4718846.150234433,3629.2139984886753,3676.28040967736
4489546.236401909,4636314.453253263,3716.431829181129,3761.609822295098
4785559.085431474,4939947.75969281,3625.8390189073516,3665.076289788284
