('192.168.70.134', 44750, '192.168.70.129', 10000);('192.168.70.134', 44750, '192.168.70.129', 10000);('192.168.70.134', 44750, '192.168.70.129', 10000);('192.168.70.134', 44172, '192.168.70.129', 10001);('192.168.70.134', 44172, '192.168.70.129', 10001);('192.168.70.134', 44172, '192.168.70.129', 10001);total;total;total;
1685934448.3528957;1;6;1685934448.3528957;1;3;1685934436.952893;0;0;
1685934448.5528958;0;26;1685934448.5528958;0;26;1685934437.152893;0;0;
1685934448.7528958;0;30;1685934448.7528958;0;10;1685934437.352893;0;0;
1685934448.9528959;0;31;1685934448.9528959;0;43;1685934437.5528932;0;0;
1685934449.152896;0;2;1685934449.152896;0;69;1685934437.7528932;0;0;
1685934449.352896;0;30;1685934449.352896;0;49;1685934437.9528933;0;0;
1685934449.552896;0;0;1685934449.552896;0;64;1685934438.1528933;0;0;
1685934449.752896;0;4;1685934449.752896;0;54;1685934438.3528934;0;0;
1685934449.952896;0;31;1685934449.952896;0;27;1685934438.5528934;0;0;
1685934450.1528962;0;0;1685934450.1528962;0;58;1685934438.7528934;0;0;
1685934450.3528962;0;0;1685934450.3528962;0;58;1685934438.9528935;0;0;
1685934450.5528963;0;0;1685934450.5528963;0;58;1685934439.1528935;0;0;
1685934450.7528963;0;0;1685934450.7528963;0;60;1685934439.3528936;0;0;
1685934450.9528964;0;8;1685934450.9528964;0;64;1685934439.5528936;0;0;
1685934451.1528964;0;28;1685934451.1528964;0;58;1685934439.7528937;0;0;
1685934451.3528965;0;0;1685934451.3528965;0;59;1685934439.9528937;0;0;
1685934451.5528965;0;0;1685934451.5528965;0;53;1685934440.1528938;0;0;
1685934451.7528965;0;0;1685934451.7528965;0;95;1685934440.3528938;0;0;
1685934451.9528966;0;0;1685934451.9528966;0;80;1685934440.5528939;0;0;
1685934452.1528966;0;0;1685934452.1528966;0;89;1685934440.752894;0;0;
1685934452.3528967;0;0;1685934452.3528967;0;79;1685934440.952894;0;0;
1685934452.5528967;0;1;1685934452.5528967;0;74;1685934441.152894;0;0;
1685934452.7528968;0;0;1685934452.7528968;0;57;1685934441.352894;0;0;
1685934452.9528968;0;35;1685934452.9528968;0;29;1685934441.552894;0;0;
1685934453.152897;0;2;1685934453.152897;0;72;1685934441.7528942;0;0;
1685934453.352897;0;0;1685934453.352897;0;81;1685934441.9528942;0;0;
1685934453.552897;0;0;1685934453.552897;0;49;1685934442.1528943;0;0;
1685934453.752897;0;0;1685934453.752897;0;70;1685934442.3528943;0;0;
1685934453.952897;0;0;1685934453.952897;0;91;1685934442.5528944;0;0;
1685934454.1528971;0;0;1685934454.1528971;0;88;1685934442.7528944;0;0;
1685934454.3528972;0;0;1685934454.3528972;0;86;1685934442.9528944;0;0;
1685934454.5528972;0;0;1685934454.5528972;0;86;1685934443.1528945;0;0;
1685934454.7528973;0;0;1685934454.7528973;0;89;1685934443.3528945;0;0;
1685934454.9528973;0;0;1685934454.9528973;0;87;1685934443.5528946;0;0;
1685934455.1528974;0;0;1685934455.1528974;0;83;1685934443.7528946;0;0;
1685934455.3528974;0;0;1685934455.3528974;0;70;1685934443.9528947;0;0;
1685934455.5528975;0;0;1685934455.5528975;0;56;1685934444.1528947;0;0;
1685934455.7528975;0;0;1685934455.7528975;0;85;1685934444.3528948;0;0;
1685934455.9528975;0;2;1685934455.9528975;0;68;1685934444.5528948;0;0;
1685934456.1528976;0;0;1685934456.1528976;0;57;1685934444.7528949;0;0;
1685934456.3528976;0;11;1685934456.3528976;0;47;1685934444.952895;0;0;
1685934456.5528977;0;39;1685934456.5528977;0;47;1685934445.152895;0;0;
1685934456.7528977;0;1;1685934456.7528977;0;72;1685934445.352895;0;0;
1685934456.9528978;0;0;1685934456.9528978;0;71;1685934445.552895;0;0;
1685934457.1528978;0;2;1685934457.1528978;0;91;1685934445.752895;0;0;
1685934457.352898;0;0;1685934457.352898;0;75;1685934445.9528952;0;0;
1685934457.552898;0;0;1685934457.552898;0;71;1685934446.1528952;0;0;
1685934457.752898;0;0;1685934457.752898;0;77;1685934446.3528953;0;0;
1685934457.952898;0;0;1685934457.952898;0;74;1685934446.5528953;0;0;
1685934458.152898;0;0;1685934458.152898;0;94;1685934446.7528954;0;0;
1685934458.3528981;0;0;1685934458.3528981;0;83;1685934446.9528954;0;0;
1685934458.5528982;0;0;1685934458.5528982;0;68;1685934447.1528955;0;0;
1685934458.7528982;0;0;1685934458.7528982;0;76;1685934447.3528955;0;0;
1685934458.9528983;0;0;1685934458.9528983;0;81;1685934447.5528955;0;0;
1685934459.1528983;0;0;1685934459.1528983;0;60;1685934447.7528956;0;0;
1685934459.3528984;0;0;1685934459.3528984;0;74;1685934447.9528956;0;0;
1685934459.5528984;0;0;1685934459.5528984;0;79;1685934448.1528957;0;0;
1685934459.7528985;0;0;1685934459.7528985;0;71;1685934448.3528957;7;24;
1685934459.9528985;0;0;1685934459.9528985;0;53;1685934448.5528958;1;53;
