timestamp,rsrp,bler,mcs
0.0,-60,0.01016,17
1.0,-61,0.18395,21
2.0,-49,0.08207,18
3.0,-49,0.05649,21
4.0,-49,0.0748,21
5.0,-49,0.07796,21
6.0,-50,0.05765,21
7.0,-50,0.05346,22
8.0,-50,0.06599,22
9.0,-49,0.08043,22
10.0,-49,0.10128,22
11.0,-51,0.08009,22
12.0,-51,0.06059,22
13.0,-51,0.05409,22
14.0,-52,0.05629,23
15.0,-53,0.09639,23
16.0,0,0.1077,23
17.0,-52,0.11979,23
18.0,-51,0.1138,23
19.0,-51,0.12313,23
20.0,-51,0.11937,23
21.0,-51,0.12779,23
22.0,-51,0.11894,23
23.0,-50,0.1145,23
24.0,-50,0.12353,23
25.0,-50,0.12717,23
26.0,-50,0.12654,23
27.0,-51,0.11411,23
28.0,-51,0.11904,23
29.0,-51,0.1171,23
30.0,-51,0.11829,23
31.0,-51,0.11345,23
32.0,-51,0.12642,23
33.0,-50,0.12794,23
34.0,-51,0.1249,23
35.0,-51,0.12499,23
36.0,-52,0.12447,23
37.0,-52,0.109,23
38.0,-52,0.11638,23
39.0,-52,0.12265,23
40.0,-53,0.13259,23
41.0,-54,0.12619,23
42.0,-55,0.12508,23
43.0,-56,0.13352,23
44.0,-56,0.14164,23
45.0,-56,0.13595,23
46.0,-56,0.13794,23
47.0,-55,0.14858,23
48.0,0,0.14376,23
49.0,-55,0.14163,23
50.0,-55,0.13707,23
51.0,-55,0.12906,23
52.0,-56,0.13904,23
53.0,-55,0.11988,22
54.0,-55,0.07725,22
55.0,-55,0.0675,22
56.0,-54,0.06787,22
57.0,-54,0.05963,22
58.0,-54,0.05094,22
59.0,-54,0.09058,23
60.0,-54,0.11386,23
61.0,-55,0.12847,23
62.0,-55,0.13289,23
63.0,-54,0.12427,23
64.0,-53,0.12772,23
65.0,-53,0.11871,23
66.0,-53,0.11431,23
67.0,-53,0.11259,23
68.0,-53,0.11076,23
69.0,-52,0.11456,23
70.0,-52,0.11943,23
71.0,-55,0.12656,23
72.0,-51,0.1273,23
73.0,-51,0.12753,23
74.0,-51,0.12536,23
75.0,-52,0.13811,23
76.0,-51,0.12429,23
77.0,-51,0.13259,23
78.0,-51,0.12688,23
79.0,-50,0.11943,22
80.0,-51,0.07626,22
81.0,-51,0.11146,22
82.0,-51,0.0829,22
83.0,-51,0.06626,22
84.0,-51,0.0579,22
85.0,-51,0.05903,22
86.0,-51,0.05726,22
87.0,-52,0.05888,22
88.0,-52,0.05323,22
89.0,-51,0.09306,23
90.0,-51,0.11614,23
91.0,-52,0.12201,23
92.0,-53,0.11534,23
93.0,-53,0.13386,23
94.0,-53,0.11917,19
95.0,-53,0.04279,21
96.0,-53,0.14996,24
97.0,-54,0.10315,22
98.0,-55,0.07214,22
99.0,-54,0.06181,22
100.0,-54,0.08572,22
