('192.168.70.129', 54576, '12.1.1.158', 10000);('192.168.70.129', 54576, '12.1.1.158', 10000);('192.168.70.129', 54576, '12.1.1.158', 10000);('192.168.70.129', 34886, '12.1.1.158', 10001);('192.168.70.129', 34886, '12.1.1.158', 10001);('192.168.70.129', 34886, '12.1.1.158', 10001);('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 34890, '12.1.1.158', 10001);('192.168.70.129', 34890, '12.1.1.158', 10001);('192.168.70.129', 34890, '12.1.1.158', 10001);
;;;;;;70727.986991;19.0;0;70727.986991;10.0;0;
;;;;;;70728.090954;29.0;29.0;70728.090954;29.0;0;
;;;;;;70728.194949;30.0;29.0;70728.194949;44.0;0;
;;;;;;70728.30729;31.0;29.0;70728.30729;78.0;0;
;;;;;;70728.411234;32.0;29.0;70728.411234;126.0;0;
;;;;;;70728.515095;33.0;29.0;70728.515095;163.0;0;
;;;;;;70728.619042;34.0;29.0;70728.619042;225.0;0;
;;;;;;70728.722902;34.0;29.0;70728.722902;298.0;0;
;;;;;;70728.82683;35.0;29.0;70728.82683;331.0;0;
;;;;;;70728.930725;35.0;29.0;70728.930725;382.0;0;
;;;;;;70729.034554;35.0;29.0;70729.034554;445.0;0;
;;;;;;70729.138433;35.0;29.0;70729.138433;585.0;0;
;;;;;;70729.242383;37.0;29.0;70729.242383;625.0;0;
;;;;;;70729.346218;37.0;29.0;70729.346218;685.0;0;
;;;;;;70729.450279;37.0;29.0;70729.450279;748.0;0;
;;;;;;70729.554178;37.0;29.0;70729.554178;814.0;0;
;;;;;;70729.65807;37.0;29.0;70729.65807;942.0;0;
;;;;;;70729.76198;37.0;29.0;70729.76198;1032.0;0;
;;;;;;70729.865908;37.0;29.0;70729.865908;1122.0;0;
;;;;;;70729.969836;38.0;29.0;70729.969836;1188.0;0;
;;;;;;70730.073881;38.0;29.0;70730.073881;1243.0;0;
;;;;;;70730.177801;39.0;29.0;70730.177801;1284.0;0;
;;;;;;70730.28181;39.0;29.0;70730.28181;1375.0;0;
;;;;;;70730.385624;39.0;29.0;70730.385624;1419.0;0;
;;;;;;70730.489484;39.0;29.0;70730.489484;1491.0;0;
;;;;;;70730.593439;39.0;29.0;70730.593439;1538.0;0;
;;;;;;70730.697374;39.0;29.0;70730.697374;1655.0;0;
;;;;;;70730.801361;39.0;29.0;70730.801361;1728.0;0;
;;;;;;70730.905344;39.0;29.0;70730.905344;1792.0;0;
;;;;;;70731.009179;39.0;29.0;70731.009179;1856.0;0;
;;;;;;70731.113029;39.0;29.0;70731.113029;1916.0;0;
;;;;;;70731.216973;39.0;29.0;70731.216973;1976.0;0;
;;;;;;70731.320904;39.0;29.0;70731.320904;2040.0;0;
;;;;;;70731.424751;39.0;29.0;70731.424751;2102.0;0;
;;;;;;70731.528751;39.0;29.0;70731.528751;2166.0;0;
;;;;;;70731.6327;39.0;29.0;70731.6327;2228.0;0;
;;;;;;70731.736763;39.0;29.0;70731.736763;2288.0;0;
;;;;;;70731.840708;39.0;29.0;70731.840708;2350.0;0;
;;;;;;70731.944572;45.0;29.0;70731.944572;2389.0;0;
;;;;;;70732.048403;46.0;29.0;70732.048403;2447.0;0;
;;;;;;70732.152363;46.0;29.0;70732.152363;2505.0;0;
