('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 54580, '12.1.1.158', 10000);('192.168.70.129', 34890, '12.1.1.158', 10001);('192.168.70.129', 34890, '12.1.1.158', 10001);('192.168.70.129', 34890, '12.1.1.158', 10001);total;total;total;
1685948848.15207;1;27;1685948848.15207;1;13;1685948848.15207;7;55;
1685948848.35207;0;34;1685948848.35207;0;52;1685948848.35207;1;87;
1685948848.5520701;0;30;1685948848.5520701;0;80;1685948848.5520701;0;110;
1685948848.7520702;0;32;1685948848.7520702;0;101;1685948848.7520702;0;133;
1685948848.9520702;0;34;1685948848.9520702;0;110;1685948848.9520702;0;144;
1685948849.1520703;0;0;1685948849.1520703;0;148;1685948849.1520703;0;148;
1685948849.3520703;0;35;1685948849.3520703;0;126;1685948849.3520703;0;161;
1685948849.5520704;0;0;1685948849.5520704;0;154;1685948849.5520704;0;154;
1685948849.7520704;0;0;1685948849.7520704;0;145;1685948849.7520704;0;145;
1685948849.9520705;0;0;1685948849.9520705;0;177;1685948849.9520705;0;177;
1685948850.1520705;0;28;1685948850.1520705;0;138;1685948850.1520705;0;166;
1685948850.3520706;0;9;1685948850.3520706;0;139;1685948850.3520706;0;148;
1685948850.5520706;0;0;1685948850.5520706;0;129;1685948850.5520706;0;129;
1685948850.7520707;0;0;1685948850.7520707;0;115;1685948850.7520707;0;115;
1685948850.9520707;0;0;1685948850.9520707;0;124;1685948850.9520707;0;124;
1685948851.1520708;0;0;1685948851.1520708;0;124;1685948851.1520708;0;124;
1685948851.3520708;0;0;1685948851.3520708;0;119;1685948851.3520708;0;119;
1685948851.5520709;0;0;1685948851.5520709;0;120;1685948851.5520709;0;120;
1685948851.752071;0;0;1685948851.752071;0;119;1685948851.752071;0;119;
1685948851.952071;0;0;1685948851.952071;0;119;1685948851.952071;0;119;
1685948852.152071;0;28;1685948852.152071;0;91;1685948852.152071;0;119;
1685948852.352071;0;10;1685948852.352071;0;111;1685948852.352071;0;121;
1685948852.552071;0;0;1685948852.552071;0;121;1685948852.552071;0;121;
1685948852.7520711;0;1;1685948852.7520711;0;124;1685948852.7520711;0;125;
1685948852.9520712;0;0;1685948852.9520712;0;119;1685948852.9520712;0;119;
1685948853.1520712;0;0;1685948853.1520712;0;122;1685948853.1520712;0;122;
1685948853.3520713;0;0;1685948853.3520713;0;131;1685948853.3520713;0;131;
1685948853.5520713;0;0;1685948853.5520713;0;116;1685948853.5520713;0;116;
1685948853.7520714;0;0;1685948853.7520714;0;127;1685948853.7520714;0;127;
1685948853.9520714;0;0;1685948853.9520714;0;124;1685948853.9520714;0;124;
1685948854.1520715;0;0;1685948854.1520715;0;125;1685948854.1520715;0;125;
1685948854.3520715;0;0;1685948854.3520715;0;119;1685948854.3520715;0;119;
1685948854.5520716;0;0;1685948854.5520716;0;123;1685948854.5520716;0;123;
1685948854.7520716;0;49;1685948854.7520716;0;66;1685948854.7520716;0;115;
1685948854.9520717;0;0;1685948854.9520717;0;107;1685948854.9520717;0;107;
1685948855.1520717;0;0;1685948855.1520717;0;120;1685948855.1520717;0;120;
1685948855.3520718;0;0;1685948855.3520718;0;106;1685948855.3520718;0;106;
1685948855.5520718;0;0;1685948855.5520718;0;122;1685948855.5520718;0;122;
1685948855.7520719;0;0;1685948855.7520719;0;106;1685948855.7520719;0;106;
1685948855.952072;0;0;1685948855.952072;0;101;1685948855.952072;0;101;
1685948856.152072;0;0;1685948856.152072;0;103;1685948856.152072;0;103;
1685948856.352072;0;0;1685948856.352072;0;95;1685948856.352072;0;95;
1685948856.552072;0;0;1685948856.552072;0;94;1685948856.552072;0;94;
1685948856.752072;0;0;1685948856.752072;0;95;1685948856.752072;0;95;
1685948856.9520721;0;0;1685948856.9520721;0;94;1685948856.9520721;0;94;
1685948857.1520722;0;67;1685948857.1520722;0;28;1685948857.1520722;0;95;
1685948857.3520722;0;7;1685948857.3520722;0;103;1685948857.3520722;0;110;
1685948857.5520723;0;0;1685948857.5520723;0;112;1685948857.5520723;0;112;
1685948857.7520723;0;0;1685948857.7520723;0;116;1685948857.7520723;0;116;
1685948857.9520724;0;0;1685948857.9520724;0;124;1685948857.9520724;0;124;
1685948858.1520724;0;0;1685948858.1520724;0;135;1685948858.1520724;0;135;
1685948858.3520725;0;41;1685948858.3520725;0;86;1685948858.3520725;0;127;
1685948858.5520725;0;70;1685948858.5520725;0;62;1685948858.5520725;0;132;
1685948858.7520726;0;0;1685948858.7520726;0;127;1685948858.7520726;0;127;
1685948858.9520726;0;0;1685948858.9520726;0;144;1685948858.9520726;0;144;
1685948859.1520727;0;0;1685948859.1520727;0;135;1685948859.1520727;0;135;
1685948859.3520727;0;0;1685948859.3520727;0;140;1685948859.3520727;0;140;
1685948859.5520728;0;0;1685948859.5520728;0;140;1685948859.5520728;0;140;
1685948859.7520728;0;0;1685948859.7520728;0;142;1685948859.7520728;0;142;
1685948859.9520729;0;0;1685948859.9520729;0;158;1685948859.9520729;0;158;
1685948860.152073;0;0;1685948860.152073;0;184;1685948860.152073;0;184;
1685948860.352073;0;0;1685948860.352073;0;187;1685948860.352073;0;187;
1685948860.552073;0;0;1685948860.552073;0;172;1685948860.552073;0;172;
1685948860.752073;0;0;1685948860.752073;0;182;1685948860.752073;0;182;
1685948860.952073;0;149;1685948860.952073;0;38;1685948860.952073;0;187;
1685948861.1520731;0;18;1685948861.1520731;0;174;1685948861.1520731;0;192;
1685948861.3520732;0;0;1685948861.3520732;0;191;1685948861.3520732;0;191;
1685948861.5520732;0;0;1685948861.5520732;0;190;1685948861.5520732;0;190;
1685948861.7520733;0;0;1685948861.7520733;0;168;1685948861.7520733;0;168;
1685948861.9520733;0;0;1685948861.9520733;0;153;1685948861.9520733;0;153;
1685948862.1520734;0;0;1685948862.1520734;0;126;1685948862.1520734;0;126;
1685948862.3520734;0;0;1685948862.3520734;0;115;1685948862.3520734;0;115;
1685948862.5520735;0;0;1685948862.5520735;0;112;1685948862.5520735;0;112;
1685948862.7520735;0;82;1685948862.7520735;0;24;1685948862.7520735;0;106;
1685948862.9520736;0;106;1685948862.9520736;0;0;1685948862.9520736;0;106;
1685948863.1520736;0;62;1685948863.1520736;0;44;1685948863.1520736;0;106;
1685948863.3520737;0;0;1685948863.3520737;0;106;1685948863.3520737;0;106;
1685948863.5520737;0;0;1685948863.5520737;0;106;1685948863.5520737;0;106;
1685948863.7520738;0;0;1685948863.7520738;0;111;1685948863.7520738;0;111;
1685948863.9520738;0;0;1685948863.9520738;0;134;1685948863.9520738;0;134;
1685948864.1520739;0;0;1685948864.1520739;0;145;1685948864.1520739;0;145;
1685948864.352074;0;0;1685948864.352074;0;149;1685948864.352074;0;149;
1685948864.552074;0;92;1685948864.552074;0;58;1685948864.552074;0;150;
1685948864.752074;0;178;1685948864.752074;0;0;1685948864.752074;0;178;
1685948864.952074;0;105;1685948864.952074;0;61;1685948864.952074;0;166;
1685948865.152074;0;0;1685948865.152074;0;145;1685948865.152074;0;145;
1685948865.3520741;0;0;1685948865.3520741;0;176;1685948865.3520741;0;176;
