tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
14:32:35,e941,1,42.666939,0.779543,0,0,-65,10,15,220,165,907,1,0,0,6,608,0,9,15353015,4475,1,0,28,139633390,139625181,40830/2999/486/8,283869/4568/241/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,90814.56551724138,19.974279403686523,936000.0,888000.0,nan
14:32:36,e941,1,799.146667,9.368331,0,0,-66,7,15,210,145,890,1,0,0,6,608,0,17,15378074,4516,1,0.42538,22,140513167,140493038,40956/2999/486/8,284158/4745/242/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,175536.5185770751,17.320127487182617,2016000.0,1872000.0,nan
14:32:37,e941,1,1405.690308,22.368898,0,0,-55,3,15,320,285,1034,1,0,0,6,626,0.1425,13,15428273,4586,1,0.35601,12,141698906,141678195,41177/3041/503/8,284494/4832/298/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,245197.3296551724,45.049868797769356,1152000.0,1092000.0,nan
14:32:38,e941,1,1411.687012,24.466593,0,0,-54,16,15,330,285,1034,1,0,0,6,626,0.04968,14,15472017,4593,1,0.132,6,142552092,142539063,41469/3041/503/8,285080/4839/298/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,297522.48391608393,54.18192072117582,1152000.0,1104000.0,nan
14:32:39,e941,1,1347.22876,32.207954,0,0,-54,12,15,300,285,1034,1,0,0,6,626,0.01732,24,15530132,4598,1,0.05072,6,143241882,143228853,41723/3041/503/8,285670/4844/298/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,373270.98553191486,42.35044014759553,1884000.0,1836000.0,nan
14:32:40,e941,1,1495.242188,61.980118,0,0,-54,9,15,320,280,1029,1,0,0,6,629,0.05224,28,15663705,4633,1,0.06857,12,144278818,144261179,42030/3066/505/8,286198/4879/299/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,460963.31034482754,51.555481082514724,1872000.0,1812000.0,nan
14:32:41,e941,1,1674.524048,81.403725,0,0,-56,5,15,310,275,1024,1,0,0,6,632,0.05411,28,15819422,4684,1,0.08903,12,145435846,145418207,42347/3083/506/8,286697/4930/299/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,551166.72,57.371707672768444,2112000.0,1956000.0,nan
14:32:42,e941,1,1809.858765,94.805695,0,0,-56,2,15,310,275,1024,1,0,0,6,638,0.06842,28,15986051,4729,1,0.08711,12,146616682,146599043,42686/3110/512/8,287210/4974/300/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,640501.5421276595,70.45956473601493,1908000.0,1812000.0,nan
14:32:43,e941,1,1908.748779,99.076187,0,0,-55,14,15,300,275,1024,1,0,0,6,641,0.07066,28,16150889,4778,1,0.09632,12,147786286,147768647,43022/3134/513/8,287717/5021/301/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,730489.0902654867,79.63703756463039,1836000.0,1788000.0,nan
14:32:44,e941,1,1981.430176,98.662369,0,0,-55,11,15,310,280,1029,1,0,0,6,648,0.0835,28,16308700,4825,1,0.09805,12,148954546,148936907,43342/3160/518/8,288222/5069/301/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,824842.3079646018,89.91544587271554,1788000.0,1692000.0,nan
