tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
14:12:35,b3d3,1,42.666939,0.759911,0,0,-66,1,15,210,160,907,1,0,0,17,1142,0,9,31297798,8794,2,0,28,284672462,284666294,85336/5768/940/27,706604/8994/432/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,102012.17007874016,20.86763381958008,792000.0,864000.0,0.6
14:12:36,b3d3,1,600.394226,7.088308,0,0,-66,14,15,230,170,920,1,0,0,17,1142,0,15,31315274,8827,2,0.3305,24,285303121,285276551,85428/5768/940/27,706895/9115/437/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,86703.4408921933,8.767227644331,2160000.0,2112000.0,nan
14:12:37,b3d3,1,1263.265381,22.002741,0,0,-62,10,15,310,285,1034,1,0,0,17,1152,0.1544,14,31367769,8885,2,0.35719,14,286469059,286454129,85644/5820/948/27,707222/9236/468/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,104002.33576642336,20.337998072306313,1104000.0,1092000.0,nan
14:12:38,b3d3,1,1393.692017,28.429867,0,0,-54,7,15,320,285,1034,1,0,0,17,1153,0.05505,14,31423665,8898,2,0.1366,6,287490953,287481258,85947/5821/948/27,707787/9249/473/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,115718.06315789474,17.180171845451234,1524000.0,1536000.0,nan
14:12:39,b3d3,1,1335.618042,34.096985,0,0,-55,3,15,310,285,1034,1,0,0,17,1154,0.022,24,31482389,8900,2,0.04971,7,288189597,288179254,86195/5822/948/27,708383/9251/473/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,133542.15145631068,12.698965914109174,2484000.0,2580000.0,nan
14:12:40,b3d3,1,1575.024902,65.863457,0,0,-54,16,15,320,280,1030,1,0,0,17,1157,0.02675,28,31625728,8924,2,0.04945,16,289403213,289382858,86519/5830/949/27,708921/9274/482/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,154035.8918918919,12.855384133078834,2676000.0,2460000.0,nan
14:12:41,b3d3,1,2030.085938,74.180695,0,0,-55,12,15,300,270,1024,1,0,0,17,1160,0.05861,28,31753136,8963,3,0.07414,16,291053047,291031668,86783/5851/950/27,709375/9313/516/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,173228.623853211,13.969029320610895,2628000.0,2952000.0,nan
14:12:42,b3d3,1,2367.537842,77.450089,0,0,-55,9,15,300,275,1024,1,0,0,17,1162,0.08678,28,31882290,9001,3,0.08032,16,292713379,292692000,87053/5873/952/27,709832/9351/550/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,190116.9012658228,15.672970272245863,2532000.0,2772000.0,nan
14:12:43,b3d3,1,2622.331543,79.735489,0,0,-55,5,15,310,275,1024,1,0,0,17,1164,0.06738,28,32014771,9035,3,0.07719,16,294422871,294402516,87325/5889/954/27,710308/9385/580/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,204955.2225352113,17.940983873732545,2280000.0,2412000.0,nan
14:12:44,b3d3,1,2803.384766,77.471298,0,0,-55,2,15,330,280,1028,1,0,0,17,1169,0.07642,28,32139478,9076,3,0.09139,16,296048637,296027258,87584/5911/958/27,710753/9426/617/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,251554.69752066117,18.95345712112168,2940000.0,2544000.0,nan
