tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
15:22:35,e941,1,272.815857,4.025588,0,0,-65,9,15,210,165,907,1,0,0,81,2168,0,12,59139723,15981,34,0.11987,28,647751520,647575595,160603/11199/1750/87,1241039/16479/6067/55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,93109.1320754717,18.865912301199778,852000.0,960000.0,nan
15:22:36,e941,1,1129.467163,14.1983,0,0,-67,6,15,210,165,907,1,0,0,81,2172,0.1479,18,59175154,16034,36,0.47544,18,648815331,648625003,160748/11228/1754/87,1241296/16650/6096/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,180223.60155642024,17.654711941638624,2088000.0,1992000.0,nan
15:22:37,e941,1,1469.261597,27.482183,0,0,-55,2,15,280,285,1034,1,0,0,81,2176,0.08755,14,59235350,16068,36,0.22631,8,650053171,649872994,161045/11238/1757/87,1241784/16684/6120/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,250857.95555555556,45.94057433459224,1140000.0,1092000.0,nan
15:22:38,e941,1,1399.55603,27.751221,0,0,-54,15,15,290,285,1034,1,0,0,81,2176,0.03053,19,59279582,16071,36,0.08317,6,650771068,650592165,161311/11238/1757/87,1242379/16687/6120/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,305088.0,51.875083446502686,1452000.0,1380000.0,nan
15:22:39,e941,1,1430.383911,54.587372,0,0,-54,11,15,270,285,1034,1,0,0,81,2176,0.03666,28,59391950,16074,36,0.03394,12,651659559,651477391,161625/11250/1757/87,1242973/16690/6120/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,402065.70592334494,32.053868645115905,2304000.0,2124000.0,nan
15:22:40,e941,1,1858.5896,65.920303,0,0,-55,8,15,310,275,1028,1,0,0,81,2188,0.10661,28,59515357,16152,36,0.16705,16,653099038,652914212,161890/11285/1765/87,1243396/16767/6133/57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,515768.8242424242,40.362530842162016,2592000.0,2256000.0,nan
15:22:41,e941,1,2178.481689,79.595818,0,0,-55,4,15,270,275,1024,1,0,0,81,2193,0.10498,28,59660299,16181,37,0.09441,15,654709407,654520039,162188/11317/1770/87,1243882/16795/6161/58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,642028.8,48.993959111615645,2892000.0,2844000.0,nan
15:22:42,e941,1,2415.554443,88.010742,0,0,-56,1,15,260,275,1024,1,0,0,81,2198,0.10952,28,59816043,16208,37,0.07108,15,656334929,656145561,162511/11356/1775/87,1244376/16822/6188/58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,766179.388235294,59.902841970324516,2748000.0,2628000.0,nan
15:22:43,e941,1,2596.225586,97.094498,0,0,-55,13,15,260,265,1024,1,0,0,81,2201,0.10736,28,59980040,16231,37,0.05493,15,658014018,657820298,162848/11390/1777/87,1244890/16844/6210/58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,891960.827244582,69.3910969628228,2580000.0,2448000.0,nan
15:22:44,e941,1,2717.047363,91.601624,0,0,-55,10,15,310,280,1030,1,0,0,81,2205,0.10814,28,60121736,16266,37,0.07256,15,659543859,659353531,163142/11421/1781/87,1245351/16880/6246/58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1005548.0539877301,81.80938856942313,2652000.0,2520000.0,nan
15:22:45,e941,1,2807.547119,91.111145,0,0,-64,6,15,280,285,1034,1,0,0,81,2210,0.10488,28,60264297,16300,38,0.07778,15,661103652,660908972,163439/11447/1783/87,1245822/16913/6279/59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1129576.282352941,87.59259885671187,2496000.0,2484000.0,nan
15:22:46,e941,1,2881.746582,93.311096,0,0,-56,3,15,310,280,1028,1,0,0,81,2214,0.11583,28,60418366,16327,38,0.06291,15,662732566,662539293,163755/11484/1786/87,1246316/16940/6305/59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1387434.88342246,99.85452117919922,2988000.0,2712000.0,nan
15:22:47,e941,1,2935.212646,92.989037,0,0,-56,15,15,310,275,1024,1,0,0,81,2217,0.10987,26,60568874,16354,38,0.05899,15,664350856,664156176,164072/11521/1788/87,1246806/16967/6333/59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,1714168.7272727273,127.05295019060652,2940000.0,2532000.0,nan
15:22:48,e941,1,2972.950439,93.692299,0,0,-57,12,15,300,265,1017,1,0,0,81,2218,0.05963,26,60720309,16384,38,0.06057,15,665939641,665745921,164406/11532/1789/88,1247286/16997/6363/59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,2094581.3452513968,158.91492591713958,1512000.0,1356000.0,nan
15:22:49,e941,1,2981.84668,83.248016,0,0,-58,8,15,270,275,1021,1,0,0,82,2224,0.14548,23,60843481,16430,39,0.11033,15,667372775,667169391,164688/11585/1795/89,1247712/17041/6407/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,2544487.34213198,182.6860204339027,3192000.0,2460000.0,nan
15:22:50,e941,1,3004.96167,76.110809,0,0,-59,5,15,300,275,1024,1,0,0,82,2229,0.06323,23,60955061,16464,40,0.08498,15,668933975,668727646,164979/11591/1797/89,1248184/17074/6439/61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,3024821.065326634,215.12350450482285,3408000.0,2340000.0,nan
15:22:51,e941,1,3022.321533,80.336716,0,0,-59,1,15,260,275,1024,1,0,0,83,2236,0.1077,26,61086098,16499,41,0.07694,15,670479305,670267217,165275/11630/1802/90,1248651/17108/6474/62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,3507880.1035120143,243.38985339249717,5280000.0,2436000.0,nan
15:22:52,e941,1,3038.297852,88.585487,0,0,-58,14,15,280,280,1031,1,0,0,83,2243,0.12679,26,61239336,16529,41,0.06656,15,672085499,671873411,165607/11671/1807/90,1249139/17137/6503/62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,4230086.575075988,278.9660614415219,2808000.0,2460000.0,nan
