timestamp,rsrp,bler,mcs
0.0,-61,0.00758,28
1.0,-62,0.40341,19
2.0,-59,0.14066,10
3.0,-50,0.04905,11
4.0,-50,0.01812,21
5.0,-86,0.17761,26
6.0,-51,0.09417,21
7.0,-56,0.03979,25
8.0,-52,0.12474,22
9.0,-51,0.04781,23
10.0,-50,0.13946,23
11.0,-55,0.0688,23
12.0,-58,0.08911,24
13.0,-52,0.0897,24
14.0,-53,0.0706,24
15.0,-97,0.06982,24
16.0,-60,0.08355,24
17.0,-54,0.08668,24
18.0,-53,0.04732,25
19.0,-52,0.06425,25
20.0,-65,0.11722,25
21.0,-61,0.10121,25
22.0,-52,0.09829,25
23.0,-72,0.11085,25
24.0,-96,0.08237,25
25.0,-61,0.07693,25
26.0,-51,0.08385,25
27.0,-63,0.12084,25
28.0,-57,0.09818,25
29.0,-52,0.11316,25
30.0,-63,0.07296,25
31.0,-65,0.07898,25
32.0,-66,0.0552,25
33.0,-52,0.12906,22
34.0,-51,0.05654,23
35.0,-55,0.08032,23
36.0,-60,0.08309,24
37.0,-53,0.08208,24
38.0,-54,0.13652,24
39.0,-68,0.11305,24
40.0,-61,0.11893,24
41.0,-55,0.09925,24
42.0,-56,0.04672,25
43.0,-61,0.12345,22
44.0,-56,0.04305,24
45.0,-57,0.07667,25
46.0,-58,0.08079,25
47.0,-57,0.09553,25
48.0,-55,0.16436,23
49.0,-56,0.06866,23
50.0,-55,0.09558,23
51.0,-56,0.08212,23
52.0,-56,0.0601,23
53.0,-56,0.0875,24
54.0,-56,0.11368,23
55.0,-74,0.11472,23
56.0,-56,0.09266,21
57.0,-55,0.04367,23
58.0,-55,0.12235,23
59.0,-55,0.12177,23
60.0,-55,0.14362,23
61.0,-55,0.10762,23
62.0,-59,0.0767,23
63.0,-56,0.05935,24
64.0,-55,0.11275,21
65.0,-54,0.04654,22
66.0,-54,0.13474,21
67.0,-54,0.06111,21
68.0,-54,0.06557,22
69.0,-54,0.11645,22
70.0,-53,0.1092,20
71.0,-53,0.05329,20
72.0,-52,0.08189,22
73.0,-52,0.10901,22
74.0,-52,0.11388,22
75.0,-52,0.12006,21
76.0,-52,0.08755,21
77.0,-52,0.1301,19
78.0,-52,0.05496,19
79.0,-52,0.08715,20
80.0,-51,0.12897,20
81.0,-51,0.09791,18
82.0,-53,0.0563,20
83.0,-52,0.10121,20
84.0,-52,0.11262,20
85.0,-52,0.08329,20
86.0,-52,0.08919,20
87.0,-53,0.0475,21
88.0,-53,0.095,20
89.0,-53,0.05446,21
90.0,-52,0.09603,22
91.0,-53,0.13752,20
92.0,-54,0.08148,20
93.0,-54,0.08681,20
94.0,-54,0.10205,20
95.0,-54,0.05204,20
96.0,-54,0.10768,22
97.0,-54,0.12808,22
98.0,-54,0.0763,22
99.0,-57,0.08011,22
100.0,-55,0.1404,21
