1133353.7591541244,1193344.812274447,792.015509625448,805.0082253490061
1147721.0452105096,1207251.4449080676,778.5215302081638,791.3400746337295
3687839.5366668957,3786316.0100527857,396.0345490118083,400.56223664339007
1126519.9087080362,1182510.2695097856,798.9574753133924,811.7971780127983
1140122.0598764508,1196701.8609156283,789.7764268871613,801.9303252342988
1124380.9292020951,1179840.5727741895,803.2927521071985,815.8791435903669
1131739.398785825,1193916.2051745714,785.5734271750548,798.5756838578079
4461965.1621426195,4609637.38258899,360.85908627842673,364.8233432967884
4471084.878950804,4612207.526615798,354.09703977727474,357.9623794886144
4421448.337789216,4568810.588652137,363.1505841050204,367.13381145721434
