('192.168.70.129', 51502, '12.1.1.157', 10001);('192.168.70.129', 51502, '12.1.1.157', 10001);('192.168.70.129', 51502, '12.1.1.157', 10001);('192.168.70.129', 51504, '12.1.1.157', 10001);('192.168.70.129', 51504, '12.1.1.157', 10001);('192.168.70.129', 51504, '12.1.1.157', 10001);('192.168.70.132', 36954, '192.168.70.131', 3306);('192.168.70.132', 36954, '192.168.70.131', 3306);('192.168.70.132', 36954, '192.168.70.131', 3306);
;;;163521.856969;1109.0;1087.0;;;;
;;;163521.960795;1109.0;1087.0;;;;
;;;163522.064559;1109.0;1087.0;;;;
;;;163522.168315;1109.0;1087.0;;;;
;;;163522.272117;1110.0;1087.0;;;;
;;;163522.375984;1110.0;1087.0;;;;
;;;163522.479794;1110.0;1087.0;;;;
;;;163522.583617;1110.0;1087.0;;;;
;;;163522.687449;1111.0;1087.0;;;;
;;;163522.7913;1111.0;1087.0;;;;
;;;163522.895093;1111.0;1087.0;;;;
;;;163522.999138;1111.0;1087.0;;;;
;;;163523.103384;1111.0;1087.0;;;;
;;;163523.207667;1112.0;1087.0;;;;
;;;163523.312742;1112.0;1087.0;;;;
;;;163523.416906;1112.0;1087.0;;;;
;;;163523.521212;1112.0;1087.0;;;;
;;;163523.625377;1112.0;1087.0;;;;
;;;163523.730132;1113.0;1087.0;;;;
;;;163523.834122;1113.0;1087.0;;;;
;;;163523.93818;1113.0;1087.0;;;;
;;;163524.042171;1113.0;1087.0;;;;
;;;163524.146149;1113.0;1087.0;;;;
;;;163524.249952;1114.0;1087.0;;;;
;;;163524.353997;1114.0;1087.0;;;;
;;;163524.457867;1114.0;1087.0;;;;
;;;163524.561649;1114.0;1087.0;;;;
;;;163524.665382;1114.0;1087.0;;;;
;;;163524.769141;1114.0;1087.0;;;;
;;;163524.87289;1115.0;1087.0;;;;
;;;163524.976622;1115.0;1087.0;;;;
;;;163525.080509;1115.0;1087.0;;;;
;;;163525.184335;1115.0;1087.0;;;;
;;;163525.288294;1115.0;1087.0;;;;
;;;163525.392198;1116.0;1087.0;;;;
;;;163525.496025;1116.0;1087.0;;;;
;;;163525.600654;1116.0;1087.0;;;;
;;;163525.704694;1116.0;1087.0;;;;
;;;163525.808652;1117.0;1087.0;;;;
;;;163525.913048;1117.0;1087.0;;;;
;;;163526.01754;1117.0;1087.0;;;;
;;;163526.121829;1117.0;1087.0;;;;
;;;163526.225764;1117.0;1087.0;;;;
;;;163526.33638;1118.0;1087.0;;;;
;;;163526.440596;1118.0;1087.0;;;;
;;;163526.545037;1118.0;1087.0;;;;
;;;163526.648829;1118.0;1087.0;;;;
;;;163526.752635;1119.0;1087.0;;;;
;;;163526.856445;1119.0;1087.0;;;;
;;;163526.961333;1119.0;1087.0;;;;
;;;163527.065156;1119.0;1087.0;;;;
;;;163527.169437;1120.0;1087.0;;;;
;;;163527.273796;1120.0;1087.0;;;;
;;;163527.377771;1120.0;1087.0;;;;
;;;163527.4818;1120.0;1087.0;;;;
;;;163527.585814;1120.0;1087.0;;;;
;;;163527.689967;1120.0;1087.0;;;;
;;;163527.795005;1121.0;1087.0;;;;
;;;163527.898884;1121.0;1087.0;;;;
;;;163528.002894;1121.0;1087.0;;;;
;;;163528.108051;1121.0;1087.0;;;;
;;;163528.212108;1121.0;1087.0;;;;
;;;163528.315962;1121.0;1087.0;;;;
;;;163528.419766;1122.0;1087.0;;;;
;;;163528.523604;1122.0;1087.0;;;;
;;;163528.627408;1122.0;1087.0;;;;
;;;163528.731277;1122.0;1087.0;;;;
;;;163528.835069;1122.0;1087.0;;;;
;;;163528.938847;1123.0;1087.0;;;;
;;;163529.04284;1123.0;1087.0;;;;
;;;163529.146628;1123.0;1087.0;;;;
;;;163529.250395;1123.0;1087.0;;;;
;;;163529.354169;1123.0;1087.0;;;;
;;;163529.457938;1123.0;1087.0;;;;
;;;163529.561718;1123.0;1087.0;;;;
;;;163529.665486;1124.0;1087.0;;;;
;;;163529.769332;1124.0;1087.0;;;;
;;;163529.873108;1124.0;1087.0;;;;
;;;163529.976963;1124.0;1087.0;;;;
;;;163530.080792;1124.0;1087.0;;;;
;;;163530.184585;1124.0;1087.0;;;;
;;;163530.288361;1125.0;1087.0;;;;
;;;163530.392152;1125.0;1087.0;;;;
;;;163530.495911;1125.0;1087.0;;;;
;;;163530.599747;1125.0;1087.0;;;;
;;;163530.703593;1125.0;1087.0;;;;
;;;163530.807411;1125.0;1087.0;;;;
;;;163530.911182;1126.0;1087.0;;;;
;;;163531.015016;1126.0;1087.0;;;;
;;;163531.118834;1126.0;1087.0;;;;
;;;163531.222671;1126.0;1087.0;;;;
;;;163531.327224;1126.0;1087.0;;;;
;;;163531.431716;1127.0;1087.0;;;;
;;;163531.535632;1127.0;1087.0;;;;
;;;163531.639461;1127.0;1087.0;;;;
;;;163531.743265;1127.0;1087.0;;;;
;;;163531.847114;1127.0;1087.0;;;;
;;;163531.950888;1127.0;1087.0;;;;
;;;163532.05466;1128.0;1087.0;;;;
;;;163532.158426;1128.0;1087.0;;;;
;;;163532.262213;1128.0;1087.0;;;;
;;;163532.366009;1128.0;1087.0;;;;
;;;163532.46979;1129.0;1087.0;;;;
;;;163532.573614;1129.0;1087.0;;;;
;;;163532.677493;1129.0;1087.0;;;;
;;;163532.78132;1130.0;1087.0;;;;
;;;163532.885146;1130.0;1087.0;;;;
;;;163532.988964;1130.0;1087.0;;;;
;;;163533.092774;1130.0;1087.0;;;;
;;;163533.196602;1131.0;1087.0;;;;
;;;163533.300425;1131.0;1087.0;;;;
;;;163533.404251;1131.0;1087.0;;;;
;;;163533.50807;1132.0;1087.0;;;;
;;;163533.611862;1132.0;1087.0;;;;
;;;163533.716106;1132.0;1087.0;;;;
;;;163533.820121;1132.0;1087.0;;;;
;;;163533.924212;1133.0;1087.0;;;;
;;;163534.028049;1133.0;1087.0;;;;
;;;163534.131872;1133.0;1087.0;;;;
;;;163534.235645;1133.0;1087.0;;;;
;;;163534.339417;1134.0;1087.0;;;;
;;;163534.443236;1134.0;1087.0;;;;
;;;163534.547015;1134.0;1087.0;;;;
;;;163534.650794;1134.0;1087.0;;;;
;;;163534.754602;1135.0;1087.0;;;;
;;;163534.858379;1135.0;1087.0;;;;
;;;163534.962142;1135.0;1087.0;;;;
;;;163535.065942;1135.0;1087.0;;;;
;;;163535.169742;1135.0;1087.0;;;;
;;;163535.273511;1135.0;1087.0;;;;
;;;163535.377293;1136.0;1087.0;;;;
;;;163535.481095;1136.0;1087.0;;;;
;;;163535.584898;1136.0;1087.0;;;;
;;;163535.688715;1136.0;1087.0;;;;
;;;163535.79252;1136.0;1087.0;;;;
;;;163535.896308;1136.0;1087.0;;;;
;;;163536.000177;1136.0;1087.0;;;;
;;;163536.103988;1137.0;1087.0;;;;
;;;163536.20777;1137.0;1087.0;;;;
;;;163536.316689;1137.0;1087.0;;;;
;;;163536.420571;1137.0;1087.0;;;;
;;;163536.524371;1137.0;1087.0;;;;
;;;163536.62816;1137.0;1087.0;;;;
;;;163536.731973;1137.0;1087.0;;;;
;;;163536.835774;1138.0;1087.0;;;;
;;;163536.93954;1138.0;1087.0;;;;
;;;163537.043342;1138.0;1087.0;;;;
;;;163537.147108;1138.0;1087.0;;;;
;;;163537.251106;1138.0;1087.0;;;;
;;;163537.355375;1138.0;1087.0;;;;
;;;163537.459275;1138.0;1087.0;;;;
;;;163537.563094;1139.0;1087.0;;;;
;;;163537.666902;1139.0;1087.0;;;;
;;;163537.77075;1139.0;1087.0;;;;
;;;163537.874556;1139.0;1087.0;;;;
;;;163537.978453;1139.0;1087.0;;;;
;;;163538.082346;1139.0;1087.0;;;;
;;;163538.186171;1140.0;1087.0;;;;
;;;163538.289985;1140.0;1087.0;;;;
;;;163538.393849;1140.0;1087.0;;;;
;;;163538.497659;1140.0;1087.0;;;;
;;;163538.601482;1140.0;1087.0;;;;
;;;163538.705918;1140.0;1087.0;;;;
;;;163538.810413;1140.0;1087.0;;;;
;;;163538.914345;1141.0;1087.0;;;;
;;;163539.01818;1141.0;1087.0;;;;
;;;163539.122028;1141.0;1087.0;;;;
;;;163539.225856;1141.0;1087.0;;;;
;;;163539.329708;1142.0;1087.0;;;;
;;;163539.433542;1142.0;1087.0;;;;
;;;163539.537357;1142.0;1087.0;;;;
;;;163539.641149;1142.0;1087.0;;;;
;;;163539.744953;1142.0;1087.0;;;;
;;;163539.848728;1143.0;1087.0;;;;
;;;163539.952496;1143.0;1087.0;;;;
;;;163540.056283;1143.0;1087.0;;;;
;;;163540.160138;1143.0;1087.0;;;;
;;;163540.263957;1144.0;1087.0;;;;
;;;163540.367719;1144.0;1087.0;;;;
;;;163540.471622;1144.0;1087.0;;;;
;;;163540.57546;1145.0;1087.0;;;;
;;;163540.679266;1145.0;1087.0;;;;
;;;163540.783049;1145.0;1087.0;;;;
;;;163540.886826;1145.0;1087.0;;;;
;;;163540.990607;1145.0;1087.0;;;;
;;;163541.094459;1146.0;1087.0;;;;
;;;163541.198292;1146.0;1087.0;;;;
;;;163541.302129;1146.0;1087.0;;;;
;;;163541.416835;1147.0;1087.0;;;;
;;;163541.520807;1147.0;1087.0;;;;
;;;163541.625124;1147.0;1087.0;;;;
;;;163541.729125;1148.0;1087.0;;;;
;;;163541.833407;1148.0;1087.0;;;;
;;;163541.937245;1148.0;1087.0;;;;
;;;163542.041766;1149.0;1087.0;;;;
;;;163542.145624;1149.0;1087.0;;;;
;;;163542.249533;1149.0;1087.0;;;;
;;;163542.354239;1149.0;1087.0;;;;
;;;163542.458858;1150.0;1087.0;;;;
;;;163542.562699;1150.0;1087.0;;;;
;;;163542.666621;1150.0;1087.0;;;;
;;;163542.772649;1150.0;1087.0;;;;
;;;163542.876805;1151.0;1087.0;;;;
;;;163542.980884;1151.0;1087.0;;;;
;;;163543.08491;1151.0;1087.0;;;;
;;;163543.189143;1152.0;1087.0;;;;
;;;163543.294177;1152.0;1087.0;;;;
;;;163543.398101;1152.0;1087.0;;;;
;;;163543.502204;1153.0;1087.0;;;;
;;;163543.60626;1153.0;1087.0;;;;
;;;163543.710168;1153.0;1087.0;;;;
;;;163543.814026;1153.0;1087.0;;;;
;;;163543.917856;1154.0;1087.0;;;;
;;;163544.021652;1154.0;1087.0;;;;
;;;163544.125428;1154.0;1087.0;;;;
;;;163544.22919;1154.0;1087.0;;;;
;;;163544.33302;1155.0;1087.0;;;;
;;;163544.436822;1155.0;1087.0;;;;
;;;163544.540587;1155.0;1087.0;;;;
;;;163544.644352;1155.0;1087.0;;;;
;;;163544.748119;1156.0;1087.0;;;;
;;;163544.851847;1156.0;1087.0;;;;
;;;163544.955637;1156.0;1087.0;;;;
;;;163545.059424;1156.0;1087.0;;;;
;;;163545.163171;1157.0;1087.0;;;;
;;;163545.266992;1157.0;1087.0;;;;
;;;163545.370751;1157.0;1087.0;;;;
;;;163545.474568;1157.0;1087.0;;;;
;;;163545.578487;1157.0;1087.0;;;;
;;;163545.682303;1157.0;1087.0;;;;
;;;163545.786101;1158.0;1087.0;;;;
;;;163545.889914;1158.0;1087.0;;;;
;;;163545.993694;1158.0;1087.0;;;;
;;;163546.097521;1158.0;1087.0;;;;
;;;163546.201401;1158.0;1087.0;;;;
;;;163546.305254;1158.0;1087.0;;;;
;;;163546.416635;1159.0;1087.0;;;;
;;;163546.520494;1159.0;1087.0;;;;
;;;163546.624445;1159.0;1087.0;;;;
;;;163546.72821;1159.0;1087.0;;;;
;;;163546.831951;1159.0;1087.0;;;;
;;;163546.935709;1160.0;1087.0;;;;
;;;163547.039446;1160.0;1087.0;;;;
;;;163547.14319;1160.0;1087.0;;;;
;;;163547.246912;1160.0;1087.0;;;;
;;;163547.350634;1160.0;1087.0;;;;
;;;163547.454956;1161.0;1087.0;;;;
;;;163547.559134;1161.0;1087.0;;;;
;;;163547.663085;1161.0;1087.0;;;;
;;;163547.766901;1161.0;1087.0;;;;
;;;163547.87101;1162.0;1087.0;;;;
;;;163547.97487;1162.0;1087.0;;;;
;;;163548.078856;1162.0;1087.0;;;;
;;;163548.182746;1162.0;1087.0;;;;
;;;163548.286625;1163.0;1087.0;;;;
;;;163548.390598;1163.0;1087.0;;;;
;;;163548.494454;1163.0;1087.0;;;;
;;;163548.598251;1163.0;1087.0;;;;
;;;163548.702094;1163.0;1087.0;;;;
;;;163548.80591;1164.0;1087.0;;;;
;;;163548.909749;1164.0;1087.0;;;;
;;;163549.013821;1164.0;1087.0;;;;
;;;163549.117856;1165.0;1087.0;;;;
;;;163549.221814;1165.0;1087.0;;;;
;;;163549.325812;1165.0;1087.0;;;;
;;;163549.429673;1166.0;1087.0;;;;
;;;163549.533758;1166.0;1087.0;;;;
;;;163549.63768;1166.0;1087.0;;;;
;;;163549.741559;1166.0;1087.0;;;;
;;;163549.84539;1167.0;1087.0;;;;
;;;163549.949246;1167.0;1087.0;;;;
;;;163550.053091;1167.0;1087.0;;;;
;;;163550.156985;1167.0;1087.0;;;;
;;;163550.260873;1168.0;1087.0;;;;
;;;163550.364742;1168.0;1087.0;;;;
;;;163550.46862;1168.0;1087.0;;;;
;;;163550.572459;1168.0;1087.0;;;;
;;;163550.676304;1169.0;1087.0;;;;
;;;163550.780161;1169.0;1087.0;;;;
;;;163550.884032;1169.0;1087.0;;;;
;;;163550.987924;1169.0;1087.0;;;;
;;;163551.091842;1170.0;1087.0;;;;
;;;163551.195897;1170.0;1087.0;;;;
;;;163551.299882;1170.0;1087.0;;;;
;;;163551.403808;1170.0;1087.0;;;;
;;;163551.516567;1171.0;1087.0;;;;
;;;163551.620479;1171.0;1087.0;;;;
;;;163551.724369;1171.0;1087.0;;;;
;;;163551.828692;1172.0;1087.0;;;;
;;;163551.932872;1172.0;1087.0;;;;
;;;163552.036813;1172.0;1087.0;;;;
;;;163552.141191;1172.0;1087.0;;;;
;;;163552.245272;1173.0;1087.0;;;;
;;;163552.34918;1173.0;1087.0;;;;
;;;163552.453167;1173.0;1087.0;;;;
;;;163552.557012;1173.0;1087.0;;;;
;;;163552.660924;1173.0;1087.0;;;;
;;;163552.765199;1174.0;1087.0;;;;
;;;163552.869113;1174.0;1087.0;;;;
;;;163552.973012;1174.0;1087.0;;;;
;;;163553.076881;1175.0;1087.0;;;;
;;;163553.180697;1175.0;1087.0;;;;
;;;163553.284548;1175.0;1087.0;;;;
;;;163553.388349;1176.0;1087.0;;;;
;;;163553.492137;1176.0;1087.0;;;;
;;;163553.595912;1176.0;1087.0;;;;
;;;163553.699877;1176.0;1087.0;;;;
;;;163553.803754;1177.0;1087.0;;;;
;;;163553.907575;1177.0;1087.0;;;;
;;;163554.011348;1177.0;1087.0;;;;
;;;163554.115119;1177.0;1087.0;;;;
;;;163554.219047;1178.0;1087.0;;;;
;;;163554.322855;1178.0;1087.0;;;;
;;;163554.426662;1178.0;1087.0;;;;
;;;163554.530468;1178.0;1087.0;;;;
;;;163554.634246;1179.0;1087.0;;;;
;;;163554.73812;1179.0;1087.0;;;;
;;;163554.842099;1179.0;1087.0;;;;
;;;163554.946022;1179.0;1087.0;;;;
;;;163555.049876;1179.0;1087.0;;;;
;;;163555.153749;1180.0;1087.0;;;;
;;;163555.257571;1180.0;1087.0;;;;
;;;163555.361357;1180.0;1087.0;;;;
;;;163555.465152;1180.0;1087.0;;;;
;;;163555.569018;1180.0;1087.0;;;;
;;;163555.672836;1181.0;1087.0;;;;
;;;163555.776655;1181.0;1087.0;;;;
;;;163555.880416;1181.0;1087.0;;;;
;;;163555.984193;1181.0;1087.0;;;;
;;;163556.088041;1181.0;1087.0;;;;
;;;163556.191853;1182.0;1087.0;;;;
;;;163556.295663;1182.0;1087.0;;;;
;;;163556.399419;1182.0;1087.0;;;;
;;;163556.50318;1182.0;1087.0;;;;
;;;163556.61654;1183.0;1087.0;;;;
;;;163556.720374;1183.0;1087.0;;;;
;;;163556.824242;1183.0;1087.0;;;;
;;;163556.928332;1183.0;1087.0;;;;
;;;163557.033499;1184.0;1087.0;;;;
;;;163557.137956;1184.0;1087.0;;;;
;;;163557.242887;1184.0;1087.0;;;;
;;;163557.347496;1185.0;1087.0;;;;
;;;163557.452157;1185.0;1087.0;;;;
;;;163557.557207;1185.0;1087.0;;;;
;;;163557.662203;1185.0;1087.0;;;;
;;;163557.767226;1186.0;1087.0;;;;
;;;163557.872171;1186.0;1087.0;;;;
;;;163557.976086;1186.0;1087.0;;;;
;;;163558.07997;1186.0;1087.0;;;;
;;;163558.183798;1187.0;1087.0;;;;
;;;163558.288387;1187.0;1087.0;;;;
;;;163558.392255;1187.0;1087.0;;;;
;;;163558.496134;1187.0;1087.0;;;;
;;;163558.599991;1188.0;1087.0;;;;
;;;163558.704095;1188.0;1087.0;;;;
;;;163558.808531;1188.0;1087.0;;;;
;;;163558.912456;1188.0;1087.0;;;;
;;;163559.016607;1189.0;1087.0;;;;
;;;163559.121688;1189.0;1087.0;;;;
;;;163559.225772;1189.0;1087.0;;;;
;;;163559.329622;1189.0;1087.0;;;;
;;;163559.433473;1189.0;1087.0;;;;
;;;163559.537295;1189.0;1087.0;;;;
;;;163559.641169;1190.0;1087.0;;;;
;;;163559.745003;1190.0;1087.0;;;;
;;;163559.848819;1190.0;1087.0;;;;
;;;163559.95261;1190.0;1087.0;;;;
;;;163600.056414;1190.0;1087.0;;;;
;;;163600.160225;1191.0;1087.0;;;;
;;;163600.26411;1191.0;1087.0;;;;
;;;163600.368238;1191.0;1087.0;;;;
;;;163600.472059;1191.0;1087.0;;;;
;;;163600.575893;1191.0;1087.0;;;;
;;;163600.679708;1191.0;1087.0;;;;
;;;163600.78349;1192.0;1087.0;;;;
;;;163600.887311;1192.0;1087.0;;;;
;;;163600.991318;1192.0;1087.0;;;;
;;;163601.095202;1193.0;1087.0;;;;
;;;163601.199069;1193.0;1087.0;;;;
;;;163601.302896;1193.0;1087.0;;;;
;;;163601.406713;1193.0;1087.0;;;;
;;;163601.510529;1194.0;1087.0;;;;
;;;163601.624879;1194.0;1087.0;;;;
;;;163601.728891;1194.0;1087.0;;;;
;;;163601.832895;1195.0;1087.0;;;;
;;;163601.936738;1195.0;1087.0;;;;
;;;163602.040568;1195.0;1087.0;;;;
;;;163602.144508;1195.0;1087.0;;;;
;;;163602.248412;1195.0;1087.0;;;;
;;;163602.352264;1196.0;1087.0;;;;
;;;163602.456148;1196.0;1087.0;;;;
;;;163602.559979;1196.0;1087.0;;;;
;;;163602.663847;1196.0;1087.0;;;;
;;;163602.767744;1197.0;1087.0;;;;
;;;163602.871675;1197.0;1087.0;;;;
;;;163602.975743;1197.0;1087.0;;;;
;;;163603.07957;1197.0;1087.0;;;;
;;;163603.183387;1197.0;1087.0;;;;
;;;163603.287177;1198.0;1087.0;;;;
;;;163603.390991;1198.0;1087.0;;;;
;;;163603.494786;1198.0;1087.0;;;;
;;;163603.598595;1198.0;1087.0;;;;
;;;163603.70304;1198.0;1087.0;;;;
;;;163603.807376;1198.0;1087.0;;;;
;;;163603.911451;1198.0;1087.0;;;;
;;;163604.015582;1199.0;1087.0;;;;
;;;163604.11945;1199.0;1087.0;;;;
;;;163604.224015;1199.0;1087.0;;;;
;;;163604.328494;1199.0;1087.0;;;;
;;;163604.43251;1199.0;1087.0;;;;
;;;163604.536354;1199.0;1087.0;;;;
;;;163604.640197;1200.0;1087.0;;;;
;;;163604.744054;1200.0;1087.0;;;;
