('192.168.70.129', 54764, '12.1.1.154', 10000);('192.168.70.129', 54764, '12.1.1.154', 10000);('192.168.70.129', 54764, '12.1.1.154', 10000);('192.168.70.129', 58358, '12.1.1.154', 10001);('192.168.70.129', 58358, '12.1.1.154', 10001);('192.168.70.129', 58358, '12.1.1.154', 10001);('192.168.70.129', 58360, '12.1.1.154', 10001);('192.168.70.129', 58360, '12.1.1.154', 10001);('192.168.70.129', 58360, '12.1.1.154', 10001);('192.168.70.129', 54770, '12.1.1.154', 10000);('192.168.70.129', 54770, '12.1.1.154', 10000);('192.168.70.129', 54770, '12.1.1.154', 10000);
;;;;;;54728.115939;17.0;0;54728.115939;10.0;0;
;;;;;;54728.219857;39.0;0;54728.219857;27.0;0;
;;;;;;54728.32391;69.0;0;54728.32391;30.0;30.0;
;;;;;;54728.427949;94.0;0;54728.427949;31.0;30.0;
;;;;;;54728.531969;150.0;0;54728.531969;32.0;30.0;
;;;;;;54728.635896;183.0;0;54728.635896;33.0;30.0;
;;;;;;54728.739833;258.0;0;54728.739833;33.0;30.0;
;;;;;;54728.8438;298.0;0;54728.8438;35.0;30.0;
;;;;;;54728.947639;340.0;0;54728.947639;35.0;30.0;
;;;;;;54729.051648;395.0;0;54729.051648;35.0;30.0;
;;;;;;54729.155558;495.0;0;54729.155558;35.0;30.0;
;;;;;;54729.25953;587.0;0;54729.25953;35.0;30.0;
;;;;;;54729.36356;655.0;0;54729.36356;36.0;30.0;
;;;;;;54729.467507;709.0;0;54729.467507;36.0;30.0;
;;;;;;54729.571412;775.0;0;54729.571412;36.0;30.0;
;;;;;;54729.675293;898.0;0;54729.675293;36.0;30.0;
;;;;;;54729.779252;986.0;0;54729.779252;36.0;30.0;
;;;;;;54729.883272;1072.0;0;54729.883272;36.0;30.0;
;;;;;;54729.987313;1162.0;0;54729.987313;36.0;30.0;
;;;;;;54730.091374;1200.0;0;54730.091374;38.0;30.0;
;;;;;;54730.195389;1291.0;0;54730.195389;38.0;30.0;
;;;;;;54730.299407;1340.0;0;54730.299407;38.0;30.0;
;;;;;;54730.403228;1420.0;0;54730.403228;38.0;30.0;
;;;;;;54730.507166;1492.0;0;54730.507166;38.0;30.0;
;;;;;;54730.611087;1575.0;0;54730.611087;38.0;30.0;
;;;;;;54730.714954;1635.0;0;54730.714954;38.0;30.0;
;;;;;;54730.818963;1721.0;0;54730.818963;38.0;30.0;
;;;;;;54730.92301;1789.0;0;54730.92301;38.0;30.0;
;;;;;;54731.03654;1861.0;0;54731.03654;38.0;30.0;
;;;;;;54731.140437;1933.0;0;54731.140437;38.0;30.0;
;;;;;;54731.244251;1993.0;0;54731.244251;38.0;30.0;
;;;;;;54731.348273;2067.0;0;54731.348273;38.0;30.0;
;;;;;;54731.452122;2129.0;0;54731.452122;38.0;30.0;
;;;;;;54731.555964;2199.0;0;54731.555964;39.0;30.0;
;;;;;;54731.659862;2267.0;0;54731.659862;39.0;30.0;
;;;;;;54731.763896;2329.0;0;54731.763896;39.0;30.0;
;;;;;;54731.867767;2363.0;0;54731.867767;44.0;30.0;
;;;;;;54731.971771;2427.0;0;54731.971771;45.0;30.0;
;;;;;;54732.075802;2499.0;0;54732.075802;45.0;30.0;
;;;;;;54732.179703;2563.0;0;54732.179703;45.0;30.0;
;;;;;;54732.283738;2625.0;0;54732.283738;45.0;30.0;
;;;;;;54732.387594;2687.0;0;54732.387594;45.0;30.0;
;;;;;;54732.49153;2755.0;0;54732.49153;45.0;30.0;
;;;;;;54732.595385;2823.0;0;54732.595385;45.0;30.0;
;;;;;;54732.699375;2887.0;0;54732.699375;45.0;30.0;
;;;;;;54732.803199;2949.0;0;54732.803199;45.0;30.0;
;;;;;;54732.907249;3023.0;0;54732.907249;45.0;30.0;
;;;;;;54733.011512;3093.0;0;54733.011512;45.0;30.0;
;;;;;;54733.116076;3155.0;0;54733.116076;45.0;30.0;
;;;;;;54733.220237;3227.0;0;54733.220237;45.0;30.0;
;;;;;;54733.324419;3291.0;0;54733.324419;45.0;30.0;
;;;;;;54733.428371;3361.0;0;54733.428371;45.0;30.0;
;;;;;;54733.532215;3425.0;0;54733.532215;45.0;30.0;
;;;;;;54733.636053;3492.0;0;54733.636053;45.0;30.0;
;;;;;;54733.740014;3556.0;0;54733.740014;45.0;30.0;
;;;;;;54733.844176;3626.0;0;54733.844176;45.0;30.0;
;;;;;;54733.948246;3670.0;0;54733.948246;45.0;30.0;
;;;;;;54734.052343;3756.0;0;54734.052343;45.0;30.0;
;;;;;;54734.156264;3820.0;0;54734.156264;45.0;30.0;
;;;;;;54734.260351;3890.0;0;54734.260351;45.0;30.0;
;;;;;;54734.364387;3956.0;0;54734.364387;45.0;30.0;
;;;;;;54734.468208;1831.0;1980.0;54734.468208;45.0;30.0;
;;;;;;54734.572113;1831.0;1980.0;54734.572113;45.0;30.0;
;;;;;;54734.675985;1802.0;1980.0;54734.675985;68.0;30.0;
;;;;;;54734.780043;1743.0;1980.0;54734.780043;68.0;30.0;
;;;;;;54734.883896;1702.0;1980.0;54734.883896;68.0;30.0;
;;;;;;54734.987869;1643.0;1980.0;54734.987869;68.0;30.0;
;;;;;;54735.091895;1597.0;1980.0;54735.091895;68.0;30.0;
;;;;;;54735.195728;1520.0;1980.0;54735.195728;68.0;30.0;
;;;;;;54735.299581;1471.0;1980.0;54735.299581;68.0;30.0;
;;;;;;54735.403463;1408.0;1980.0;54735.403463;68.0;30.0;
;;;;;;54735.507463;1355.0;1980.0;54735.507463;68.0;30.0;
;;;;;;54735.611453;1326.0;1980.0;54735.611453;68.0;30.0;
;;;;;;54735.715463;1036.0;1980.0;54735.715463;68.0;30.0;
;;;;;;54735.819522;1036.0;1980.0;54735.819522;68.0;30.0;
;;;;;;54735.923441;1036.0;1980.0;54735.923441;68.0;30.0;
;;;;;;54736.027431;1036.0;1980.0;54736.027431;68.0;30.0;
;;;;;;54736.14009;1029.0;1980.0;54736.14009;68.0;30.0;
;;;;;;54736.244143;979.0;1980.0;54736.244143;68.0;30.0;
