Throughput;Throughput;Sending Rate;Sending Rate;
0.04157686233520508;0.5196240680556921;0.04157686233520508;0.5179854858998616;
0.2415769100189209;0.5001894353301783;0.2415769100189209;0.50019466614018;
0.4415769577026367;0.5;0.4415769577026367;0.5;
0.6415770053863525;0.5;0.6415770053863525;0.5;
0.8415770530700684;0.5;0.8415770530700684;0.5;
1.0415771007537842;0.5;1.0415771007537842;0.5;
1.2415771484375;0.5;1.2415771484375;0.5;
1.4415771961212158;0.5;1.4415771961212158;0.5;
1.6415772438049316;0.5;1.6415772438049316;0.5;
1.8415772914886475;0.5;1.8415772914886475;0.5;
2.0415773391723633;0.5;2.0415773391723633;0.5;
2.241577386856079;0.5;2.241577386856079;1;
2.441577434539795;0.5;2.441577434539795;0.5;
2.6415774822235107;0.5;2.6415774822235107;0.5;
2.8415775299072266;0.5;2.8415775299072266;0.5;
3.0415775775909424;0.5;3.0415775775909424;0.5;
3.241577625274658;0.5;3.241577625274658;0.5;
3.441577672958374;0.5;3.441577672958374;0.5;
3.64157772064209;0.5;3.64157772064209;0.5;
3.8415777683258057;0.5;3.8415777683258057;0.5;
4.0415778160095215;0.5;4.0415778160095215;0.5;
4.241577863693237;0.5;4.241577863693237;0.5;
4.441577911376953;0.5;4.441577911376953;0.5;
4.641577959060669;0.5;4.641577959060669;0.5;
4.841578006744385;0.5;4.841578006744385;0.5;
5.041578054428101;0.5;5.041578054428101;0.5;
5.241578102111816;0.5;5.241578102111816;0.5;
5.441578149795532;0.5;5.441578149795532;1;
5.641578197479248;0.5;5.641578197479248;0.5;
5.841578245162964;0.5;5.841578245162964;0.5;
6.04157829284668;0.5;6.04157829284668;0.5;
6.2415783405303955;0.5;6.2415783405303955;1;
6.441578388214111;0.5;6.441578388214111;0.5;
6.641578435897827;0.5;6.641578435897827;0.5;
6.841578483581543;0.5;6.841578483581543;0.5;
7.041578531265259;0.5;7.041578531265259;1;
7.241578578948975;0.5;7.241578578948975;0.5;
7.44157862663269;0.5;7.44157862663269;0.5;
7.641578674316406;0.5;7.641578674316406;1;
7.841578722000122;0.5;7.841578722000122;1;
8.041578769683838;0.5;8.041578769683838;0.5;
8.241578817367554;0.5;8.241578817367554;1;
8.44157886505127;0.5;8.44157886505127;0.5;
8.641578912734985;0.5;8.641578912734985;0.5;
8.841578960418701;0.5;8.841578960418701;1;
9.041579008102417;0.5;9.041579008102417;1;
9.241579055786133;0.5;9.241579055786133;0.5;
9.441579103469849;0.5;9.441579103469849;1;
9.641579151153564;0.5;9.641579151153564;1;
9.84157919883728;0.5;9.84157919883728;0.5;
10.041579246520996;0.5;10.041579246520996;0.5;
10.241579294204712;0.5;10.241579294204712;0.5;
10.441579341888428;0.5;10.441579341888428;0.5;
10.641579389572144;0.5;10.641579389572144;0.5;
10.84157943725586;0.5;10.84157943725586;0.5;
11.041579484939575;0.5;11.041579484939575;0.5;
11.241579532623291;0.5;11.241579532623291;0.5;
11.441579580307007;0.5;11.441579580307007;0.5;
11.641579627990723;0.5;11.641579627990723;0.5;
11.841579675674438;0.5;11.841579675674438;0.5;
12.041579723358154;0.5;12.041579723358154;0.5;
12.24157977104187;0.5;12.24157977104187;0.5;
12.441579818725586;0.5;12.441579818725586;0.5;
12.641579866409302;0.5;12.641579866409302;0.5;
12.841579914093018;0.5;12.841579914093018;0.5;
13.041579961776733;0.5;13.041579961776733;0.5;
13.24158000946045;0.5;13.24158000946045;0.5;
13.441580057144165;0.5;13.441580057144165;0.5;
13.64158010482788;0.5;13.64158010482788;0.5;
13.841580152511597;0.5;13.841580152511597;0.5;
14.041580200195312;0.5;14.041580200195312;0.5;
14.241580247879028;0.5;14.241580247879028;0.5;
14.441580295562744;0.5;14.441580295562744;0.5;
14.64158034324646;0.5;14.64158034324646;0.5;
14.841580390930176;0.5;14.841580390930176;0.5;
15.041580438613892;0.5;15.041580438613892;0.5;
15.241580486297607;0.5;15.241580486297607;0.5;
15.441580533981323;0.5;15.441580533981323;0.5;
15.641580581665039;0.5;15.641580581665039;0.5;
15.841580629348755;0.5;15.841580629348755;0.5;
16.04158067703247;0.5;16.04158067703247;0.5;
16.241580724716187;0.5;16.241580724716187;0.5;
16.441580772399902;0.5;16.441580772399902;0.5;
16.641580820083618;0.5;16.641580820083618;0.5;
16.841580867767334;0.5;16.841580867767334;0.5;
17.04158091545105;0.5;17.04158091545105;0.5;
17.241580963134766;0.5;17.241580963134766;0.5;
17.44158101081848;0.5;17.44158101081848;0.5;
17.641581058502197;0.5;17.641581058502197;0.5;
17.841581106185913;0.5;17.841581106185913;0.5;
18.04158115386963;0.5;18.04158115386963;0.5;
18.241581201553345;0.5;18.241581201553345;0.5;
18.44158124923706;0.5;18.44158124923706;0.5;
18.641581296920776;0.5;18.641581296920776;0.5;
18.841581344604492;0.5;18.841581344604492;0.5;
19.041581392288208;0.5;19.041581392288208;0.5;
19.241581439971924;0.5;19.241581439971924;0.5;
19.44158148765564;0.5;19.44158148765564;0.5;
19.641581535339355;0.5;19.641581535339355;0.5;
19.84158158302307;0.5;19.84158158302307;0.5;
20.041581630706787;0.5;20.041581630706787;0.5;
20.241581678390503;0.5;20.241581678390503;0.5;
20.44158172607422;0.5;20.44158172607422;0.5;
20.641581773757935;0.5;20.641581773757935;0.5;
20.84158182144165;0.5;20.84158182144165;0.5;
21.041581869125366;0.5;21.041581869125366;0.5;
21.241581916809082;0.5;21.241581916809082;0.5;
21.441581964492798;0.5;21.441581964492798;0.5;
21.641582012176514;0.5;21.641582012176514;0.5;
21.84158205986023;0.5;21.84158205986023;0.5;
22.041582107543945;0.5;22.041582107543945;0.5;
22.24158215522766;0.5;22.24158215522766;0.5;
22.441582202911377;0.5;22.441582202911377;0.5;
22.641582250595093;0.5;22.641582250595093;0.5;
22.84158229827881;0.5;22.84158229827881;0.5;
23.041582345962524;0.5;23.041582345962524;0.5;
23.24158239364624;0.5;23.24158239364624;0.5;
23.441582441329956;0.5;23.441582441329956;0.5;
23.641582489013672;0.5;23.641582489013672;0.5;
23.841582536697388;0.5;23.841582536697388;0.5;
24.041582584381104;0.5;24.041582584381104;0.5;
24.24158263206482;0.5;24.24158263206482;0.5;
24.441582679748535;0.5;24.441582679748535;0.5;
24.64158272743225;0.5;24.64158272743225;0.5;
24.841582775115967;0.5;24.841582775115967;0.5;
25.041582822799683;0.5;25.041582822799683;0.5;
25.2415828704834;0.5;25.2415828704834;0.5;
25.441582918167114;0.5;25.441582918167114;0.5;
25.64158296585083;0.5;25.64158296585083;0.5;
25.841583013534546;0.5;25.841583013534546;0.5;
26.04158306121826;0.5;26.04158306121826;0.5;
26.241583108901978;0.5;26.241583108901978;0.5;
26.441583156585693;0.5;26.441583156585693;0.5;
26.64158320426941;0.5;26.64158320426941;0.5;
26.841583251953125;0.5;26.841583251953125;0.5;
27.04158329963684;0.5;27.04158329963684;0.5;
27.241583347320557;0.5;27.241583347320557;0.5;
27.441583395004272;0.5;27.441583395004272;0.5;
27.64158344268799;0.5;27.64158344268799;0.5;
27.841583490371704;0.5;27.841583490371704;0.5;
28.04158353805542;0.5;28.04158353805542;0.5;
28.241583585739136;0.5;28.241583585739136;0.5;
28.44158363342285;0.5;28.44158363342285;0.5;
28.641583681106567;0.5;28.641583681106567;0.5;
28.841583728790283;0.5;28.841583728790283;0.5;
29.041583776474;0.5;29.041583776474;0.5;
29.241583824157715;0.5;29.241583824157715;0.5;
29.44158387184143;0.5;29.44158387184143;0.5;
29.641583919525146;0.5;29.641583919525146;0.5;
29.841583967208862;0.5;29.841583967208862;0.5;
30.041584014892578;0.5;30.041584014892578;0.5;
30.241584062576294;0.5;30.241584062576294;0.5;
30.44158411026001;0.5;30.44158411026001;0.5;
30.641584157943726;0.5;30.641584157943726;0.5;
30.84158420562744;0.5;30.84158420562744;0.5;
31.041584253311157;0.5;31.041584253311157;0.5;
31.241584300994873;0.5;31.241584300994873;0.5;
31.44158434867859;0.5;31.44158434867859;0.5;
31.641584396362305;0.5;31.641584396362305;0.5;
31.84158444404602;0.5;31.84158444404602;0.5;
32.041584491729736;0.5;32.041584491729736;0.5;
32.24158453941345;0.5;32.24158453941345;0.5;
32.44158458709717;0.5;32.44158458709717;0.5;
