0.0,-66
1.0,-66
2.0,-62
3.0,-54
4.0,-55
5.0,-54
6.0,-55
7.0,-55
8.0,-55
9.0,-55
10.0,-55
11.0,-55
12.0,-56
13.0,-57
14.0,-57
15.0,-58
16.0,-58
17.0,-58
18.0,-57
19.0,-57
20.0,-57
21.0,-56
22.0,-56
23.0,-56
24.0,-55
25.0,-56
26.0,-55
27.0,-56
28.0,-56
29.0,-56
30.0,-56
31.0,-56
32.0,-56
33.0,-56
34.0,-55
35.0,-56
36.0,-57
37.0,-57
38.0,-58
39.0,-57
40.0,-58
41.0,-60
42.0,-60
43.0,-60
44.0,-61
45.0,-62
46.0,-61
47.0,-61
48.0,-60
49.0,-61
50.0,-60
51.0,-60
52.0,-60
53.0,-61
54.0,-60
55.0,-60
56.0,-60
57.0,-59
58.0,-59
59.0,-60
60.0,-59
61.0,-60
62.0,-60
63.0,-60
64.0,-59
65.0,-58
66.0,-58
67.0,-62
68.0,-58
69.0,-58
70.0,-57
71.0,-57
72.0,-56
73.0,-56
74.0,-56
75.0,-56
76.0,-57
77.0,-56
78.0,0
79.0,-56
80.0,-56
81.0,-56
82.0,-57
83.0,-56
84.0,-56
85.0,-56
86.0,-57
87.0,-58
88.0,-57
89.0,-57
90.0,-57
91.0,-58
92.0,-58
93.0,-58
94.0,-58
95.0,-59
96.0,-59
97.0,-58
98.0,-59
99.0,-60
100.0,-60
