timestamp,rsrp,bler,mcs
0.0,-61,0.00579,28
1.0,-62,0.44707,21
2.0,-50,0.16165,11
3.0,-50,0.05636,11
4.0,-50,0.02204,20
5.0,-60,0.15847,23
6.0,-51,0.05955,23
7.0,-51,0.12946,23
8.0,-51,0.05941,23
9.0,-49,0.07803,23
10.0,-50,0.04931,25
11.0,-51,0.08356,25
12.0,0,0.11331,25
13.0,-63,0.10974,25
14.0,-62,0.10491,23
15.0,-68,0.06726,23
16.0,-54,0.15171,24
17.0,-76,0.13243,24
18.0,-62,0.13379,24
19.0,-51,0.15241,22
20.0,-52,0.05468,22
21.0,-52,0.10145,25
22.0,-57,0.14454,24
23.0,-51,0.12016,24
24.0,-51,0.11198,24
25.0,-51,0.10531,24
26.0,-62,0.14617,24
27.0,-52,0.12826,24
28.0,-52,0.10498,24
29.0,-52,0.06463,24
30.0,-52,0.09986,24
31.0,-54,0.10461,24
32.0,-52,0.11646,24
33.0,-51,0.11559,24
34.0,-51,0.09558,24
35.0,-51,0.0963,24
36.0,-60,0.07745,24
37.0,-59,0.10654,24
38.0,-64,0.14955,24
39.0,-53,0.07387,22
40.0,-53,0.05424,23
41.0,-55,0.15032,24
42.0,-56,0.08165,22
43.0,-77,0.05508,23
44.0,0,0.08309,24
45.0,-57,0.11552,24
46.0,-66,0.08568,24
47.0,-70,0.10808,24
48.0,-56,0.11384,22
49.0,-56,0.04255,24
50.0,-56,0.13778,24
51.0,268435407,0.08347,23
52.0,-56,0.08361,24
53.0,-56,0.12516,22
54.0,-56,0.05263,22
55.0,-56,0.11506,23
56.0,-55,0.08817,23
57.0,-55,0.10695,23
58.0,-55,0.1185,23
59.0,-55,0.12252,23
60.0,-55,0.13538,23
61.0,-55,0.07506,22
62.0,-59,0.14104,24
63.0,-59,0.09851,22
64.0,-54,0.07222,22
65.0,-54,0.0712,22
66.0,-54,0.05495,22
67.0,-54,0.09323,23
68.0,-59,0.10867,23
69.0,-53,0.14911,22
70.0,-53,0.14177,22
71.0,-52,0.12334,22
72.0,-52,0.0745,22
73.0,-52,0.07186,22
74.0,-52,0.06378,22
75.0,-52,0.07103,22
76.0,0,0.14431,21
77.0,-52,0.0892,21
78.0,-52,0.07899,21
79.0,-51,0.11569,21
80.0,-51,0.09291,18
81.0,-51,0.06682,20
82.0,-52,0.07744,21
83.0,-52,0.07156,21
84.0,-52,0.07578,21
85.0,-52,0.07268,21
86.0,-52,0.0567,21
87.0,-53,0.09122,22
88.0,-53,0.11786,22
89.0,-52,0.08599,22
90.0,-52,0.07692,22
91.0,-53,0.15742,21
92.0,-54,0.10423,21
93.0,-54,0.08392,21
94.0,-54,0.05964,21
95.0,-54,0.09209,23
96.0,-54,0.14244,23
97.0,-54,0.09549,22
98.0,-55,0.06969,22
99.0,-55,0.08692,22
100.0,-55,0.14961,22
