1686009448.0,-57
1686009449.0,-57
1686009450.0,-58
1686009451.0,-50
1686009452.0,-53
1686009453.0,-64
1686009454.0,-50
1686009455.0,-50
1686009456.0,-50
1686009457.0,-50
1686009458.0,-50
1686009459.0,-54
1686009460.0,-52
1686009461.0,-53
1686009462.0,-56
1686009463.0,-61
1686009464.0,-55
1686009465.0,-55
1686009466.0,-55
1686009467.0,-55
1686009468.0,-67
1686009469.0,-66
1686009470.0,-57
1686009471.0,-57
1686009472.0,-56
1686009473.0,-63
1686009474.0,-56
1686009475.0,-60
1686009476.0,-55
1686009477.0,-57
1686009478.0,-54
1686009479.0,-55
1686009480.0,-55
1686009481.0,-62
1686009482.0,-67
1686009483.0,-55
1686009484.0,-55
1686009485.0,-55
1686009486.0,-55
1686009487.0,-55
1686009488.0,-55
1686009489.0,-57
1686009490.0,-61
1686009491.0,-53
1686009492.0,-58
1686009493.0,-52
1686009494.0,-52
1686009495.0,-52
1686009496.0,-52
1686009497.0,-52
1686009498.0,-51
1686009499.0,-51
1686009500.0,-51
1686009501.0,-51
1686009502.0,-52
1686009503.0,-52
1686009504.0,-53
1686009505.0,-53
1686009506.0,-54
1686009507.0,-54
1686009508.0,-54
1686009509.0,-54
1686009510.0,-53
1686009511.0,-53
1686009512.0,-52
1686009513.0,-52
1686009514.0,-53
1686009515.0,-53
1686009516.0,-53
1686009517.0,-53
1686009518.0,-52
1686009519.0,-52
1686009520.0,-51
1686009521.0,-51
1686009522.0,-51
1686009523.0,-51
1686009524.0,-50
1686009525.0,-50
1686009526.0,-50
1686009527.0,-50
1686009528.0,-50
1686009529.0,-51
1686009530.0,-57
1686009531.0,-50
1686009532.0,-50
1686009533.0,-50
1686009534.0,-50
1686009535.0,-55
1686009536.0,-56
1686009537.0,-50
1686009538.0,-50
1686009539.0,-50
1686009540.0,-57
1686009541.0,-51
1686009542.0,-51
1686009543.0,-51
1686009544.0,-51
1686009545.0,-51
1686009546.0,-50
1686009547.0,-50
1686009548.0,-50
1686009549.0,-51
1686009550.0,-50
1686009551.0,-50
1686009552.0,-50
1686009553.0,-50
1686009554.0,-50
1686009555.0,-51
1686009556.0,-51
