('192.168.70.134', 45130, '192.168.70.129', 10000);('192.168.70.134', 45130, '192.168.70.129', 10000);('192.168.70.134', 45130, '192.168.70.129', 10000);('192.168.70.134', 44552, '192.168.70.129', 10001);('192.168.70.134', 44552, '192.168.70.129', 10001);('192.168.70.134', 44552, '192.168.70.129', 10001);total;total;total;
1685937448.3903441;1;3;1685937448.3903441;0;1;1685937443.590343;0;0;
1685937448.5903442;0;33;1685937448.5903442;1;12;1685937443.790343;0;0;
1685937448.7903442;0;25;1685937448.7903442;0;11;1685937443.990343;0;0;
1685937448.9903443;0;30;1685937448.9903443;0;31;1685937444.1903431;0;0;
1685937449.1903443;0;32;1685937449.1903443;0;49;1685937444.3903432;0;0;
1685937449.3903444;0;31;1685937449.3903444;0;53;1685937444.5903432;0;0;
1685937449.5903444;0;3;1685937449.5903444;0;68;1685937444.7903433;0;0;
1685937449.7903445;0;0;1685937449.7903445;0;59;1685937444.9903433;0;0;
1685937449.9903445;0;21;1685937449.9903445;0;37;1685937445.1903434;0;0;
1685937450.1903446;0;11;1685937450.1903446;0;45;1685937445.3903434;0;0;
1685937450.3903446;0;0;1685937450.3903446;0;58;1685937445.5903435;0;0;
1685937450.5903447;0;2;1685937450.5903447;0;56;1685937445.7903435;0;0;
1685937450.7903447;0;0;1685937450.7903447;0;58;1685937445.9903436;0;0;
1685937450.9903448;0;0;1685937450.9903448;0;61;1685937446.1903436;0;0;
1685937451.1903448;0;26;1685937451.1903448;0;47;1685937446.3903437;0;0;
1685937451.3903449;0;9;1685937451.3903449;0;78;1685937446.5903437;0;0;
1685937451.590345;0;0;1685937451.590345;0;72;1685937446.7903438;0;0;
1685937451.790345;0;0;1685937451.790345;0;53;1685937446.9903438;0;0;
1685937451.990345;0;2;1685937451.990345;0;101;1685937447.1903439;0;0;
1685937452.190345;0;0;1685937452.190345;0;65;1685937447.390344;0;0;
1685937452.390345;0;0;1685937452.390345;0;63;1685937447.590344;0;0;
1685937452.5903451;0;0;1685937452.5903451;0;85;1685937447.790344;0;0;
1685937452.7903452;0;11;1685937452.7903452;0;68;1685937447.990344;0;0;
1685937452.9903452;0;16;1685937452.9903452;0;65;1685937448.190344;0;0;
1685937453.1903453;0;10;1685937453.1903453;0;42;1685937448.3903441;5;18;
1685937453.3903453;0;0;1685937453.3903453;0;79;1685937448.5903442;4;49;
1685937453.5903454;0;0;1685937453.5903454;0;86;1685937448.7903442;0;36;
1685937453.7903454;0;0;1685937453.7903454;0;88;1685937448.9903443;0;61;
1685937453.9903455;0;0;1685937453.9903455;0;88;1685937449.1903443;0;81;
1685937454.1903455;0;1;1685937454.1903455;0;87;1685937449.3903444;0;84;
1685937454.3903456;0;0;1685937454.3903456;0;86;1685937449.5903444;0;71;
1685937454.5903456;0;0;1685937454.5903456;0;88;1685937449.7903445;0;59;
1685937454.7903457;0;0;1685937454.7903457;0;69;1685937449.9903445;0;58;
1685937454.9903457;0;0;1685937454.9903457;0;77;1685937450.1903446;0;56;
1685937455.1903458;0;0;1685937455.1903458;0;74;1685937450.3903446;0;58;
1685937455.3903458;0;0;1685937455.3903458;0;62;1685937450.5903447;0;58;
1685937455.5903459;0;0;1685937455.5903459;0;70;1685937450.7903447;0;58;
1685937455.790346;0;0;1685937455.790346;0;79;1685937450.9903448;0;61;
1685937455.990346;0;0;1685937455.990346;0;94;1685937451.1903448;0;73;
1685937456.190346;0;32;1685937456.190346;0;62;1685937451.3903449;0;87;
1685937456.390346;0;14;1685937456.390346;0;80;1685937451.590345;0;72;
1685937456.590346;0;6;1685937456.590346;0;86;1685937451.790345;0;53;
1685937456.7903461;0;0;1685937456.7903461;0;94;1685937451.990345;0;103;
1685937456.9903462;0;0;1685937456.9903462;0;55;1685937452.190345;0;65;
1685937457.1903462;0;0;1685937457.1903462;0;69;1685937452.390345;0;63;
1685937457.3903463;0;0;1685937457.3903463;0;93;1685937452.5903451;0;85;
1685937457.5903463;0;0;1685937457.5903463;0;87;1685937452.7903452;0;79;
1685937457.7903464;0;0;1685937457.7903464;0;87;1685937452.9903452;0;81;
1685937457.9903464;0;2;1685937457.9903464;0;86;1685937453.1903453;0;52;
1685937458.1903465;0;0;1685937458.1903465;0;88;1685937453.3903453;0;79;
1685937458.3903465;0;0;1685937458.3903465;0;88;1685937453.5903454;0;86;
1685937458.5903466;0;0;1685937458.5903466;0;77;1685937453.7903454;0;88;
1685937458.7903466;0;0;1685937458.7903466;0;56;1685937453.9903455;0;88;
1685937458.9903467;0;0;1685937458.9903467;0;75;1685937454.1903455;0;88;
1685937459.1903467;0;0;1685937459.1903467;0;85;1685937454.3903456;0;86;
1685937459.3903468;0;0;1685937459.3903468;0;69;1685937454.5903456;0;88;
1685937459.5903468;0;0;1685937459.5903468;0;59;1685937454.7903457;0;69;
1685937459.7903469;0;0;1685937459.7903469;0;89;1685937454.9903457;0;77;
