('192.168.70.129', 55192, '12.1.1.156', 10000);('192.168.70.129', 55192, '12.1.1.156', 10000);('192.168.70.129', 55192, '12.1.1.156', 10000);('192.168.70.129', 55194, '12.1.1.156', 10000);('192.168.70.129', 55194, '12.1.1.156', 10000);('192.168.70.129', 55194, '12.1.1.156', 10000);
;;;0.0;15.0;0;
;;;0.10378193855285645;51.0;50.0;
;;;0.20808696746826172;57.0;50.0;
;;;0.31236696243286133;62.0;50.0;
;;;0.41623997688293457;65.0;50.0;
;;;0.5200238227844238;68.0;50.0;
;;;0.6238958835601807;73.0;50.0;
;;;0.7277069091796875;78.0;50.0;
;;;0.8314979076385498;79.0;50.0;
;;;0.9352860450744629;85.0;50.0;
;;;1.0392649173736572;95.0;50.0;
;;;1.1431138515472412;98.0;72.0;
;;;1.2469689846038818;98.0;72.0;
;;;1.350773811340332;99.0;72.0;
;;;1.454591989517212;101.0;72.0;
;;;1.5583689212799072;102.0;72.0;
;;;1.6622529029846191;104.0;72.0;
;;;1.7660439014434814;106.0;72.0;
;;;1.869872808456421;108.0;72.0;
;;;1.9737179279327393;110.0;72.0;
;;;2.0775158405303955;111.0;72.0;
;;;2.18137788772583;112.0;72.0;
;;;2.2852208614349365;114.0;72.0;
;;;2.3890509605407715;116.0;72.0;
;;;2.4929239749908447;117.0;72.0;
;;;2.5967140197753906;118.0;72.0;
;;;2.700518846511841;119.0;72.0;
;;;2.8043019771575928;121.0;72.0;
;;;2.9080958366394043;122.0;72.0;
;;;3.0120108127593994;124.0;72.0;
;;;3.1157920360565186;125.0;72.0;
;;;3.220005989074707;127.0;72.0;
;;;3.334221839904785;128.0;72.0;
;;;3.4380438327789307;129.0;72.0;
;;;3.5419018268585205;131.0;72.0;
;;;3.6457059383392334;132.0;72.0;
;;;3.749513864517212;133.0;72.0;
;;;3.8533248901367188;135.0;72.0;
;;;3.9571189880371094;135.0;72.0;
;;;4.061049938201904;136.0;72.0;
;;;4.164870023727417;137.0;72.0;
;;;4.268642902374268;138.0;72.0;
;;;4.372443914413452;139.0;72.0;
;;;4.47620701789856;140.0;72.0;
;;;4.580237865447998;141.0;72.0;
;;;4.684021949768066;141.0;72.0;
;;;4.787812948226929;142.0;72.0;
;;;4.891839981079102;143.0;72.0;
;;;4.995782852172852;144.0;72.0;
;;;5.099615812301636;144.0;72.0;
;;;5.203397989273071;145.0;72.0;
;;;5.307582855224609;146.0;72.0;
;;;5.41186785697937;147.0;72.0;
;;;5.515766859054565;149.0;72.0;
;;;5.619664907455444;150.0;72.0;
;;;5.7234718799591064;151.0;72.0;
;;;5.827265024185181;152.0;72.0;
;;;5.93104887008667;153.0;72.0;
;;;6.034932851791382;154.0;72.0;
;;;6.138733863830566;156.0;72.0;
;;;6.242746829986572;157.0;72.0;
;;;6.346715927124023;158.0;72.0;
;;;6.450520038604736;159.0;72.0;
;;;6.554286003112793;161.0;72.0;
;;;6.6580870151519775;164.0;72.0;
;;;6.7618958950042725;166.0;72.0;
;;;6.865675926208496;172.0;72.0;
;;;6.969494819641113;174.0;72.0;
;;;7.073901891708374;179.0;72.0;
;;;7.177759885787964;184.0;72.0;
;;;7.281587839126587;186.0;72.0;
;;;7.3853919506073;193.0;72.0;
;;;7.489262819290161;197.0;72.0;
;;;7.593116998672485;202.0;72.0;
;;;7.697268009185791;207.0;72.0;
;;;7.801719903945923;212.0;72.0;
;;;7.90558385848999;217.0;72.0;
;;;8.009439945220947;223.0;72.0;
;;;8.11324691772461;229.0;72.0;
;;;8.217073917388916;235.0;72.0;
;;;8.320878028869629;240.0;72.0;
;;;8.424707889556885;245.0;72.0;
;;;8.528551816940308;253.0;72.0;
;;;8.632377862930298;258.0;72.0;
;;;8.736161947250366;266.0;72.0;
;;;8.839947938919067;272.0;72.0;
;;;8.943750858306885;277.0;72.0;
;;;9.047525882720947;288.0;72.0;
;;;9.151312828063965;295.0;72.0;
;;;9.255096912384033;302.0;72.0;
;;;9.358870029449463;313.0;72.0;
;;;9.462661981582642;320.0;72.0;
;;;9.566483974456787;328.0;72.0;
;;;9.670267820358276;336.0;72.0;
;;;9.774073839187622;344.0;72.0;
;;;9.877846956253052;353.0;72.0;
;;;9.98166298866272;362.0;72.0;
;;;10.085439920425415;371.0;72.0;
;;;10.18923282623291;381.0;72.0;
;;;10.292996883392334;391.0;72.0;
;;;10.396775960922241;402.0;72.0;
;;;10.500598907470703;413.0;72.0;
;;;10.604467868804932;421.0;72.0;
;;;10.7082359790802;436.0;72.0;
;;;10.81206202507019;446.0;72.0;
;;;10.915851831436157;456.0;72.0;
;;;11.020020008087158;470.0;72.0;
;;;11.123876810073853;477.0;72.0;
;;;11.227921962738037;499.0;72.0;
;;;11.331790924072266;508.0;72.0;
;;;11.435638904571533;519.0;72.0;
;;;11.539506912231445;532.0;72.0;
;;;11.643340826034546;541.0;72.0;
;;;11.747169017791748;558.0;72.0;
;;;11.850980997085571;571.0;72.0;
;;;11.955046892166138;584.0;72.0;
;;;12.058934926986694;599.0;72.0;
;;;12.162812948226929;611.0;72.0;
;;;12.266670942306519;626.0;72.0;
;;;12.370530843734741;641.0;72.0;
;;;12.474323987960815;649.0;72.0;
;;;12.5781090259552;668.0;72.0;
;;;12.681859016418457;686.0;72.0;
;;;12.785789012908936;695.0;72.0;
;;;12.889585971832275;702.0;72.0;
;;;12.993360996246338;732.0;72.0;
;;;13.09728193283081;751.0;72.0;
;;;13.201146841049194;767.0;72.0;
;;;13.304972887039185;784.0;72.0;
;;;13.408814907073975;801.0;72.0;
;;;13.517396926879883;819.0;72.0;
;;;13.621191024780273;836.0;72.0;
;;;13.725153923034668;855.0;72.0;
;;;13.829026937484741;873.0;72.0;
;;;13.933034896850586;892.0;72.0;
;;;14.03692889213562;910.0;72.0;
;;;14.140740871429443;929.0;72.0;
;;;14.244534015655518;949.0;72.0;
;;;14.348312854766846;970.0;72.0;
;;;14.452327013015747;979.0;72.0;
;;;14.556149005889893;1001.0;72.0;
;;;14.659901857376099;1017.0;72.0;
;;;14.763656854629517;1038.0;72.0;
;;;14.867427825927734;1074.0;72.0;
;;;14.971236944198608;1096.0;72.0;
;;;15.075019836425781;1118.0;72.0;
;;;15.178791999816895;1140.0;72.0;
;;;15.282570838928223;1163.0;72.0;
;;;15.386368989944458;1186.0;72.0;
;;;15.49092698097229;1210.0;72.0;
;;;15.595064878463745;1232.0;72.0;
;;;15.698932886123657;1257.0;72.0;
;;;15.802745819091797;1281.0;72.0;
;;;15.906545877456665;1307.0;72.0;
;;;16.01054286956787;1327.0;72.0;
;;;16.11440682411194;1343.0;72.0;
;;;16.218212842941284;1354.0;72.0;
;;;16.32229995727539;1388.0;72.0;
;;;16.426126956939697;1409.0;72.0;
;;;16.529937028884888;1435.0;72.0;
;;;16.63372492790222;1465.0;72.0;
;;;16.737540006637573;1504.0;72.0;
;;;16.841362953186035;1526.0;72.0;
;;;16.945163011550903;1547.0;72.0;
;;;17.04897689819336;1570.0;72.0;
;;;17.15276598930359;1593.0;72.0;
;;;17.25655484199524;1617.0;72.0;
;;;17.360311031341553;1643.0;72.0;
;;;17.464118003845215;1669.0;72.0;
;;;17.56800389289856;1695.0;72.0;
;;;17.67181897163391;1722.0;72.0;
;;;17.77558994293213;1751.0;72.0;
;;;17.879390001296997;1769.0;72.0;
;;;17.983184814453125;1791.0;72.0;
;;;18.086946964263916;1833.0;72.0;
;;;18.190708875656128;1859.0;72.0;
;;;18.294447898864746;1891.0;72.0;
;;;18.39839482307434;1895.0;72.0;
;;;18.50220799446106;1895.0;72.0;
;;;18.617318868637085;1895.0;72.0;
;;;18.721071004867554;1939.0;72.0;
;;;18.824864864349365;1961.0;72.0;
;;;18.928685903549194;2006.0;72.0;
;;;19.032503843307495;2047.0;72.0;
;;;19.136323928833008;2101.0;72.0;
;;;19.24015188217163;1722.0;1473.0;
;;;19.343924045562744;1409.0;1473.0;
;;;19.447712898254395;1172.0;1473.0;
;;;19.551456928253174;940.0;1473.0;
;;;19.655191898345947;713.0;1473.0;
;;;19.758924961090088;478.0;1473.0;
;;;19.862677812576294;1473.0;1473.0;
;;;19.966553926467896;1473.0;1473.0;
;;;20.07041883468628;1475.0;1473.0;
;;;20.174190998077393;1480.0;1473.0;
;;;20.27801203727722;1484.0;1473.0;
;;;20.381812810897827;1491.0;1473.0;
;;;20.4855740070343;1159.0;1044.0;
;;;20.58933186531067;1075.0;1044.0;
;;;20.693091869354248;840.0;1044.0;
;;;20.797014951705933;388.0;1044.0;
;;;20.90097689628601;1044.0;1044.0;
;;;21.005170822143555;1044.0;1044.0;
;;;21.109089851379395;1044.0;1044.0;
