('192.168.70.129', 37696, '12.1.1.158', 10000);('192.168.70.129', 37696, '12.1.1.158', 10000);('192.168.70.129', 37696, '12.1.1.158', 10000);('192.168.70.129', 37698, '12.1.1.158', 10000);('192.168.70.129', 37698, '12.1.1.158', 10000);('192.168.70.129', 37698, '12.1.1.158', 10000);('192.168.70.132', 42584, '192.168.70.131', 3306);('192.168.70.132', 42584, '192.168.70.131', 3306);('192.168.70.132', 42584, '192.168.70.131', 3306);
;;;0.0;15.0;0;;;;
;;;0.10385584831237793;29.0;0;;;;
;;;0.20762896537780762;110.0;0;;;;
;;;0.3115658760070801;233.0;0;;;;
;;;0.4153859615325928;342.0;0;;;;
;;;0.5191898345947266;434.0;0;;;;
;;;0.6230089664459229;604.0;0;;;;
;;;0.7268140316009521;862.0;0;;;;
;;;0.8308160305023193;1054.0;0;;;;
;;;0.9354228973388672;1250.0;0;;;;
;;;1.0403199195861816;1603.0;0;;;;
;;;1.152543067932129;1847.0;0;;;;
;;;1.2565100193023682;2077.0;0;;;;
;;;1.360403060913086;2307.0;0;;;;
;;;1.4642419815063477;2537.0;0;;;;
;;;1.5682048797607422;2771.0;0;;;;
;;;1.6721010208129883;3001.0;0;;;;
;;;1.7760119438171387;3237.0;0;;;;
;;;1.8799538612365723;3465.0;0;;;;
;;;1.9839210510253906;3701.0;0;;;;
;;;2.0877699851989746;3987.0;0;;;;
;;;2.1916279792785645;4303.0;0;;;;
;;;2.295487880706787;4349.0;0;;;;
;;;2.399338960647583;4349.0;0;;;;
;;;2.50314998626709;4349.0;0;;;;
;;;2.6069469451904297;4349.0;0;;;;
;;;2.710793972015381;4349.0;0;;;;
;;;2.8146588802337646;4349.0;0;;;;
;;;2.9184980392456055;4349.0;0;;;;
;;;3.0223488807678223;4349.0;0;;;;
;;;3.126210927963257;4349.0;0;;;;
;;;3.2300469875335693;4349.0;0;;;;
;;;3.333962917327881;4349.0;0;;;;
;;;3.4378268718719482;4349.0;0;;;;
;;;3.5416598320007324;4349.0;0;;;;
;;;3.645627021789551;4349.0;0;;;;
;;;3.749630928039551;4349.0;0;;;;
;;;3.8536360263824463;4349.0;0;;;;
;;;3.9575629234313965;4349.0;0;;;;
;;;4.0621888637542725;4349.0;0;;;;
;;;4.1662819385528564;4349.0;0;;;;
;;;4.270159006118774;4349.0;0;;;;
;;;4.3740010261535645;4349.0;0;;;;
;;;4.477905988693237;4349.0;0;;;;
;;;4.581825017929077;4349.0;0;;;;
;;;4.685776948928833;4349.0;0;;;;
;;;4.789608955383301;4349.0;0;;;;
;;;4.894047021865845;4349.0;0;;;;
;;;4.998470067977905;4349.0;0;;;;
;;;5.102359056472778;4349.0;0;;;;
;;;5.206591844558716;4349.0;0;;;;
;;;5.310500860214233;4349.0;0;;;;
;;;5.414296865463257;4349.0;0;;;;
;;;5.518074035644531;4349.0;0;;;;
;;;5.621989011764526;4349.0;0;;;;
;;;5.725826978683472;4349.0;0;;;;
;;;5.829665899276733;4349.0;0;;;;
;;;5.934584856033325;4349.0;0;;;;
;;;6.038445949554443;4349.0;0;;;;
;;;6.142329931259155;4349.0;0;;;;
;;;6.246181964874268;4349.0;0;;;;
;;;6.350020885467529;4349.0;0;;;;
;;;6.454917907714844;4349.0;0;;;;
;;;6.559870004653931;4349.0;0;;;;
;;;6.6647069454193115;4349.0;0;;;;
;;;6.777513027191162;4349.0;0;;;;
;;;6.882256984710693;4349.0;0;;;;
;;;6.986430883407593;4349.0;0;;;;
;;;7.090317010879517;4349.0;0;;;;
;;;7.1942150592803955;4349.0;0;;;;
;;;7.298033952713013;4349.0;0;;;;
;;;7.401855945587158;4349.0;0;;;;
;;;7.5056328773498535;4349.0;0;;;;
;;;7.615944862365723;4349.0;0;;;;
