tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
21:07:24,e41c,1,253.047577,6.183728,0,0,-61,12,15,270,220,929,1,0,0,0,8,0.04429,15,212081,16,0,0.41006,23,4772684,4767974,1884/8/0/0,52957/137/0/0,0.9370629370629371,470415.59540229884,66.87350273132324,2172992.0,960000.0,nan
21:07:25,e41c,1,398.252289,19.792887,0,0,-62,8,15,260,210,907,1,0,0,0,8,0.11688,22,263383,17,0,0.15472,13,5256543,5253837,2153/26/0/0,53536/147/1/0,1.9424460431654675,1169255.862857143,178.01097234090167,1008000.0,516000.0,nan
21:07:26,e41c,1,437.252655,23.641289,0,0,-67,5,15,360,335,1034,1,0,0,0,8,0.07655,20,304821,21,0,0.05941,13,5583103,5580397,2344/37/0/0,54130/151/1/0,2.6526315789473682,1667340.894814815,316.51116265190973,1080000.0,552000.0,nan
21:07:27,e41c,1,531.239197,30.907412,0,0,-50,1,15,360,310,1034,1,0,0,0,8,0.10912,24,363210,21,0,0.02276,22,6054038,6048537,2593/58/0/0,54726/153/1/0,3.835616438356164,2434198.5745454542,382.20179947939783,2112000.0,1008000.0,nan
21:07:28,e41c,1,718.826965,34.225567,0,0,-56,14,15,380,330,1034,1,0,0,0,35,0.15625,15,422410,91,0,0.14263,24,6692454,6686478,2824/101/2/0,55206/235/1/0,5.252747252747253,3205855.0643274854,419.95120466801154,1368000.0,672000.0,nan
21:07:29,e41c,1,827.283569,28.604191,0,0,-64,10,15,360,320,1026,1,0,0,0,55,0.09249,11,462047,122,0,0.08618,22,7334249,7327496,3122/118/5/0,55758/267/1/0,6.746376811594203,4049705.4315789468,476.03737440976226,375360.0,1056000.0,nan
21:07:30,e41c,1,906.771118,20.82991,0,0,-56,7,15,380,315,1025,1,0,0,0,68,0.09564,11,485354,151,0,0.07922,23,7978032,7972069,3331/130/6/0,56317/296/1/0,8.089605734767025,4067450.1856670342,581.2718183566362,10406848.0,924000.0,nan
21:07:31,e41c,1,980.365112,17.86631,0,0,-51,3,15,370,310,1022,1,0,0,0,75,0.05971,11,510063,177,0,0.05599,24,8658652,8652271,3552/137/6/0,56874/323/1/0,9.459363957597173,4168998.4,646.2017047972906,nan,1008000.0,nan
21:07:32,e41c,1,1049.175903,16.733442,0,0,-55,16,15,360,315,1022,1,0,0,0,89,0.07331,11,535491,222,0,0.0787,24,9347936,9340103,3760/151/6/0,57409/369/1/0,10.835664335664335,3205209.6,729.905889345252,nan,1116000.0,nan
21:07:33,e41c,1,1102.775024,16.836369,0,0,-54,12,15,370,315,1029,1,0,0,0,101,0.06676,11,562921,252,0,0.06548,24,10058456,10050623,3983/163/6/0,57958/400/1/0,12.48943661971831,4131929.6,826.8176190396573,nan,1140000.0,nan
