7818999.06242851,8003854.3756854385,834.4700164767404,847.7264926792662
7061119.209695604,7240677.7493687235,1467.5245041579722,1489.8745336812092
7011730.93755308,7197800.73559867,1306.8125378786665,1326.4105035338278
7007516.995219488,7196795.242404275,1662.0793140657142,1678.8587875674752
7102256.790240417,7284368.50620227,1212.703918281729,1227.03613451781
11503638.602013063,11815468.92235341,1131.5428693845442,1138.84742282242
11560555.720502945,11857623.093726305,1104.7198598065406,1112.9963092997477
11430225.12286112,11760372.10486165,1059.2584859782078,1067.3172544413956
11518650.223079039,11830258.482803313,1130.8879111186616,1138.8770172300674
11818624.561763365,12072345.04453585,1200.0722584390687,1207.715494404741
