tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
1686954730,ecfc,1,47.364273,215.06012,0,0,-60,7,15,290,220,929,1,0,0,4,14618,0,16,1073214756,6137,13,0.00465,28,231487265,231480703,864303/77670/425/25,2605358/14118/886/148,55.9,985817.3901639344,64.98793007491471,3574432.0,1752000.0,nan
1686954731,ecfc,1,67.97728,508.861176,0,0,-62,3,15,260,225,929,1,0,0,4,14646,0.17356,22,1074411724,6146,13,0.1039,28,231538232,231531459,865325/77860/426/25,2605721/14171/891/151,135.2,2741598.558102767,154.22406196594238,3176768.0,1932000.0,nan
1686954732,ecfc,1,81.486588,603.660278,0,0,-54,16,15,400,335,1042,1,0,0,4,14700,0.11509,16,1075512624,6169,13,0.09949,23,231592693,231586284,866439/77958/427/25,2606092/14214/895/153,226.88888888888889,3983054.382795698,266.2915437117867,6828192.0,1680000.0,nan
1686954733,ecfc,1,76.664879,638.784729,0,0,-49,12,15,390,330,1042,1,0,0,4,14700,0.04957,17,1076581592,6169,13,0.03469,27,231630497,231624088,867635/77974/427/25,2606491/14214/895/153,279.7,3568320.0,362.995852085582,nan,1824000.0,nan
1686954734,ecfc,1,72.759224,793.25354,0,0,-49,9,15,400,335,1042,1,0,0,4,14700,0.0715,23,1078016681,6169,13,0.0121,28,231667371,231660962,868765/78057/427/25,2606888/14214/895/153,385.4,3939799.4827067675,389.35359808114856,10237792.0,2400000.0,nan
1686954735,ecfc,1,101.55938,862.57373,0,0,-50,5,15,380,330,1035,1,0,0,4,14770,0.15181,22,1079498378,6195,13,0.12533,28,231741828,231734195,869788/78244/429/25,2607262/14271/900/153,140.33333333333334,4511884.8,1132.866109410922,nan,2052000.0,nan
1686954736,ecfc,1,124.953094,732.083313,0,0,-50,2,15,380,320,1032,1,0,0,4,14892,0.12719,14,1080521028,6248,13,0.14526,20,231829501,231822923,870865/78375/434/25,2607664/14337/906/154,138.4,4511884.8,nan,nan,1428000.0,nan
1686954737,ecfc,1,118.043533,651.317139,0,0,-50,14,15,370,330,1034,1,0,0,4,14892,0.04435,16,1081451980,6248,13,0.05065,20,231888368,231881959,872076/78376/434/25,2608134/14337/906/154,219.88888888888889,3788079.2125654453,150.62508658757287,5431296.0,1754656.0,nan
1686954738,ecfc,1,148.217682,731.570068,0,0,-50,11,15,370,320,1032,1,0,0,4,15005,0.14689,23,1082720890,6300,14,0.16513,26,231979857,231972526,873138/78519/440/26,2608528/14394/909/155,106.6,3424619.298765432,465.1014166218894,1440768.0,1944000.0,nan
1686954739,ecfc,1,159.473175,724.079163,0,0,-50,7,15,380,340,1041,1,0,0,4,15081,0.10145,17,1083889102,6337,14,0.10103,20,232080152,232073042,874261/78607/440/26,2608981/14431/909/155,87.6,4900543.323773585,nan,1464000.0,1704000.0,nan
