tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
21:50:16,a811,1,42.687775,0.792913,0,0,-65,10,15,210,165,929,1,0,0,0,4,0,9,636709,0,0,0,28,13204408,13204152,5176/4/0/0,154737/0/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:17,a811,1,50.49802,193.129257,0,0,-66,6,15,210,160,920,1,0,0,0,17,0.02954,14,1091916,13,0,0.05588,28,13239000,13238715,5405/17/0/0,155065/29/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:18,a811,1,81.572067,603.814697,0,0,-66,3,15,210,160,920,1,0,0,0,37,0.12698,19,2568549,66,0,0.16604,25,13301123,13299439,5823/71/2/0,155402/119/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:19,a811,1,106.930397,1756.331787,0,0,-66,15,15,210,160,920,1,0,0,0,37,0.13134,19,6565640,69,0,0.10824,19,13398749,13397948,6654/184/2/0,155828/132/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:20,a811,1,129.338867,2592.663574,0,0,-66,12,15,210,165,920,1,0,0,0,37,0.13864,19,11807060,69,0,0.04219,22,13511768,13510523,7716/333/2/0,156283/139/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:21,a811,1,155.427887,2883.830566,0,0,-66,8,15,200,150,907,1,0,0,0,37,0.08475,17,16774243,69,0,0.13005,19,13619163,13618114,8857/405/2/0,156698/209/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:22,a811,1,163.60997,3104.926514,0,0,-55,5,15,310,265,1025,1,0,0,0,37,0.04066,20,21960258,69,0,0.04989,20,13730108,13729066,10047/427/2/0,157185/213/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:23,a811,1,184.611145,2958.552002,0,0,-133,1,15,320,265,1025,1,0,0,0,127,0.17008,19,26711676,126,0,0.11309,25,13855540,13854079,10863/587/13/0,157607/270/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:24,a811,1,184.717575,2600.141357,0,0,-62,14,15,320,260,1025,1,0,0,0,194,0.1084,13,30319872,169,0,0.10819,21,13952830,13952267,11880/651/18/0,158053/313/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:50:25,a811,1,178.945206,2464.925049,0,0,-55,10,15,310,265,1022,1,0,0,0,236,0.07333,14,34115539,190,0,0.07193,23,14041421,14039393,13051/690/21/0,158527/334/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
