tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
22:20:19,e614,1,42.666939,0.791328,0,0,-66,10,15,200,155,920,1,0,0,0,4,0,9,1018747,3,0,0,28,21160144,21160120,8282/2/1/1,247969/3/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:20,e614,1,50.729774,202.128632,0,0,-66,6,15,210,160,920,1,0,0,0,16,0.02149,13,1480551,15,0,0.05328,28,21195019,21194423,8507/14/1/1,248293/29/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:21,e614,1,79.952995,629.981812,0,0,-91,3,15,210,150,907,1,0,0,0,55,0.09291,18,3018923,60,0,0.20833,23,21254509,21254369,8935/60/2/1,248619/121/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:22,e614,1,104.760719,1847.971802,0,0,-68,15,15,310,260,1024,1,0,0,0,56,0.10341,18,7385839,61,0,0.11164,16,21349631,21349246,9935/168/4/1,249058/144/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:23,e614,1,130.459381,2785.438721,0,0,-55,12,15,320,270,1024,1,0,0,0,62,0.04419,22,13033370,63,0,0.04358,19,21470958,21470421,11105/176/4/1,249539/146/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:24,e614,1,152.199036,2706.873535,0,0,-55,8,15,310,265,1025,1,0,0,0,120,0.13243,22,17541265,104,0,0.09393,24,21585839,21585254,11889/296/9/2,249961/187/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:25,e614,1,163.825363,2391.185791,0,0,-55,5,11,-50,250,1021,1,0,0,0,198,0.16638,20,20973576,158,0,0.12125,24,21686050,21685522,12531/406/16/3,250358/240/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:26,e614,1,169.108673,2579.294678,0,0,-56,1,15,310,250,1014,1,0,0,0,247,0.09378,15,25186484,188,0,0.08899,21,21787237,21787010,13549/454/17/3,250806/271/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:27,e614,1,177.883926,2595.533203,0,0,-56,14,15,310,245,1014,1,0,0,0,322,0.10432,16,29517929,228,0,0.09474,23,21894298,21893665,14624/525/20/4,251260/310/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:20:28,e614,1,187.283813,2677.678467,0,0,-56,10,15,310,255,1014,1,0,0,0,410,0.08863,16,33777025,274,0,0.11515,22,22007679,22007262,15650/611/22/4,251700/357/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
