tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
22:50:19,4196,1,42.660458,0.738922,0,0,-66,15,15,240,155,920,1,0,0,0,5,0,9,417031,0,0,0,28,8639044,8638812,3390/4/1/0,101237/0/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:20,4196,1,58.167042,372.65567,0,0,-66,12,15,220,160,920,1,0,0,0,32,0.04268,16,1384186,24,0,0.11438,28,8682452,8681815,3779/31/1/0,101579/52/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:21,4196,1,88.036369,881.548462,0,0,-67,8,15,210,145,907,1,0,0,0,70,0.08355,16,3259438,65,0,0.24326,20,8747148,8746615,4296/71/2/0,101921/154/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:22,4196,1,115.36087,2311.682129,0,0,-55,5,15,320,265,1024,1,0,0,0,70,0.04004,21,8691730,65,0,0.08819,16,8861805,8861185,5469/89/3/1,102411/155/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:23,4196,1,139.414352,3034.593506,0,0,-55,1,15,320,260,1024,1,0,0,0,72,0.14557,23,14523795,66,0,0.03241,21,8986050,8984184,6402/264/3/1,102870/156/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:24,4196,1,158.735443,2340.380859,0,0,-55,14,15,330,265,1024,1,0,0,0,154,0.18327,14,17622827,140,0,0.15397,24,9087222,9086382,7062/381/8/1,103264/230/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:25,4196,1,146.917343,1997.87146,0,0,-55,10,15,310,245,1020,1,0,0,0,178,0.08046,10,20386585,152,0,0.07277,21,9152731,9152430,8232/405/8/1,103725/242/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:26,4196,1,144.699295,1825.694336,0,0,-56,7,11,-80,255,1016,1,0,0,0,242,0.0757,12,23087042,184,0,0.08833,23,9224056,9223452,9329/465/12/1,104166/273/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:27,4196,1,154.175171,1803.996948,0,0,-56,3,15,300,245,1014,1,0,0,0,378,0.11979,12,25900061,250,0,0.147,22,9310481,9309763,10354/596/17/1,104571/340/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:28,4196,1,147.889038,2043.106934,0,0,-56,16,15,310,245,1014,1,0,0,0,378,0.04177,14,29430106,250,0,0.05126,22,9387813,9387256,11567/596/17/1,105053/340/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:29,4196,1,170.221588,2437.558594,0,0,-55,12,15,310,260,1019,1,0,0,0,520,0.09813,16,33744067,318,0,0.12422,22,9506578,9505880,12606/729/26/1,105475/408/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:30,4196,1,176.31311,2862.317627,0,0,-55,9,15,320,265,1024,1,0,0,0,538,0.04329,18,38852118,327,0,0.05517,22,9619048,9618314,13801/747/26/1,105957/417/4/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:31,4196,1,229.693604,3026.249023,0,0,-56,5,15,310,255,1019,1,0,0,0,649,0.08622,19,43683187,387,0,0.12039,18,9782178,9781418,14782/849/36/1,106379/477/6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:32,4196,1,229.937881,3571.351807,0,0,-57,2,15,310,250,1014,1,0,0,0,667,0.04458,23,50019019,395,0,0.05204,18,9918069,9917837,15943/899/37/1,106866/485/6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:33,4196,1,250.228592,3491.98584,0,0,-63,14,11,-80,250,1010,1,0,0,0,807,0.19764,18,55699386,463,0,0.14129,24,10076058,10074506,16878/1167/45/1,107283/552/6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:34,4196,1,230.947174,2858.992676,0,0,-58,11,15,300,245,1009,1,0,0,0,849,0.09082,12,59537699,484,0,0.0898,19,10176126,10175717,18050/1205/49/1,107757/574/6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:35,4196,1,211.845413,2586.878418,0,0,-59,7,11,-50,250,1014,1,0,0,0,881,0.06092,16,63246713,500,0,0.05082,23,10263786,10262554,19230/1237/49/1,108237/589/6/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:36,4196,1,214.468933,2813.032959,0,0,-59,4,15,310,250,1014,1,0,0,0,977,0.06611,16,67946538,547,0,0.08707,22,10382062,10381364,20345/1327/56/2,108688/637/7/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:37,4196,1,239.931381,2988.198242,0,0,-60,16,15,320,255,1019,1,0,0,0,1095,0.12505,19,72975548,604,0,0.18828,21,10528326,10527673,21438/1438/64/2,109133/694/7/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:38,4196,1,233.748901,3466.891113,0,0,-57,13,15,320,250,1024,1,0,0,0,1095,0.0436,21,79127877,604,0,0.06565,19,10657789,10656693,22651/1438/64/2,109633/694/7/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:39,4196,1,274.798676,3692.570068,0,0,-60,9,11,-70,270,1024,1,0,0,0,1189,0.20291,20,85480102,649,0,0.09184,24,10867297,10863379,23625/1671/69/2,110081/739/7/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:40,4196,1,371.21582,3024.401123,0,0,-58,6,15,310,240,1009,1,0,0,0,1312,0.13379,12,89495311,714,2,0.12654,17,11154705,11141530,24676/1785/80/3,110525/798/13/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:41,4196,1,314.007843,2520.092529,0,0,-57,2,15,290,235,1004,1,0,0,0,1318,0.04867,13,92864197,717,2,0.04687,18,11246006,11233449,25882/1791/80/3,111022/801/13/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:42,4196,1,296.423981,2568.381592,0,0,-57,15,15,310,250,1004,1,0,0,0,1476,0.13982,17,97073084,792,2,0.18577,22,11364542,11351353,26937/1940/88/4,111447/875/14/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:43,4196,1,267.784363,2907.63501,0,0,-57,11,15,300,240,1009,1,0,0,0,1486,0.05448,17,102162268,797,2,0.07174,20,11473629,11460686,28137/1952/88/4,111938/880/16/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:44,4196,1,266.954712,3405.336426,0,0,-66,8,11,-70,245,1013,1,0,0,0,1570,0.17214,22,108268553,839,2,0.10481,24,11615557,11602540,29191/2104/92/4,112387/922/16/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:45,4196,1,260.839691,3261.872803,0,0,-56,4,15,320,250,1014,1,0,0,0,1682,0.11647,15,113329041,893,2,0.11984,19,11745307,11732493,30280/2218/101/4,112827/975/18/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:46,4196,1,238.158081,3157.412598,0,0,-56,1,15,310,250,1010,1,0,0,0,1682,0.04061,17,118231797,893,2,0.04178,21,11849240,11836430,31493/2218/101/4,113326/975/18/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:47,4196,1,248.730103,3154.684082,0,0,-56,13,15,310,240,1003,1,0,0,0,1804,0.08048,18,123161261,950,2,0.11027,20,11987681,11974574,32583/2333/108/4,113765/1031/20/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:48,4196,1,241.154724,3584.852783,0,0,-57,10,15,300,255,1009,1,0,0,0,1814,0.06298,23,129327310,955,2,0.03845,23,12116230,12102713,33762/2366/109/4,114255/1036/20/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:49,4196,1,247.911728,3538.936523,0,0,-57,6,15,300,255,1003,1,0,0,0,1928,0.09965,18,134898012,1011,2,0.09533,21,12259878,12247064,34820/2508/120/5,114708/1092/20/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:50,4196,1,235.67189,3454.350586,0,0,-57,3,15,290,235,1004,1,0,0,0,1952,0.05212,18,140334286,1023,2,0.06024,22,12375284,12362680,36009/2532/120/5,115184/1104/24/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:51,4196,1,246.758591,3482.2229,0,0,-57,15,15,310,235,1004,1,0,0,0,2084,0.12499,21,145904657,1086,2,0.15813,22,12516926,12503401,37087/2662/124/5,115612/1167/27/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:52,4196,1,249.887634,3969.931885,0,0,-58,12,15,290,260,1011,1,0,0,0,2118,0.07377,21,152916784,1102,2,0.07725,22,12665335,12652334,38254/2708/124/5,116075/1183/32/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:53,4196,1,253.08551,4198.744141,0,0,-67,8,15,300,255,999,1,0,0,0,2158,0.05213,21,159933262,1120,2,0.05756,22,12814432,12801320,39421/2753/124/5,116537/1201/40/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:54,4196,1,266.320892,4097.39502,0,0,-56,5,15,300,250,1007,1,0,0,0,2296,0.12835,21,166326899,1184,2,0.12813,22,12972631,12959719,40453/2923/134/5,116967/1265/42/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:55,4196,1,263.600311,4278.88623,0,0,-57,1,15,300,245,999,1,0,0,0,2320,0.06518,21,173428643,1193,2,0.0548,22,13121710,13108329,41633/2955/134/5,117444/1274/46/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:56,4196,1,280.029602,3963.749512,0,0,-57,14,15,290,250,1001,1,0,0,0,2458,0.11121,19,179391092,1261,2,0.15084,18,13280826,13267950,42703/3085/146/6,117878/1342/48/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:57,4196,1,263.398773,3798.999756,0,0,-58,10,15,290,245,998,1,0,0,0,2500,0.06426,19,185265797,1281,2,0.08483,18,13405611,13392693,43873/3127/146/6,118352/1362/48/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:58,4196,1,250.917053,3812.894531,0,0,-58,7,15,280,220,980,1,0,0,0,2514,0.15508,22,191412447,1288,2,0.03832,21,13533362,13521182,44953/3261/146/6,118832/1369/48/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:50:59,4196,1,253.576355,3316.467773,0,0,-58,3,15,280,220,977,1,0,0,0,2658,0.1407,13,196231482,1352,2,0.11657,22,13670048,13657475,46006/3413/152/7,119259/1433/48/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:00,4196,1,224.504471,2797.89917,0,0,-58,16,15,280,220,987,1,0,0,0,2672,0.05868,13,200044777,1359,2,0.04533,23,13752606,13739798,47205/3426/153/7,119735/1440/49/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:01,4196,1,216.832352,2440.783691,0,0,-59,12,15,290,240,999,1,0,0,0,2818,0.09968,13,203418067,1425,2,0.11741,22,13849334,13836986,48271/3563/162/7,120147/1506/49/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:02,4196,1,233.037155,2474.836426,0,0,-61,9,15,300,250,1004,1,0,0,0,2830,0.0434,16,207383128,1431,2,0.04562,23,14008087,13995443,49472/3575/162/7,120625/1512/50/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:03,4196,1,296.006866,2767.983643,0,0,-61,5,15,300,240,999,1,0,0,0,2918,0.05634,16,212081912,1475,2,0.07265,22,14275080,14261559,50587/3657/168/7,121091/1556/50/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:04,4196,1,310.530487,3045.158447,0,0,-62,2,15,280,235,994,1,0,0,0,3026,0.09555,19,217241262,1529,2,0.12455,22,14466671,14454078,51692/3764/170/7,121543/1610/50/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:05,4196,1,286.456299,3487.695312,0,0,-62,14,15,280,240,994,1,0,0,0,3046,0.06606,21,223376878,1537,2,0.04987,23,14593593,14580712,52863/3804/171/7,122020/1618/52/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:51:06,4196,1,281.386566,3455.490723,0,0,-62,11,15,290,240,994,1,0,0,0,3174,0.11566,18,228868803,1599,2,0.12085,21,14733884,14721356,53911/3962/178/8,122454/1680/52/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
