tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds
15:31:47,3052,1,42.666939,0.790933,0,0,-64,7,15,240,185,937,1,0,0,0,4,0,9,746056,3,0,0,28,15487092,15487068,6065/4/0/0,181489/3/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:48,3052,1,55.557335,280.262482,0,0,-64,4,15,230,185,937,1,0,0,0,33,0.05622,15,1456108,28,0,0.10007,28,15526819,15526339,6372/32/1/0,181817/51/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:49,3052,1,88.398109,749.65387,0,0,-69,16,15,220,175,929,1,0,0,0,64,0.16429,14,3217527,71,0,0.20114,23,15592543,15592403,6860/118/4/0,182157/140/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:50,3052,1,104.517784,1653.610474,0,0,-62,13,15,340,285,1043,1,0,0,0,67,0.05922,13,7029795,73,0,0.09645,18,15677999,15677517,8049/122/4/0,182638/150/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:51,3052,1,117.853989,2255.362549,0,0,-53,9,15,350,285,1043,1,0,0,0,73,0.11601,16,11349830,76,0,0.03709,21,15770264,15770079,9153/225/9/0,183117/153/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:52,3052,1,137.160675,2007.608765,0,0,-53,6,15,330,280,1043,1,0,0,0,180,0.1408,16,14300938,146,0,0.14332,23,15862321,15861613,9914/325/17/1,183514/224/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:53,3052,1,148.350388,2572.646484,0,0,-54,2,15,340,280,1041,1,0,0,0,193,0.0573,16,19040474,157,0,0.0652,22,15966972,15966330,11047/340/18/1,183995/235/0/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:54,3052,1,162.077057,2329.484131,0,0,-54,15,15,320,265,1033,1,0,0,0,305,0.16378,11,22596750,216,0,0.1269,23,16064384,16063988,11995/509/23/1,184411/296/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:55,3052,1,148.464355,1855.643921,0,0,-54,11,15,330,260,1033,1,0,0,0,343,0.07368,8,24938783,235,0,0.07399,22,16125240,16124823,13156/547/23/1,184844/315/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:56,3052,1,141.347565,1599.893555,0,0,-54,8,11,-90,270,1034,1,0,0,0,405,0.0661,8,27175946,264,0,0.07596,23,16187505,16186632,14307/609/23/1,185263/344/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:57,3052,1,138.158386,1469.551147,0,0,-54,4,12,-40,290,1036,1,0,0,0,491,0.06978,8,29357084,306,0,0.08573,23,16251244,16250384,15433/693/25/1,185677/386/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:58,3052,1,141.104691,1402.79187,0,0,-54,1,15,330,275,1043,1,0,0,0,587,0.0808,8,31515012,353,0,0.11521,23,16322868,16322300,16548/786/29/2,186084/434/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:31:59,3052,1,134.107483,1411.87561,0,0,-54,13,15,330,280,1041,1,0,0,0,633,0.05338,8,33780186,375,0,0.07487,23,16383656,16383516,17714/832/29/2,186513/456/1/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:32:00,3052,1,134.897888,1455.927124,0,0,-55,10,15,320,275,1034,1,0,0,0,729,0.07539,9,36150069,419,0,0.09139,23,16452012,16451611,18831/925/32/2,186928/499/2/0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
