tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
1687551871,ff00,1,42.836163,0.710558,0,0,-61,10,15,280,225,920,1,0,0,0,1420,0,9,12804193,3602,1,0.00579,28,168455127,168453366,57583/3690/130/0,566848/10814/128/7,0.8415492957746479,423986.0422110553,67.68566071987152,1620000.0,792000.0,nan
1687551872,ff00,1,282.879303,8.287488,0,0,-62,7,15,250,220,920,1,0,0,0,1427,0.0362,16,12825351,3621,1,0.44707,21,168779206,168773289,57726/3697/130/0,567132/10980/128/7,1.689419795221843,1071828.9066666667,169.96408568488226,864000.0,420000.0,nan
1687551873,ff00,1,394.284271,20.506773,0,0,-50,3,15,370,330,1042,1,0,0,0,1427,0.03547,26,12875570,3623,1,0.16165,11,169204656,169201360,57955/3706/130/0,567718/10986/130/7,2.241496598639456,1460884.2448979593,320.89862967982435,780000.0,396000.0,nan
1687551874,ff00,1,402.142242,28.832056,0,0,-50,16,15,400,335,1042,1,0,0,0,1427,0.11983,24,12932745,3623,1,0.05636,11,169459506,169456210,58135/3740/130/0,568318/10986/130/7,3.2982456140350878,2033050.243575419,428.24577358033923,1716000.0,864000.0,nan
1687551875,ff00,1,469.276764,30.848278,0,0,-50,12,15,370,335,1042,1,0,0,0,1427,0.06457,24,12984525,3623,1,0.02204,20,169848065,169842516,58309/3746/130/0,568914/10988/130/7,4.458904109589041,2839089.6146788993,421.8065510057424,1740000.0,816000.0,nan
1687551876,ff00,1,650.722168,40.332249,0,0,-60,9,15,380,325,1033,1,0,0,0,1450,0.168,21,13061053,3661,1,0.15847,23,170448973,170442370,58561/3785/133/0,569392/11057/132/7,6.0272108843537415,3920720.6399999997,417.1869868817536,2208000.0,1128000.0,nan
1687551877,ff00,1,793.856873,42.164558,0,0,-51,5,15,380,320,1032,1,0,0,0,1452,0.0692,20,13134210,3664,1,0.05955,23,171165114,171158511,58901/3794/133/0,569984/11062/132/7,5.251748251748252,3769433.6,774.7716619854882,nan,1020000.0,nan
1687551878,ff00,1,907.182251,42.576649,0,0,-51,2,15,380,325,1032,1,0,0,0,1461,0.04613,22,13199605,3701,1,0.12946,23,171821318,171815967,59168/3804/134/0,570485/11119/133/7,3.1746575342465753,3769433.6,nan,nan,1056000.0,nan
1687551879,ff00,1,980.439331,56.919506,0,0,-51,14,15,380,320,1031,1,0,0,0,1468,0.0606,25,13307136,3711,1,0.05941,23,172520823,172514220,59567/3826/134/0,571063/11132/133/7,2.24822695035461,3848882.5034013605,nan,852000.0,888000.0,nan
1687551880,ff00,1,1025.044067,58.201508,0,0,-49,11,15,370,330,1041,1,0,0,0,1487,0.12601,24,13402788,3742,1,0.07803,23,173166098,173159495,59881/3881/135/0,571596/11173/134/7,1.9326599326599327,4859657.898666666,nan,696000.0,1080000.0,nan
