('12.1.1.153', 46480, '192.168.70.129', 10000);('12.1.1.153', 46480, '192.168.70.129', 10000);total;total;
0.1564478874206543;3488040.0;0.1564478874206543;3488040.0;
0.3564479351043701;5940000.0;0.3564479351043701;5940000.0;
0.5564479827880859;5400000.0;0.5564479827880859;5400000.0;
0.7564480304718018;3300000.0;0.7564480304718018;3300000.0;
0.9564480781555176;0.0;0.9564480781555176;0.0;
1.1564481258392334;1860000.0;1.1564481258392334;1860000.0;
1.3564481735229492;3540000.0;1.3564481735229492;3540000.0;
1.556448221206665;3120000.0;1.556448221206665;3120000.0;
1.7564482688903809;2700000.0;1.7564482688903809;2700000.0;
1.9564483165740967;1860000.0;1.9564483165740967;1860000.0;
2.1564483642578125;1320000.0;2.1564483642578125;1320000.0;
2.3564484119415283;1080000.0;2.3564484119415283;1080000.0;
2.556448459625244;1320000.0;2.556448459625244;1320000.0;
2.75644850730896;1140000.0;2.75644850730896;1140000.0;
2.956448554992676;1200000.0;2.956448554992676;1200000.0;
3.1564486026763916;1260000.0;3.1564486026763916;1260000.0;
3.3564486503601074;1200000.0;3.3564486503601074;1200000.0;
3.5564486980438232;1140000.0;3.5564486980438232;1140000.0;
3.756448745727539;960000.0;3.756448745727539;960000.0;
3.956448793411255;600000.0;3.956448793411255;600000.0;
4.156448841094971;1140000.0;4.156448841094971;1140000.0;
4.3564488887786865;1560000.0;4.3564488887786865;1560000.0;
4.556448936462402;1380000.0;4.556448936462402;1380000.0;
4.756448984146118;1320000.0;4.756448984146118;1320000.0;
4.956449031829834;120000.0;4.956449031829834;120000.0;
5.15644907951355;240000.0;5.15644907951355;240000.0;
5.356449127197266;660000.0;5.356449127197266;660000.0;
5.5564491748809814;480000.0;5.5564491748809814;480000.0;
5.756449222564697;1200000.0;5.756449222564697;1200000.0;
5.956449270248413;1140000.0;5.956449270248413;1140000.0;
6.156449317932129;1320000.0;6.156449317932129;1320000.0;
6.356449365615845;1140000.0;6.356449365615845;1140000.0;
6.5564494132995605;1200000.0;6.5564494132995605;1200000.0;
6.756449460983276;1200000.0;6.756449460983276;1200000.0;
6.956449508666992;1260000.0;6.956449508666992;1260000.0;
7.156449556350708;600000.0;7.156449556350708;600000.0;
7.356449604034424;840000.0;7.356449604034424;840000.0;
7.55644965171814;1140000.0;7.55644965171814;1140000.0;
7.7564496994018555;1200000.0;7.7564496994018555;1200000.0;
7.956449747085571;1260000.0;7.956449747085571;1260000.0;
8.156449794769287;1200000.0;8.156449794769287;1200000.0;
8.356449842453003;1140000.0;8.356449842453003;1140000.0;
8.556449890136719;1320000.0;8.556449890136719;1320000.0;
8.756449937820435;720000.0;8.756449937820435;720000.0;
8.95644998550415;660000.0;8.95644998550415;660000.0;
9.156450033187866;1200000.0;9.156450033187866;1200000.0;
9.356450080871582;1500000.0;9.356450080871582;1500000.0;
9.556450128555298;1440000.0;9.556450128555298;1440000.0;
9.756450176239014;1380000.0;9.756450176239014;1380000.0;
9.95645022392273;1440000.0;9.95645022392273;1440000.0;
10.156450271606445;1380000.0;10.156450271606445;1380000.0;
10.356450319290161;1200000.0;10.356450319290161;1200000.0;
10.556450366973877;600000.0;10.556450366973877;600000.0;
10.756450414657593;600000.0;10.756450414657593;600000.0;
10.956450462341309;1320000.0;10.956450462341309;1320000.0;
11.156450510025024;1200000.0;11.156450510025024;1200000.0;
11.35645055770874;1200000.0;11.35645055770874;1200000.0;
11.556450605392456;1200000.0;11.556450605392456;1200000.0;
11.756450653076172;1260000.0;11.756450653076172;1260000.0;
11.956450700759888;1080000.0;11.956450700759888;1080000.0;
12.156450748443604;1020000.0;12.156450748443604;1020000.0;
12.35645079612732;720000.0;12.35645079612732;720000.0;
12.556450843811035;1200000.0;12.556450843811035;1200000.0;
12.756450891494751;1380000.0;12.756450891494751;1380000.0;
12.956450939178467;1440000.0;12.956450939178467;1440000.0;
13.156450986862183;1380000.0;13.156450986862183;1380000.0;
13.356451034545898;1500000.0;13.356451034545898;1500000.0;
13.556451082229614;1440000.0;13.556451082229614;1440000.0;
13.75645112991333;720000.0;13.75645112991333;720000.0;
13.956451177597046;780000.0;13.956451177597046;780000.0;
14.156451225280762;1440000.0;14.156451225280762;1440000.0;
14.356451272964478;1500000.0;14.356451272964478;1500000.0;
14.556451320648193;1320000.0;14.556451320648193;1320000.0;
14.75645136833191;1380000.0;14.75645136833191;1380000.0;
14.956451416015625;1440000.0;14.956451416015625;1440000.0;
15.15645146369934;600000.0;15.15645146369934;600000.0;
15.356451511383057;900000.0;15.356451511383057;900000.0;
15.556451559066772;1200000.0;15.556451559066772;1200000.0;
15.756451606750488;1260000.0;15.756451606750488;1260000.0;
15.956451654434204;1080000.0;15.956451654434204;1080000.0;
16.15645170211792;1140000.0;16.15645170211792;1140000.0;
16.356451749801636;1200000.0;16.356451749801636;1200000.0;
16.55645179748535;1320000.0;16.55645179748535;1320000.0;
16.756451845169067;1020000.0;16.756451845169067;1020000.0;
16.956451892852783;600000.0;16.956451892852783;600000.0;
17.1564519405365;1260000.0;17.1564519405365;1260000.0;
17.356451988220215;1440000.0;17.356451988220215;1440000.0;
17.55645203590393;1380000.0;17.55645203590393;1380000.0;
17.756452083587646;1440000.0;17.756452083587646;1440000.0;
17.956452131271362;1380000.0;17.956452131271362;1380000.0;
18.156452178955078;1080000.0;18.156452178955078;1080000.0;
18.356452226638794;600000.0;18.356452226638794;600000.0;
18.55645227432251;1380000.0;18.55645227432251;1380000.0;
18.756452322006226;1320000.0;18.756452322006226;1320000.0;
