timestamp,rsrp,bler,mcs
0.0,-60,0.06247,28
1.0,-61,0.39329,24
2.0,-49,0.34984,14
3.0,-49,0.15853,6
4.0,-49,0.05528,6
5.0,-53,0.09508,7
6.0,-72,0.14768,8
7.0,-50,0.07474,6
8.0,-52,0.13762,6
9.0,-50,0.04799,7
10.0,-52,0.09756,7
11.0,-65,0.1038,8
12.0,-51,0.08445,6
13.0,-51,0.14705,7
14.0,-52,0.05127,7
15.0,-53,0.08315,7
16.0,-53,0.14212,6
17.0,0,0.05163,6
18.0,-51,0.09333,7
19.0,-59,0.13518,7
20.0,-52,0.04713,8
21.0,-51,0.10326,6
22.0,-51,0.11845,8
23.0,-51,0.06261,7
24.0,-54,0.11464,6
25.0,-50,0.08613,8
26.0,-51,0.08617,6
27.0,-55,0.1563,7
28.0,-51,0.0545,7
29.0,-51,0.10116,6
30.0,-51,0.09168,8
31.0,-51,0.07319,6
32.0,-51,0.13313,7
33.0,-51,0.04835,8
34.0,-50,0.07604,7
35.0,-52,0.11461,7
36.0,-54,0.0928,8
37.0,-52,0.06973,7
38.0,-53,0.118,7
39.0,-52,0.07961,8
40.0,-58,0.08575,6
41.0,-57,0.16129,7
42.0,-55,0.05624,7
43.0,-55,0.09533,7
44.0,-56,0.17598,7
45.0,-56,0.06302,6
46.0,-56,0.11856,7
47.0,-56,0.08365,8
48.0,-55,0.08907,6
49.0,-56,0.13315,8
50.0,-55,0.06664,6
51.0,-55,0.12194,6
52.0,-55,0.04552,7
53.0,-56,0.07999,7
54.0,-55,0.14374,6
55.0,-55,0.05012,6
56.0,-55,0.11449,6
57.0,-69,0.07838,8
58.0,-54,0.07944,7
59.0,-54,0.12556,7
60.0,-60,0.08306,8
61.0,-54,0.07089,7
62.0,-55,0.11649,7
63.0,-55,0.07908,8
64.0,-54,0.08519,6
65.0,-63,0.15899,7
66.0,-53,0.05544,7
67.0,-53,0.08802,7
68.0,-53,0.17319,7
69.0,-53,0.06039,6
70.0,-52,0.13575,6
71.0,-52,0.04733,7
72.0,-51,0.08926,7
73.0,-51,0.17915,7
74.0,-51,0.0636,6
75.0,-56,0.12202,6
76.0,-52,0.04255,8
77.0,-57,0.0755,7
78.0,-54,0.11547,7
79.0,-51,0.04587,8
80.0,-50,0.07386,7
81.0,-52,0.1364,6
82.0,-52,0.04756,7
83.0,-51,0.08311,7
84.0,-51,0.15648,6
85.0,-51,0.05721,6
86.0,-52,0.10504,7
87.0,-52,0.14073,8
88.0,-52,0.07305,6
89.0,-52,0.12554,7
90.0,-52,0.1003,8
91.0,-53,0.0777,6
92.0,-53,0.1471,7
93.0,-53,0.05129,7
94.0,-53,0.10155,6
95.0,-53,0.11995,8
96.0,-53,0.0748,6
97.0,-61,0.12754,7
98.0,-54,0.08847,8
99.0,-55,0.06945,7
100.0,-54,0.15512,6
