4539935.63945321,4662426.03052691,1297.8154208908588,1343.3977533336727
4474175.133295542,4598823.487394113,4322.2581703637925,4354.74623460696
4594772.985966249,4726099.394986131,4212.184657380292,4239.933597871637
4561333.925134796,4694121.09462805,1223.3370880879752,1231.847696799528
4597867.595257721,4725731.795218469,4209.262897299619,4237.5142133471545
4681487.712860174,4808703.115656204,4136.234901298541,4163.286144555137
4702415.841647903,4826761.691558928,4123.053491479595,4149.465054815782
4676054.554335169,4805981.739101124,4133.569574814453,4160.531803497434
4726276.742843465,4852730.0640399,4106.748585549238,4133.482677038073
4864672.709222628,4997015.306191631,3988.808845113838,4014.860732759586
