('192.168.70.129', 38076, '12.1.1.156', 10000);('192.168.70.129', 38076, '12.1.1.156', 10000);('192.168.70.129', 38076, '12.1.1.156', 10000);('192.168.70.129', 52730, '12.1.1.156', 10001);('192.168.70.129', 52730, '12.1.1.156', 10001);('192.168.70.129', 52730, '12.1.1.156', 10001);total;total;total;
1685947048.369596;1;23;1685947048.369596;1;13;1685947048.369596;9;53;
1685947048.569596;0;38;1685947048.569596;0;45;1685947048.569596;0;83;
1685947048.769596;0;30;1685947048.769596;0;78;1685947048.769596;0;108;
1685947048.9695961;0;32;1685947048.9695961;0;100;1685947048.9695961;0;132;
1685947049.1695962;0;34;1685947049.1695962;0;111;1685947049.1695962;0;145;
1685947049.3695962;0;0;1685947049.3695962;0;161;1685947049.3695962;0;161;
1685947049.5695963;0;24;1685947049.5695963;0;112;1685947049.5695963;0;136;
1685947049.7695963;0;11;1685947049.7695963;0;167;1685947049.7695963;0;178;
1685947049.9695964;0;0;1685947049.9695964;0;121;1685947049.9695964;0;121;
1685947050.1695964;0;0;1685947050.1695964;0;167;1685947050.1695964;0;167;
1685947050.3695965;0;24;1685947050.3695965;0;127;1685947050.3695965;0;151;
1685947050.5695965;0;12;1685947050.5695965;0;131;1685947050.5695965;0;143;
1685947050.7695966;0;1;1685947050.7695966;0;137;1685947050.7695966;0;138;
1685947050.9695966;0;0;1685947050.9695966;0;135;1685947050.9695966;0;135;
1685947051.1695967;0;0;1685947051.1695967;0;130;1685947051.1695967;0;130;
1685947051.3695967;0;0;1685947051.3695967;0;141;1685947051.3695967;0;141;
1685947051.5695968;0;0;1685947051.5695968;0;142;1685947051.5695968;0;142;
1685947051.7695968;0;0;1685947051.7695968;0;141;1685947051.7695968;0;141;
1685947051.9695969;0;0;1685947051.9695969;0;145;1685947051.9695969;0;145;
1685947052.169597;0;24;1685947052.169597;0;136;1685947052.169597;0;160;
1685947052.369597;0;14;1685947052.369597;0;167;1685947052.369597;0;181;
1685947052.569597;0;1;1685947052.569597;0;188;1685947052.569597;0;189;
1685947052.769597;0;0;1685947052.769597;0;190;1685947052.769597;0;190;
1685947052.969597;0;0;1685947052.969597;0;193;1685947052.969597;0;193;
1685947053.1695971;0;0;1685947053.1695971;0;189;1685947053.1695971;0;189;
1685947053.3695972;0;0;1685947053.3695972;0;191;1685947053.3695972;0;191;
1685947053.5695972;0;0;1685947053.5695972;0;193;1685947053.5695972;0;193;
1685947053.7695973;0;0;1685947053.7695973;0;179;1685947053.7695973;0;179;
1685947053.9695973;0;48;1685947053.9695973;0;133;1685947053.9695973;0;181;
1685947054.1695974;0;0;1685947054.1695974;0;168;1685947054.1695974;0;168;
1685947054.3695974;0;0;1685947054.3695974;0;155;1685947054.3695974;0;155;
1685947054.5695975;0;0;1685947054.5695975;0;116;1685947054.5695975;0;116;
1685947054.7695975;0;0;1685947054.7695975;0;109;1685947054.7695975;0;109;
1685947054.9695976;0;0;1685947054.9695976;0;113;1685947054.9695976;0;113;
1685947055.1695976;0;0;1685947055.1695976;0;94;1685947055.1695976;0;94;
1685947055.3695977;0;0;1685947055.3695977;0;81;1685947055.3695977;0;81;
1685947055.5695977;0;0;1685947055.5695977;0;81;1685947055.5695977;0;81;
1685947055.7695978;0;0;1685947055.7695978;0;81;1685947055.7695978;0;81;
1685947055.9695978;0;0;1685947055.9695978;0;81;1685947055.9695978;0;81;
1685947056.1695979;0;12;1685947056.1695979;0;69;1685947056.1695979;0;81;
1685947056.369598;0;60;1685947056.369598;0;35;1685947056.369598;0;95;
1685947056.569598;0;0;1685947056.569598;0;115;1685947056.569598;0;115;
1685947056.769598;0;0;1685947056.769598;0;127;1685947056.769598;0;127;
1685947056.969598;0;0;1685947056.969598;0;128;1685947056.969598;0;128;
1685947057.169598;0;0;1685947057.169598;0;130;1685947057.169598;0;130;
1685947057.3695982;0;0;1685947057.3695982;0;120;1685947057.3695982;0;120;
1685947057.5695982;0;0;1685947057.5695982;0;127;1685947057.5695982;0;127;
1685947057.7695982;0;87;1685947057.7695982;0;48;1685947057.7695982;0;135;
1685947057.9695983;0;0;1685947057.9695983;0;143;1685947057.9695983;0;143;
1685947058.1695983;0;0;1685947058.1695983;0;140;1685947058.1695983;0;140;
1685947058.3695984;0;0;1685947058.3695984;0;143;1685947058.3695984;0;143;
1685947058.5695984;0;0;1685947058.5695984;0;154;1685947058.5695984;0;154;
1685947058.7695985;0;0;1685947058.7695985;0;180;1685947058.7695985;0;180;
1685947058.9695985;0;0;1685947058.9695985;0;190;1685947058.9695985;0;190;
1685947059.1695986;0;0;1685947059.1695986;0;196;1685947059.1695986;0;196;
1685947059.3695986;0;0;1685947059.3695986;0;194;1685947059.3695986;0;194;
1685947059.5695987;0;0;1685947059.5695987;0;199;1685947059.5695987;0;199;
1685947059.7695987;0;0;1685947059.7695987;0;194;1685947059.7695987;0;194;
1685947059.9695988;0;85;1685947059.9695988;0;106;1685947059.9695988;0;191;
1685947060.1695988;0;0;1685947060.1695988;0;196;1685947060.1695988;0;196;
1685947060.3695989;0;0;1685947060.3695989;0;188;1685947060.3695989;0;188;
1685947060.569599;0;0;1685947060.569599;0;188;1685947060.569599;0;188;
1685947060.769599;0;0;1685947060.769599;0;168;1685947060.769599;0;168;
1685947060.969599;0;0;1685947060.969599;0;174;1685947060.969599;0;174;
1685947061.169599;0;0;1685947061.169599;0;168;1685947061.169599;0;168;
1685947061.369599;0;98;1685947061.369599;0;56;1685947061.369599;0;154;
1685947061.5695992;0;0;1685947061.5695992;0;119;1685947061.5695992;0;119;
1685947061.7695992;0;0;1685947061.7695992;0;135;1685947061.7695992;0;135;
1685947061.9695992;0;0;1685947061.9695992;0;134;1685947061.9695992;0;134;
1685947062.1695993;0;0;1685947062.1695993;0;133;1685947062.1695993;0;133;
1685947062.3695993;0;0;1685947062.3695993;0;133;1685947062.3695993;0;133;
1685947062.5695994;0;0;1685947062.5695994;0;133;1685947062.5695994;0;133;
1685947062.7695994;0;103;1685947062.7695994;0;34;1685947062.7695994;0;137;
1685947062.9695995;0;22;1685947062.9695995;0;123;1685947062.9695995;0;145;
1685947063.1695995;0;0;1685947063.1695995;0;168;1685947063.1695995;0;168;
1685947063.3695996;0;0;1685947063.3695996;0;179;1685947063.3695996;0;179;
1685947063.5695996;0;0;1685947063.5695996;0;179;1685947063.5695996;0;179;
1685947063.7695997;0;1;1685947063.7695997;0;161;1685947063.7695997;0;162;
1685947063.9695997;0;45;1685947063.9695997;0;116;1685947063.9695997;0;161;
1685947064.1695998;0;122;1685947064.1695998;0;53;1685947064.1695998;0;175;
1685947064.3695998;0;0;1685947064.3695998;0;141;1685947064.3695998;0;141;
1685947064.5695999;0;0;1685947064.5695999;0;120;1685947064.5695999;0;120;
1685947064.7696;0;0;1685947064.7696;0;132;1685947064.7696;0;132;
1685947064.9696;0;0;1685947064.9696;0;119;1685947064.9696;0;119;
1685947065.1696;0;0;1685947065.1696;0;121;1685947065.1696;0;121;
1685947065.3696;0;14;1685947065.3696;0;105;1685947065.3696;0;119;
1685947065.5696;0;120;1685947065.5696;0;0;1685947065.5696;0;120;
1685947065.7696002;0;103;1685947065.7696002;0;17;1685947065.7696002;0;120;
1685947065.9696002;0;0;1685947065.9696002;0;124;1685947065.9696002;0;124;
1685947066.1696002;0;0;1685947066.1696002;0;139;1685947066.1696002;0;139;
1685947066.3696003;0;3;1685947066.3696003;0;152;1685947066.3696003;0;155;
1685947066.5696003;0;104;1685947066.5696003;0;63;1685947066.5696003;0;167;
1685947066.7696004;0;176;1685947066.7696004;0;0;1685947066.7696004;0;176;
1685947066.9696004;0;58;1685947066.9696004;0;115;1685947066.9696004;0;173;
1685947067.1696005;0;0;1685947067.1696005;0;182;1685947067.1696005;0;182;
1685947067.3696005;0;4;1685947067.3696005;0;174;1685947067.3696005;0;178;
1685947067.5696006;0;146;1685947067.5696006;0;25;1685947067.5696006;0;171;
1685947067.7696006;0;174;1685947067.7696006;0;0;1685947067.7696006;0;174;
1685947067.9696007;0;147;1685947067.9696007;0;37;1685947067.9696007;0;184;
1685947068.1696007;0;0;1685947068.1696007;0;174;1685947068.1696007;0;174;
1685947068.3696008;0;0;1685947068.3696008;0;153;1685947068.3696008;0;153;
1685947068.5696008;0;55;1685947068.5696008;0;131;1685947068.5696008;0;186;
1685947068.7696009;0;167;1685947068.7696009;0;2;1685947068.7696009;0;169;
1685947068.969601;0;165;1685947068.969601;0;0;1685947068.969601;0;165;
1685947069.169601;0;180;1685947069.169601;0;0;1685947069.169601;0;180;
1685947069.369601;0;45;1685947069.369601;0;128;1685947069.369601;0;173;
1685947069.569601;0;0;1685947069.569601;0;170;1685947069.569601;0;170;
1685947069.769601;0;7;1685947069.769601;0;175;1685947069.769601;0;182;
1685947069.9696012;0;144;1685947069.9696012;0;23;1685947069.9696012;0;167;
1685947070.1696012;0;159;1685947070.1696012;0;2;1685947070.1696012;0;161;
1685947070.3696012;0;180;1685947070.3696012;0;0;1685947070.3696012;0;180;
1685947070.5696013;0;179;1685947070.5696013;0;0;1685947070.5696013;0;179;
1685947070.7696013;0;127;1685947070.7696013;0;51;1685947070.7696013;0;178;
1685947070.9696014;0;2;1685947070.9696014;0;169;1685947070.9696014;0;171;
1685947071.1696014;0;0;1685947071.1696014;0;182;1685947071.1696014;0;182;
1685947071.3696015;0;83;1685947071.3696015;0;94;1685947071.3696015;0;177;
1685947071.5696015;0;166;1685947071.5696015;0;1;1685947071.5696015;0;167;
1685947071.7696016;0;179;1685947071.7696016;0;2;1685947071.7696016;0;181;
1685947071.9696016;0;175;1685947071.9696016;0;0;1685947071.9696016;0;175;
1685947072.1696017;0;179;1685947072.1696017;0;0;1685947072.1696017;0;179;
1685947072.3696017;0;177;1685947072.3696017;0;0;1685947072.3696017;0;177;
1685947072.5696018;0;98;1685947072.5696018;0;87;1685947072.5696018;0;185;
1685947072.7696018;0;0;1685947072.7696018;0;191;1685947072.7696018;0;191;
1685947072.9696019;0;16;1685947072.9696019;0;172;1685947072.9696019;0;188;
1685947073.169602;0;137;1685947073.169602;0;46;1685947073.169602;0;183;
1685947073.369602;0;187;1685947073.369602;0;2;1685947073.369602;0;189;
1685947073.569602;0;189;1685947073.569602;0;2;1685947073.569602;0;191;
1685947073.769602;0;187;1685947073.769602;0;0;1685947073.769602;0;187;
1685947073.969602;0;189;1685947073.969602;0;0;1685947073.969602;0;189;
1685947074.1696022;0;186;1685947074.1696022;0;0;1685947074.1696022;0;186;
1685947074.3696022;0;193;1685947074.3696022;0;0;1685947074.3696022;0;193;
1685947074.5696023;0;152;1685947074.5696023;0;32;1685947074.5696023;0;184;
1685947074.7696023;0;7;1685947074.7696023;0;177;1685947074.7696023;0;184;
1685947074.9696023;0;0;1685947074.9696023;0;187;1685947074.9696023;0;187;
1685947075.1696024;0;95;1685947075.1696024;0;99;1685947075.1696024;0;194;
1685947075.3696024;0;183;1685947075.3696024;0;2;1685947075.3696024;0;185;
1685947075.5696025;0;178;1685947075.5696025;0;2;1685947075.5696025;0;180;
1685947075.7696025;0;189;1685947075.7696025;0;2;1685947075.7696025;0;191;
1685947075.9696026;0;192;1685947075.9696026;0;0;1685947075.9696026;0;192;
1685947076.1696026;0;186;1685947076.1696026;0;0;1685947076.1696026;0;186;
1685947076.3696027;0;190;1685947076.3696027;0;0;1685947076.3696027;0;190;
1685947076.5696027;0;167;1685947076.5696027;0;27;1685947076.5696027;0;194;
1685947076.7696028;0;184;1685947076.7696028;0;0;1685947076.7696028;0;184;
1685947076.9696028;0;189;1685947076.9696028;0;0;1685947076.9696028;0;189;
1685947077.1696029;0;116;1685947077.1696029;0;73;1685947077.1696029;0;189;
1685947077.369603;0;2;1685947077.369603;0;183;1685947077.369603;0;185;
1685947077.569603;0;33;1685947077.569603;0;144;1685947077.569603;0;177;
1685947077.769603;0;94;1685947077.769603;0;74;1685947077.769603;0;168;
1685947077.969603;0;173;1685947077.969603;0;0;1685947077.969603;0;173;
1685947078.169603;0;164;1685947078.169603;0;0;1685947078.169603;0;164;
1685947078.3696032;0;157;1685947078.3696032;0;0;1685947078.3696032;0;157;
1685947078.5696032;0;107;1685947078.5696032;0;28;1685947078.5696032;0;135;
1685947078.7696033;0;127;1685947078.7696033;0;0;1685947078.7696033;0;127;
1685947078.9696033;0;135;1685947078.9696033;0;0;1685947078.9696033;0;135;
1685947079.1696033;0;134;1685947079.1696033;0;0;1685947079.1696033;0;134;
1685947079.3696034;0;119;1685947079.3696034;0;13;1685947079.3696034;0;132;
1685947079.5696034;0;7;1685947079.5696034;0;127;1685947079.5696034;0;134;
1685947079.7696035;0;0;1685947079.7696035;0;133;1685947079.7696035;0;133;
1685947079.9696035;0;16;1685947079.9696035;0;117;1685947079.9696035;0;133;
1685947080.1696036;0;55;1685947080.1696036;0;85;1685947080.1696036;0;140;
1685947080.3696036;0;128;1685947080.3696036;0;27;1685947080.3696036;0;155;
1685947080.5696037;0;166;1685947080.5696037;0;0;1685947080.5696037;0;166;
1685947080.7696037;0;175;1685947080.7696037;0;0;1685947080.7696037;0;175;
1685947080.9696038;0;141;1685947080.9696038;0;27;1685947080.9696038;0;168;
1685947081.1696038;0;0;1685947081.1696038;0;186;1685947081.1696038;0;186;
1685947081.3696039;0;0;1685947081.3696039;0;184;1685947081.3696039;0;184;
1685947081.569604;0;108;1685947081.569604;0;80;1685947081.569604;0;188;
1685947081.769604;0;186;1685947081.769604;0;0;1685947081.769604;0;186;
1685947081.969604;0;186;1685947081.969604;0;6;1685947081.969604;0;192;
1685947082.169604;0;164;1685947082.169604;0;21;1685947082.169604;0;185;
1685947082.369604;0;192;1685947082.369604;0;0;1685947082.369604;0;192;
1685947082.5696042;0;194;1685947082.5696042;0;0;1685947082.5696042;0;194;
1685947082.7696042;0;184;1685947082.7696042;0;0;1685947082.7696042;0;184;
1685947082.9696043;0;185;1685947082.9696043;0;0;1685947082.9696043;0;185;
1685947083.1696043;0;184;1685947083.1696043;0;0;1685947083.1696043;0;184;
1685947083.3696043;0;31;1685947083.3696043;0;151;1685947083.3696043;0;182;
1685947083.5696044;0;0;1685947083.5696044;0;187;1685947083.5696044;0;187;
1685947083.7696044;0;50;1685947083.7696044;0;140;1685947083.7696044;0;190;
1685947083.9696045;0;164;1685947083.9696045;0;25;1685947083.9696045;0;189;
1685947084.1696045;0;191;1685947084.1696045;0;2;1685947084.1696045;0;193;
1685947084.3696046;0;187;1685947084.3696046;0;0;1685947084.3696046;0;187;
1685947084.5696046;0;183;1685947084.5696046;0;0;1685947084.5696046;0;183;
1685947084.7696047;0;189;1685947084.7696047;0;0;1685947084.7696047;0;189;
1685947084.9696047;0;194;1685947084.9696047;0;0;1685947084.9696047;0;194;
1685947085.1696048;0;182;1685947085.1696048;0;0;1685947085.1696048;0;182;
1685947085.3696048;0;189;1685947085.3696048;0;0;1685947085.3696048;0;189;
