('192.168.70.129', 53984, '12.1.1.155', 10000);('192.168.70.129', 53984, '12.1.1.155', 10000);
0.11817717552185059;239502.96103896105;
0.3181772232055664;884898.3529411765;
0.5181772708892822;1542222.6141732284;
0.718177318572998;905855.2514619883;
0.9181773662567139;912087.5789473684;
1.1181774139404297;922990.904109589;
1.3181774616241455;932017.2060301508;
1.5181775093078613;947472.0855614974;
1.7181775569915771;958706.7870967742;
1.918177604675293;964529.7055837563;
2.118177652359009;981789.4869109947;
2.3181777000427246;993881.1685393258;
2.5181777477264404;1003042.4303797468;
2.7181777954101562;1015685.12;
2.918177843093872;1023156.8;
3.118177890777588;1003431.8222222222;
3.3181779384613037;521046.76510067115;
3.5181779861450195;538731.2207792208;
3.7181780338287354;556107.7124183007;
3.918178081512451;573630.7692307692;
4.118178129196167;591093.7326203209;
4.318178176879883;612341.3903743315;
4.518178224563599;626251.8651685393;
4.7181782722473145;645079.5582822086;
4.91817831993103;663406.7692307692;
5.118178367614746;682252.4675324676;
5.318178415298462;695198.6849315069;
5.518178462982178;715296.513368984;
5.7181785106658936;730422.8118811881;
5.918178558349609;747777.6842105263;
6.118178606033325;765214.652631579;
6.318178653717041;778888.9533678757;
6.518178701400757;797658.4712041885;
6.718178749084473;809776.7619047619;
6.9181787967681885;825877.6425120773;
7.118178844451904;835580.2751322752;
7.31817889213562;854034.9015544042;
7.518178939819336;867792.695652174;
7.718178987503052;880209.3668341709;
7.918179035186768;892999.0366492147;
8.118179082870483;902279.032967033;
8.3181791305542;931096.1777777778;
8.518179178237915;945337.1428571428;
8.71817922592163;953393.6842105263;
8.918179273605347;964446.2702702703;
9.118179321289062;974797.385620915;
9.318179368972778;984342.9743589744;
9.518179416656494;994293.3333333334;
9.71817946434021;1001629.8666666667;
9.918179512023926;1014352.2077922078;
10.118179559707642;1023663.6;
10.318179607391357;1033355.4162162162;
10.518179655075073;1044649.8969072165;
10.718179702758789;1058965.7664974618;
10.918179750442505;1067315.654822335;
11.11817979812622;984640.0;
11.318179845809937;944463.2975609757;
11.518179893493652;957513.6482412061;
11.718179941177368;971105.0105263158;
11.918179988861084;983453.3463414634;
12.1181800365448;995253.612565445;
12.318180084228516;1008609.0212765958;
12.518180131912231;1020133.8325123152;
12.718180179595947;1031975.6345177665;
12.918180227279663;1044649.8969072165;
13.118180274963379;1057717.1741293531;
13.318180322647095;1066845.2385786802;
13.51818037033081;1080799.0204081633;
13.718180418014526;1093852.3383084578;
13.918180465698242;1101727.5076923077;
14.118180513381958;1114786.24;
14.318180561065674;1127746.9538461538;
14.51818060874939;1136687.2763819096;
14.718180656433105;1147446.811881188;
14.918180704116821;1159783.1641791044;
15.118180751800537;1170160.4060913706;
15.318180799484253;1181806.8453608248;
15.518180847167969;1193269.6040609137;
15.718180894851685;1201384.2842639594;
15.9181809425354;1211543.092783505;
16.118180990219116;1222811.5169082126;
16.318181037902832;1233994.5567010308;
16.518181085586548;1244852.0197044334;
16.718181133270264;1252675.9384615384;
16.91818118095398;1263286.811881188;
17.118181228637695;1274299.4051282052;
17.31818127632141;1282140.882051282;
17.518181324005127;1292679.836734694;
17.718181371688843;1303498.5567010308;
17.91818141937256;1314755.4679802957;
18.118181467056274;1325232.8844221106;
18.31818151473999;1332754.0512820513;
18.518181562423706;1342339.878787879;
18.718181610107422;1349918.2131979696;
18.918181657791138;1361988.8;
19.118181705474854;1369651.0738916255;
19.31818175315857;1379146.1224489796;
19.518181800842285;1390371.055276382;
19.718181848526;1396822.9253731344;
19.918181896209717;1408392.0808080807;
20.118181943893433;1415386.5846153847;
20.31818199157715;1425482.1224489796;
20.518182039260864;1434029.3467336684;
20.71818208694458;1442506.5567010308;
20.918182134628296;1451955.512195122;
21.11818218231201;1461352.985221675;
21.318182229995728;1467753.7684210527;
21.518182277679443;1477196.4081632653;
21.71818232536316;1488514.8944723618;
21.918182373046875;1494396.6492146596;
22.11818242073059;1501191.836734694;
22.318182468414307;1512388.223350254;
22.518182516098022;1521423.8383838383;
22.71818256378174;1527853.1573604061;
22.918182611465454;1535794.5263157894;
23.11818265914917;1544822.4171122995;
23.318182706832886;1552912.824742268;
23.5181827545166;1558410.0;
23.718182802200317;1569663.650273224;
23.918182849884033;1576094.652631579;
24.11818289756775;1581906.238341969;
24.318182945251465;1593162.0;
24.51818299293518;1599012.1450777203;
24.718183040618896;1605246.6382978724;
24.918183088302612;1616394.7789473685;
25.118183135986328;1622245.1937172774;
25.318183183670044;1627788.4081632653;
25.51818323135376;1639046.8923076922;
25.718183279037476;1645166.8453608248;
25.91818332672119;1651959.0845771143;
26.118183374404907;1662602.5567010308;
26.318183422088623;1667921.3668341709;
26.51818346977234;1674183.5102040817;
26.718183517456055;1684636.3383084578;
26.91818356513977;1690003.5647668394;
27.118183612823486;1698272.32;
27.318183660507202;1708462.693877551;
27.518183708190918;1714548.4221105527;
27.718183755874634;1720586.0;
27.91818380355835;1729257.1191709845;
28.118183851242065;1732871.836734694;
28.31818389892578;1744271.4136125655;
28.518183946609497;1749814.811881188;
28.718183994293213;1755338.0;
28.91818404197693;1766243.0248756218;
29.118184089660645;1770261.2292682927;
29.31818413734436;1777995.4871794872;
29.518184185028076;1785365.514893617;
29.718184232711792;1790743.092783505;
29.918184280395508;1801872.5161290322;
30.118184328079224;1807045.197969543;
30.31818437576294;1813191.5102040817;
30.518184423446655;1822180.663316583;
30.71818447113037;1825920.6497461929;
30.918184518814087;1837400.6153846155;
31.118184566497803;1842512.824742268;
31.31818461418152;1848628.1846153846;
31.518184661865234;1859171.6666666667;
31.71818470954895;1861182.6735751296;
31.918184757232666;1871831.092783505;
32.11818480491638;1873818.1361256544;
32.3181848526001;1883396.076433121;
32.51818490028381;1887984.215246637;
32.71818494796753;1894159.5151515151;
32.918184995651245;1905780.272251309;
33.11818504333496;1907114.554973822;
