1685796077.0,-64
1685796078.0,-65
1685796079.0,-64
1685796080.0,-53
1685796081.0,-53
1685796082.0,-58
1685796083.0,-54
1685796084.0,-54
1685796085.0,-54
1685796086.0,-54
1685796087.0,-53
1685796088.0,-54
1685796089.0,-55
1685796090.0,-56
1685796091.0,-56
1685796092.0,-57
1685796093.0,-67
1685796094.0,-57
1685796095.0,-56
1685796096.0,-55
1685796097.0,-56
1685796098.0,-55
1685796099.0,-55
1685796100.0,-55
1685796101.0,-54
1685796102.0,-54
1685796103.0,-54
1685796104.0,-55
1685796105.0,-55
1685796106.0,-55
1685796107.0,-65
1685796108.0,-55
1685796109.0,-55
1685796110.0,-55
1685796111.0,-54
1685796112.0,-55
1685796113.0,-56
1685796114.0,-56
1685796115.0,-57
1685796116.0,-56
1685796117.0,-57
1685796118.0,-59
1685796119.0,-59
1685796120.0,-59
1685796121.0,-60
1685796122.0,-60
1685796123.0,-60
1685796124.0,-60
1685796125.0,-59
1685796126.0,-60
1685796127.0,-59
1685796128.0,-59
1685796129.0,-59
1685796130.0,-60
1685796131.0,-59
1685796132.0,-59
1685796133.0,-59
1685796134.0,-58
1685796135.0,-58
1685796136.0,-58
1685796137.0,-58
1685796138.0,-58
1685796139.0,-59
1685796140.0,-59
1685796141.0,-58
1685796142.0,-57
1685796143.0,-57
1685796144.0,-57
1685796145.0,-57
1685796146.0,-57
1685796147.0,-56
1685796148.0,-56
1685796149.0,-55
1685796150.0,-55
1685796151.0,-55
1685796152.0,-55
1685796153.0,-56
1685796154.0,-55
1685796155.0,-55
1685796156.0,-55
1685796157.0,-54
1685796158.0,-56
1685796159.0,-56
1685796160.0,-55
1685796161.0,-55
1685796162.0,-55
1685796163.0,-56
1685796164.0,-56
1685796165.0,-56
1685796166.0,-56
1685796167.0,-55
1685796168.0,-57
1685796169.0,-57
1685796170.0,-57
1685796171.0,-57
1685796172.0,-58
1685796173.0,-57
1685796174.0,-57
1685796175.0,-58
1685796176.0,-59
1685796177.0,-59
