('12.1.1.151', 50512, '192.168.70.129', 10001);('12.1.1.151', 50512, '192.168.70.129', 10001);('12.1.1.151', 50512, '192.168.70.129', 10001);('12.1.1.151', 50514, '192.168.70.129', 10001);('12.1.1.151', 50514, '192.168.70.129', 10001);('12.1.1.151', 50514, '192.168.70.129', 10001);
;;;124117.6562;18.0;0;
;;;124117.759899;30.0;0;
;;;124117.863858;65.0;0;
;;;124117.967966;94.0;0;
;;;124118.072268;123.0;0;
;;;124118.176344;139.0;70.0;
;;;124118.280459;120.0;70.0;
;;;124118.384512;69.0;70.0;
;;;124118.488563;29.0;70.0;
;;;124118.592594;71.0;70.0;
;;;124118.696647;72.0;70.0;
;;;124118.800763;73.0;70.0;
;;;124118.904778;74.0;70.0;
;;;124119.008862;74.0;70.0;
;;;124119.113046;76.0;70.0;
;;;124119.217141;77.0;70.0;
;;;124119.321232;78.0;70.0;
;;;124119.425276;79.0;70.0;
;;;124119.529332;80.0;70.0;
;;;124119.633759;81.0;70.0;
;;;124119.737904;82.0;70.0;
;;;124119.841925;83.0;70.0;
;;;124119.945835;84.0;70.0;
;;;124120.049681;84.0;70.0;
;;;124120.153593;85.0;70.0;
;;;124120.257685;85.0;70.0;
;;;124120.361615;86.0;70.0;
;;;124120.465508;87.0;70.0;
;;;124120.569304;87.0;70.0;
;;;124120.673079;88.0;70.0;
;;;124120.776963;88.0;70.0;
;;;124120.880738;89.0;70.0;
;;;124120.984532;89.0;70.0;
;;;124121.088293;90.0;70.0;
;;;124121.192121;90.0;70.0;
;;;124121.296073;91.0;70.0;
;;;124121.399972;91.0;70.0;
;;;124121.503778;92.0;70.0;
;;;124121.607558;92.0;70.0;
;;;124121.711416;93.0;70.0;
;;;124121.815584;94.0;70.0;
;;;124121.91951;95.0;70.0;
;;;124122.023325;95.0;70.0;
;;;124122.127306;96.0;70.0;
;;;124122.231371;97.0;70.0;
;;;124122.335492;98.0;70.0;
;;;124122.439557;99.0;70.0;
;;;124122.543672;100.0;70.0;
;;;124122.647749;101.0;70.0;
;;;124122.752074;102.0;70.0;
;;;124122.856275;102.0;70.0;
;;;124122.960601;103.0;70.0;
;;;124123.06463;104.0;70.0;
;;;124123.168641;105.0;70.0;
;;;124123.272659;106.0;70.0;
;;;124123.37679;107.0;70.0;
;;;124123.480837;107.0;70.0;
;;;124123.584915;108.0;70.0;
;;;124123.688962;109.0;70.0;
;;;124123.793043;110.0;70.0;
;;;124123.897137;111.0;70.0;
;;;124124.001208;111.0;70.0;
;;;124124.105277;112.0;70.0;
;;;124124.209347;113.0;70.0;
;;;124124.31346;114.0;70.0;
;;;124124.417529;114.0;70.0;
;;;124124.522264;115.0;70.0;
;;;124124.627017;116.0;70.0;
;;;124124.731555;116.0;70.0;
;;;124124.848072;117.0;70.0;
;;;124124.952707;118.0;70.0;
;;;124125.057186;119.0;70.0;
;;;124125.16224;119.0;70.0;
;;;124125.26705;120.0;70.0;
;;;124125.371723;121.0;70.0;
;;;124125.476208;122.0;70.0;
;;;124125.580637;122.0;70.0;
;;;124125.68556;123.0;70.0;
;;;124125.789922;123.0;70.0;
;;;124125.894515;124.0;70.0;
;;;124125.999453;125.0;70.0;
;;;124126.104041;125.0;70.0;
;;;124126.209155;126.0;70.0;
;;;124126.313541;127.0;70.0;
;;;124126.418301;127.0;70.0;
;;;124126.523397;128.0;70.0;
;;;124126.628107;129.0;70.0;
;;;124126.732594;129.0;70.0;
;;;124126.837084;130.0;70.0;
;;;124126.941584;131.0;70.0;
;;;124127.046388;131.0;70.0;
;;;124127.150967;132.0;70.0;
;;;124127.255597;133.0;70.0;
;;;124127.360507;133.0;70.0;
;;;124127.465609;134.0;70.0;
;;;124127.570233;134.0;70.0;
;;;124127.675127;135.0;70.0;
;;;124127.780071;136.0;70.0;
;;;124127.884615;136.0;70.0;
;;;124127.989188;137.0;70.0;
;;;124128.093704;137.0;70.0;
;;;124128.198237;138.0;70.0;
;;;124128.303233;138.0;70.0;
;;;124128.408267;139.0;70.0;
;;;124128.513052;139.0;70.0;
;;;124128.617452;140.0;70.0;
;;;124128.722168;140.0;70.0;
;;;124128.826865;141.0;70.0;
;;;124128.931824;142.0;70.0;
;;;124129.036277;142.0;70.0;
;;;124129.14074;143.0;70.0;
;;;124129.245296;143.0;70.0;
;;;124129.349734;144.0;70.0;
;;;124129.454559;145.0;70.0;
;;;124129.559791;145.0;70.0;
;;;124129.66441;146.0;70.0;
;;;124129.768959;146.0;70.0;
;;;124129.881562;147.0;70.0;
;;;124129.986808;148.0;70.0;
;;;124130.091172;148.0;70.0;
;;;124130.195638;149.0;70.0;
;;;124130.300237;149.0;70.0;
;;;124130.404615;150.0;70.0;
;;;124130.50921;150.0;70.0;
;;;124130.614794;151.0;70.0;
;;;124130.719344;151.0;70.0;
;;;124130.82397;152.0;70.0;
;;;124130.928316;152.0;70.0;
;;;124131.033066;153.0;70.0;
;;;124131.137615;154.0;70.0;
;;;124131.242104;154.0;70.0;
;;;124131.346492;155.0;70.0;
;;;124131.451615;155.0;70.0;
;;;124131.555874;156.0;70.0;
;;;124131.661648;156.0;70.0;
;;;124131.766056;157.0;70.0;
;;;124131.870507;157.0;70.0;
;;;124131.975441;158.0;70.0;
;;;124132.080656;158.0;70.0;
;;;124132.18596;159.0;70.0;
;;;124132.290652;159.0;70.0;
;;;124132.395256;160.0;70.0;
;;;124132.499809;161.0;70.0;
;;;124132.604637;161.0;70.0;
