('192.168.70.129', 37282, '12.1.1.158', 10000);('192.168.70.129', 37282, '12.1.1.158', 10000);('192.168.70.129', 37282, '12.1.1.158', 10000);('192.168.70.129', 37284, '12.1.1.158', 10000);('192.168.70.129', 37284, '12.1.1.158', 10000);('192.168.70.129', 37284, '12.1.1.158', 10000);
;;;0.0;15.0;0;
;;;0.10376095771789551;43.0;0;
;;;0.2077348232269287;73.0;0;
;;;0.31154894828796387;167.0;0;
;;;0.4153740406036377;414.0;0;
;;;0.5192339420318604;559.0;0;
;;;0.6233470439910889;841.0;0;
;;;0.7272639274597168;1164.0;0;
;;;0.8311610221862793;1313.0;0;
;;;0.9350218772888184;1419.0;0;
;;;1.0394959449768066;1773.0;0;
;;;1.1439180374145508;2137.0;0;
;;;1.2478599548339844;2407.0;0;
;;;1.3516960144042969;2667.0;0;
;;;1.4556629657745361;2929.0;0;
;;;1.559540033340454;3197.0;0;
;;;1.6636078357696533;3479.0;0;
;;;1.7674579620361328;3799.0;0;
;;;1.8713710308074951;4137.0;0;
;;;1.9751818180084229;4348.0;0;
;;;2.079706907272339;4348.0;0;
;;;2.1842079162597656;4348.0;0;
;;;2.288010835647583;4348.0;0;
;;;2.3917949199676514;4348.0;0;
;;;2.4956579208374023;4348.0;0;
;;;2.5994749069213867;4348.0;0;
;;;2.7032549381256104;4348.0;0;
;;;2.8071088790893555;4348.0;0;
;;;2.9109878540039062;4348.0;0;
;;;3.0147948265075684;4348.0;0;
;;;3.1187829971313477;4348.0;0;
;;;3.2226269245147705;4348.0;0;
;;;3.326443910598755;4348.0;0;
;;;3.430388927459717;4348.0;0;
;;;3.5343258380889893;4348.0;0;
;;;3.6381449699401855;4348.0;0;
;;;3.7419469356536865;4348.0;0;
;;;3.8457279205322266;4348.0;0;
;;;3.949802875518799;4348.0;0;
;;;4.05377984046936;4348.0;0;
;;;4.157641887664795;4348.0;0;
;;;4.2614569664001465;4348.0;0;
;;;4.365206003189087;4348.0;0;
;;;4.468999862670898;4348.0;0;
;;;4.572824954986572;4348.0;0;
;;;4.676574945449829;4348.0;0;
;;;4.780669927597046;4348.0;0;
;;;4.884732961654663;4348.0;0;
;;;4.9888269901275635;4348.0;0;
;;;5.092666864395142;4348.0;0;
;;;5.197122812271118;4348.0;0;
;;;5.300940036773682;4348.0;0;
;;;5.404704809188843;4348.0;0;
;;;5.508661985397339;4348.0;0;
;;;5.612540006637573;4348.0;0;
;;;5.716334819793701;4348.0;0;
;;;5.8201069831848145;4348.0;0;
;;;5.923895835876465;4348.0;0;
;;;6.027698040008545;4348.0;0;
;;;6.13149094581604;4348.0;0;
;;;6.235335826873779;4348.0;0;
;;;6.339102029800415;4348.0;0;
;;;6.442914962768555;4348.0;0;
;;;6.546972990036011;4348.0;0;
;;;6.6507728099823;4348.0;0;
;;;6.754526853561401;4348.0;0;
;;;6.858304023742676;4348.0;0;
;;;6.962087869644165;4348.0;0;
;;;7.065871000289917;4348.0;0;
;;;7.1696858406066895;4348.0;0;
;;;7.273442029953003;4348.0;0;
;;;7.377305030822754;4348.0;0;
;;;7.481202840805054;4348.0;0;
;;;7.584980010986328;4348.0;0;
;;;7.688779830932617;4348.0;0;
;;;7.792528867721558;4348.0;0;
;;;7.8963940143585205;4348.0;0;
;;;8.000257968902588;4348.0;0;
;;;8.104182958602905;4348.0;0;
;;;8.2079598903656;4348.0;0;
;;;8.311734914779663;4348.0;0;
;;;8.457502841949463;4348.0;0;
;;;8.561311960220337;4348.0;0;
;;;8.665081024169922;4348.0;0;
;;;8.768846988677979;4348.0;0;
;;;8.872618913650513;4348.0;0;
;;;8.976392030715942;4348.0;0;
;;;9.080363988876343;4348.0;0;
;;;9.184255838394165;4348.0;0;
;;;9.288095951080322;4348.0;0;
;;;9.392060995101929;4348.0;0;
;;;9.496376991271973;4348.0;0;
;;;9.600594997406006;4348.0;0;
;;;9.70458698272705;4348.0;0;
;;;9.808495998382568;1962.0;2174.0;
;;;9.912670850753784;1777.0;2174.0;
;;;10.016826868057251;1592.0;2174.0;
;;;10.120829820632935;1411.0;2174.0;
;;;10.225023984909058;1253.0;2174.0;
;;;10.328871965408325;1044.0;2174.0;
;;;10.432819843292236;868.0;2174.0;
;;;10.536667823791504;698.0;2174.0;
;;;10.640605926513672;509.0;2174.0;
;;;10.744690895080566;332.0;2174.0;
;;;10.848546981811523;143.0;2174.0;
;;;10.952462911605835;2174.0;2174.0;
;;;11.056399822235107;2174.0;2174.0;
;;;11.160392999649048;2174.0;2174.0;
;;;11.26434588432312;2174.0;2174.0;
;;;11.368278980255127;634.0;1087.0;
;;;11.4722318649292;634.0;1087.0;
;;;11.576133966445923;557.0;1087.0;
;;;11.681171894073486;582.0;1087.0;
;;;11.785318851470947;971.0;1087.0;
;;;11.889171838760376;701.0;1087.0;
;;;11.993041038513184;858.0;1087.0;
;;;12.098686933517456;1087.0;1087.0;
;;;12.202646017074585;1087.0;1087.0;
;;;12.306710004806519;1087.0;1087.0;
;;;12.410827875137329;1087.0;1087.0;
;;;12.514729976654053;1087.0;1087.0;
;;;12.618628025054932;1088.0;1087.0;
;;;12.722473859786987;1088.0;1087.0;
;;;12.826337814331055;1088.0;1087.0;
;;;12.930608034133911;1088.0;1087.0;
;;;13.034547805786133;1089.0;1087.0;
;;;13.138486862182617;1089.0;1087.0;
;;;13.242384910583496;1089.0;1087.0;
;;;13.346181869506836;1089.0;1087.0;
;;;13.457546949386597;1090.0;1087.0;
;;;13.561352968215942;1090.0;1087.0;
;;;13.665191888809204;1090.0;1087.0;
;;;13.768966913223267;1090.0;1087.0;
;;;13.872782945632935;1090.0;1087.0;
;;;13.976794958114624;1090.0;1087.0;
;;;14.080621004104614;1091.0;1087.0;
;;;14.184461832046509;1091.0;1087.0;
;;;14.2882559299469;1091.0;1087.0;
;;;14.392045974731445;1091.0;1087.0;
;;;14.495872020721436;1091.0;1087.0;
;;;14.599714994430542;1091.0;1087.0;
;;;14.703516960144043;1091.0;1087.0;
;;;54.80752897262573;1091.0;1087.0;
;;;54.91176700592041;1092.0;1087.0;
;;;55.01581788063049;1092.0;1087.0;
;;;55.119664907455444;1092.0;1087.0;
;;;55.2236328125;1092.0;1087.0;
;;;55.327430963516235;1092.0;1087.0;
;;;55.43121290206909;1092.0;1087.0;
;;;55.53498601913452;1092.0;1087.0;
;;;55.63875699043274;1092.0;1087.0;
;;;55.74253988265991;1092.0;1087.0;
;;;55.846303939819336;1093.0;1087.0;
;;;55.950074911117554;1093.0;1087.0;
;;;56.053839921951294;1093.0;1087.0;
;;;56.157613039016724;1093.0;1087.0;
;;;56.261366844177246;1093.0;1087.0;
;;;56.365139961242676;1093.0;1087.0;
;;;56.4695508480072;1094.0;1087.0;
;;;56.573436975479126;1094.0;1087.0;
;;;56.78104281425476;1094.0;1087.0;
;;;56.88610887527466;1095.0;1087.0;
;;;56.990482807159424;1095.0;1087.0;
;;;57.09434103965759;1095.0;1087.0;
;;;57.198158979415894;1095.0;1087.0;
;;;57.30203890800476;1095.0;1087.0;
;;;57.40586996078491;1096.0;1087.0;
;;;57.50969386100769;1096.0;1087.0;
;;;57.61352896690369;1096.0;1087.0;
;;;57.717376947402954;1096.0;1087.0;
;;;57.82146096229553;1097.0;1087.0;
;;;57.925372838974;1097.0;1087.0;
;;;58.02917289733887;1097.0;1087.0;
;;;58.13316488265991;1097.0;1087.0;
;;;58.23697900772095;1098.0;1087.0;
;;;58.34079384803772;1098.0;1087.0;
;;;58.44540882110596;1098.0;1087.0;
;;;58.55767488479614;1098.0;1087.0;
;;;58.66152381896973;1099.0;1087.0;
;;;58.76531100273132;1099.0;1087.0;
;;;58.86972188949585;1099.0;1087.0;
;;;58.97434401512146;1099.0;1087.0;
;;;59.07824087142944;1100.0;1087.0;
;;;59.182273864746094;1100.0;1087.0;
;;;59.286324977874756;1100.0;1087.0;
;;;59.390156984329224;1100.0;1087.0;
;;;59.49398899078369;1100.0;1087.0;
;;;59.598191022872925;1101.0;1087.0;
;;;59.70254182815552;1101.0;1087.0;
;;;59.8065710067749;1101.0;1087.0;
;;;59.910738945007324;1101.0;1087.0;
;;;60.01470899581909;1101.0;1087.0;
;;;60.11862802505493;1101.0;1087.0;
;;;60.223304986953735;1102.0;1087.0;
;;;60.3271689414978;1102.0;1087.0;
;;;60.43101692199707;1102.0;1087.0;
;;;60.53489899635315;1102.0;1087.0;
;;;60.638777017593384;1102.0;1087.0;
;;;60.742602825164795;1103.0;1087.0;
;;;60.84640288352966;1103.0;1087.0;
;;;60.95041584968567;1103.0;1087.0;
;;;61.054420948028564;1104.0;1087.0;
;;;61.15829300880432;1104.0;1087.0;
;;;61.26219296455383;1104.0;1087.0;
