tmbuf,RNTI,UE num,ul_thr_ue,dl_thr_ue,ph,pcmax,avg_rsrp,num_rsrp_meas,cqi,pucch_snrx10,pusch_snrx10,raw_rssi,ri+1,pmi_x1,pmi_x2,dl.errors,pucch0_DTX,dl_bler_stats.bler,dl_bler_stats.mcs,dl.total_bytes,ulsch_DTX,ul.errors,ul_bler_stats.bler,ul_bler_stats.mcs,ulsch_total_bytes_scheduled,ul.total_bytes,dl.rounds,ul.rounds,cwnd_values,inflight,rtt,sending_rate,throughput,retransmissions_interval
1687038126,2097,1,42.624279,0.695787,0,0,-60,1,15,260,210,920,1,0,0,0,3,0,9,868009,1,0,0,28,19978400,19978260,7820/3/0/0,234119/475/0/0,1.5,23327.779310344828,3.9736886819203696,1675296.0,1752000.0,nan
1687038127,2097,1,47.708599,281.536682,0,0,-60,14,15,250,200,907,1,0,0,0,3,0.00235,18,1615320,1,0,0.02686,28,20013860,20013604,8883/7/0/0,234504/490/0/0,1.8,12510.72,3.82131532181141,1062112.0,1104000.0,nan
1687038128,2097,1,50.503963,495.032135,0,0,-48,10,15,390,330,1033,1,0,0,0,3,0.1632,23,2729769,1,0,0.01038,28,20048952,20048604,9800/172/0/0,234886/491/0/0,1.6666666666666667,28551.15294117647,3.746193363553002,1981888.0,2040000.0,nan
1687038129,2097,1,52.944828,677.727905,0,0,-48,7,15,390,310,1033,1,0,0,0,3,0.09753,20,4050137,1,0,0.00362,28,20084923,20084575,10920/239/1/0,235275/491/0/0,0.7,9031.22962962963,2.883339827915407,1262368.0,1284000.0,nan
1687038130,2097,1,54.786602,679.606873,0,0,-48,3,15,380,325,1033,1,0,0,0,3,0.06476,20,5189047,1,0,0.00126,28,20120943,20120595,11942/287/1/0,235665/491/0/0,0.5555555555555556,6398.780952380953,3.075734580435404,979360.0,972000.0,nan
1687038131,2097,1,55.878075,525.707642,0,0,-48,16,15,380,305,1025,1,0,0,0,3,0.0998,20,5838469,1,0,0.00044,28,20156403,20156055,12604/357/1/0,236050/491/0/0,0.7,8173.155555555556,2.6375806556557713,1273952.0,1296000.0,nan
1687038132,2097,1,56.520756,480.352295,0,0,-49,12,15,370,320,1024,1,0,0,0,3,0.07358,20,6530969,1,0,0.00015,28,20191399,20191051,13284/400/1/0,236431/491/0/0,0.6,6519.367441860465,3.000483058747791,1014528.0,1008000.0,nan
1687038133,2097,1,57.141899,451.69162,0,0,-49,9,15,360,305,1023,1,0,0,0,3,0.07198,20,7217249,1,0,0.00005,28,20226743,20226395,13964/448/1/0,236815/491/0/0,0.7777777777777778,6784.914285714285,3.1219389380478275,979360.0,972000.0,nan
1687038134,2097,1,57.89859,434.151794,0,0,-49,5,15,380,310,1023,1,0,0,0,3,0.08026,20,7891412,1,0,0.00002,28,20262783,20262435,14646/507/1/0,237205/491/0/0,0.5,6653.374358974359,3.3948070124575964,920192.0,948000.0,nan
1687038135,2097,1,58.013371,416.370911,0,0,-49,2,15,370,325,1032,1,0,0,0,3,0.09834,20,8540248,1,0,0.00001,28,20297779,20297431,15296/569/1/0,237586/491/0/0,0.7777777777777778,6977.980952380953,3.130740654177782,990944.0,984000.0,nan
1687038136,2097,1,58.157749,407.578369,0,0,-48,14,15,390,320,1034,1,0,0,0,3,0.10435,20,9178058,1,0,0,28,20332891,20332543,15932/632/1/0,237968/491/0/0,0.6,9175.445544554455,3.097231864929199,1179616.0,1200000.0,nan
1687038137,2097,1,58.53627,451.734985,0,0,-49,11,15,380,315,1025,1,0,0,0,3,0.07428,20,9958710,1,0,0,28,20368699,20368467,16695/679/1/0,238356/491/0/0,0.5,7000.223655913978,2.6837497287326393,1062528.0,1080000.0,nan
1687038138,2097,1,58.683376,462.094269,0,0,-50,7,15,360,315,1024,1,0,0,0,3,0.05278,20,10718104,1,0,0,28,20404159,20403811,17452/707/1/0,238741/491/0/0,0.6666666666666666,6950.4,2.447072827086157,1156448.0,1188000.0,nan
1687038139,2097,1,59.091637,468.795288,0,0,-51,4,15,370,310,1014,1,0,0,0,3,0.04967,22,11469848,1,0,0,28,20440315,20440083,18136/742/1/0,239132/491/0/0,0.5,6110.241758241758,2.7496066960421475,1038944.0,1032000.0,nan
