timestamp,rsrp,bler,mcs
0.0,-60,0.0,16
1.0,-62,0.17356,22
2.0,-54,0.11509,16
3.0,-49,0.04957,17
4.0,-49,0.0715,23
5.0,-50,0.15181,22
6.0,-50,0.12719,14
7.0,-50,0.04435,16
8.0,-50,0.14689,23
9.0,-50,0.10145,17
10.0,-50,0.03973,21
11.0,-50,0.12011,24
12.0,-51,0.12018,23
13.0,-51,0.09943,23
14.0,-53,0.09268,23
15.0,-53,0.08802,23
16.0,-53,0.09542,23
17.0,-53,0.09399,23
18.0,-51,0.08946,23
19.0,-52,0.08466,23
20.0,-52,0.09752,23
21.0,-51,0.10563,23
22.0,-51,0.09861,23
23.0,-51,0.0974,23
24.0,-50,0.10169,23
25.0,-50,0.10184,23
26.0,-50,0.10178,23
27.0,-51,0.09673,23
28.0,-51,0.09776,23
29.0,-51,0.09205,23
30.0,-51,0.09517,23
31.0,-51,0.08964,23
32.0,-51,0.0839,23
33.0,-51,0.09589,23
34.0,-50,0.09916,23
35.0,-51,0.09284,23
36.0,-52,0.0887,23
37.0,-53,0.089,23
38.0,-52,0.09319,23
39.0,-52,0.08904,23
40.0,-53,0.09204,23
41.0,-54,0.1107,23
42.0,-55,0.11306,23
43.0,-55,0.11177,23
44.0,-56,0.11691,23
45.0,-56,0.12475,23
46.0,-56,0.12074,23
47.0,-56,0.11437,23
48.0,-55,0.1153,23
49.0,-56,0.10567,23
50.0,-55,0.10693,23
51.0,-55,0.11129,23
52.0,-56,0.10729,23
53.0,-56,0.11693,23
54.0,-55,0.11865,23
55.0,-55,0.10651,23
56.0,-54,0.10855,23
57.0,-54,0.10704,23
58.0,-54,0.11783,23
59.0,-54,0.11059,23
60.0,-54,0.1165,23
61.0,-55,0.11821,23
62.0,-55,0.11661,23
63.0,-55,0.10788,23
64.0,-54,0.10641,23
65.0,-53,0.11149,23
66.0,-53,0.10297,23
67.0,-53,0.10387,23
68.0,-53,0.10661,23
69.0,-53,0.09388,23
70.0,-52,0.09706,23
71.0,-52,0.10245,23
72.0,-51,0.09786,23
73.0,-51,0.09664,23
74.0,-51,0.09618,23
75.0,-51,0.09996,23
76.0,-52,0.10572,23
77.0,-51,0.12739,23
78.0,-51,0.10406,23
79.0,-51,0.10493,23
80.0,-50,0.1132,23
81.0,-51,0.12592,20
82.0,-51,0.05088,20
83.0,-51,0.11349,24
84.0,-51,0.14745,23
85.0,-51,0.07858,21
86.0,-51,0.05462,23
87.0,-52,0.08774,23
88.0,-52,0.0957,23
89.0,-52,0.09599,23
90.0,-51,0.107,23
91.0,-52,0.11203,23
92.0,-53,0.11299,23
93.0,-53,0.1029,23
94.0,-53,0.10917,23
95.0,-54,0.11619,23
96.0,-53,0.10843,23
97.0,-54,0.11224,23
98.0,-54,0.10857,23
99.0,-55,0.11784,23
100.0,-54,0.12469,23
