timestamp,rsrp,bler,mcs
0.0,-61,0.0067,28
1.0,-62,0.4661,23
2.0,-50,0.1987,13
3.0,-50,0.06928,11
4.0,-50,0.03523,18
5.0,-54,0.11997,26
6.0,-54,0.11071,22
7.0,-51,0.04557,25
8.0,-51,0.12529,23
9.0,-50,0.06852,23
10.0,-50,0.05919,24
11.0,-51,0.06835,24
12.0,-52,0.08505,24
13.0,-52,0.06471,24
14.0,-57,0.08984,24
15.0,-54,0.09728,24
16.0,-74,0.08914,24
17.0,-53,0.09301,24
18.0,-52,0.11092,24
19.0,-62,0.12748,24
20.0,-52,0.07598,23
21.0,-52,0.06635,24
22.0,-52,0.07074,24
23.0,-51,0.09331,24
24.0,-55,0.10787,24
25.0,-54,0.10793,24
26.0,-76,0.14819,24
27.0,-64,0.10052,24
28.0,-52,0.0944,24
29.0,-52,0.07477,24
30.0,-52,0.07126,24
31.0,-52,0.10607,24
32.0,-62,0.11124,24
33.0,-51,0.09987,24
34.0,-51,0.13357,24
35.0,-52,0.08281,24
36.0,-52,0.08475,24
37.0,-53,0.07983,24
38.0,-58,0.09296,24
39.0,-75,0.1609,23
40.0,-54,0.0738,23
41.0,-54,0.04699,26
42.0,-56,0.10409,24
43.0,-56,0.09805,24
44.0,-57,0.12649,24
45.0,-57,0.09325,24
46.0,-57,0.08164,24
47.0,-63,0.12503,24
48.0,-56,0.10098,23
49.0,-56,0.10864,23
50.0,-56,0.12465,23
51.0,-63,0.06759,23
52.0,-56,0.10526,24
53.0,-56,0.12797,22
54.0,-56,0.05651,22
55.0,-55,0.13381,23
56.0,-55,0.10524,23
57.0,-55,0.11324,21
58.0,-55,0.05144,21
59.0,-55,0.08905,23
60.0,-55,0.13729,23
61.0,-55,0.11808,23
62.0,-56,0.0787,23
63.0,-55,0.07433,23
64.0,-54,0.09193,23
65.0,-54,0.10586,23
66.0,-66,0.12568,23
67.0,-54,0.14152,23
68.0,-54,0.13804,23
69.0,-53,0.13521,23
70.0,-53,0.08382,20
71.0,-52,0.07369,23
72.0,-66,0.1023,23
73.0,-53,0.09323,23
74.0,-52,0.14935,23
75.0,-52,0.15106,22
76.0,-52,0.11505,21
77.0,-52,0.0817,21
78.0,-52,0.09215,21
79.0,-51,0.13414,21
80.0,-51,0.13689,20
81.0,-52,0.12741,20
82.0,-52,0.06346,20
83.0,-52,0.1534,21
84.0,-52,0.10218,21
85.0,-52,0.09445,21
86.0,-52,0.04587,22
87.0,-52,0.10117,22
88.0,-53,0.11775,22
89.0,-52,0.09513,22
90.0,-52,0.09005,22
91.0,-52,0.1417,21
92.0,-54,0.10629,21
93.0,-54,0.09534,21
94.0,-54,0.06971,21
95.0,-54,0.07154,23
96.0,-60,0.09006,23
97.0,-54,0.11338,23
98.0,-55,0.11731,23
99.0,-55,0.14313,22
100.0,-55,0.09562,21
