timestamp,rsrp,bler,mcs
0.0,-60,0.0,16
1.0,-62,0.11625,22
2.0,-49,0.12387,16
3.0,-49,0.05531,16
4.0,-49,0.06503,22
5.0,-50,0.08758,22
6.0,-61,0.14208,22
7.0,-52,0.09927,17
8.0,-50,0.03505,21
9.0,-49,0.09279,23
10.0,-50,0.12355,23
11.0,-51,0.15057,18
12.0,-61,0.11817,12
13.0,-51,0.0412,14
14.0,-52,0.07595,19
15.0,-53,0.05979,23
16.0,-53,0.10193,23
17.0,-52,0.10955,23
18.0,-51,0.12057,23
19.0,-52,0.12186,23
20.0,-51,0.11574,23
21.0,-51,0.11844,23
22.0,-51,0.12216,23
23.0,-50,0.12244,23
24.0,-50,0.12373,23
25.0,-50,0.11766,23
26.0,-50,0.12752,23
27.0,-51,0.11954,23
28.0,-51,0.12334,23
29.0,-51,0.12187,23
30.0,-51,0.11858,23
31.0,-51,0.12099,23
32.0,-51,0.12319,23
33.0,-50,0.12812,23
34.0,-51,0.12199,23
35.0,-51,0.1194,23
36.0,-52,0.11849,23
37.0,-53,0.12322,23
38.0,-52,0.13129,23
39.0,-52,0.12999,23
40.0,-53,0.13383,23
41.0,-54,0.14042,23
42.0,-55,0.13687,23
43.0,-56,0.14045,23
44.0,-56,0.14234,23
45.0,-56,0.14785,23
46.0,-56,0.09746,22
47.0,-55,0.07667,22
48.0,-55,0.06859,22
49.0,-55,0.06922,22
50.0,-55,0.07409,22
51.0,-55,0.06791,22
52.0,-56,0.05945,22
53.0,-55,0.06565,22
54.0,-55,0.06755,22
55.0,-55,0.06362,22
56.0,-54,0.06274,22
57.0,-54,0.06421,22
58.0,-54,0.05738,22
59.0,-54,0.05926,22
60.0,-54,0.0549,22
61.0,-55,0.05688,22
62.0,-55,0.05691,22
63.0,-54,0.05513,22
65.0,-53,0.05171,22
66.0,-53,0.08678,23
67.0,-53,0.11807,23
68.0,-53,0.12557,23
69.0,-53,0.12942,23
70.0,-52,0.11919,23
71.0,-52,0.13362,23
72.0,-51,0.13373,23
73.0,-51,0.12886,23
74.0,-51,0.1282,23
75.0,-51,0.12139,23
76.0,-52,0.12934,23
77.0,-51,0.12447,23
78.0,-51,0.11791,23
79.0,-51,0.12558,23
80.0,-50,0.11845,23
81.0,-50,0.13263,23
82.0,-51,0.12768,23
83.0,-51,0.12396,23
84.0,-51,0.12006,23
85.0,-51,0.12594,23
86.0,-51,0.11531,23
87.0,-51,0.12194,23
88.0,-52,0.12321,23
89.0,-52,0.12521,23
90.0,-51,0.12515,23
91.0,-51,0.11878,23
92.0,-52,0.11923,23
93.0,-53,0.1242,23
94.0,-53,0.12779,23
95.0,-53,0.13022,23
96.0,-53,0.13127,23
97.0,-53,0.12748,23
98.0,-54,0.13045,23
99.0,-55,0.13523,23
100.0,-54,0.13697,23
