timestamp,rsrp,bler,mcs
0.0,-60,0.04366,28
1.0,-62,0.57943,20
2.0,-56,0.26116,10
3.0,-49,0.11697,6
4.0,-49,0.04536,7
5.0,-50,0.08118,7
6.0,-50,0.13991,6
7.0,-50,0.04878,7
8.0,-50,0.09673,6
9.0,-58,0.12873,8
10.0,-50,0.06776,7
11.0,-57,0.11319,6
12.0,-51,0.04217,8
13.0,-51,0.08466,6
14.0,-53,0.15018,7
15.0,-53,0.05398,7
16.0,-53,0.0873,7
17.0,-53,0.14956,7
18.0,-52,0.05445,7
19.0,-52,0.08708,7
20.0,-57,0.14169,7
21.0,-51,0.04941,8
22.0,-51,0.08493,6
23.0,-51,0.12356,8
24.0,-50,0.05922,7
25.0,-50,0.11455,6
26.0,-50,0.08068,8
27.0,-51,0.08762,6
28.0,-51,0.16493,7
29.0,-51,0.05853,7
30.0,-56,0.1132,6
31.0,-51,0.04506,7
32.0,-51,0.0835,7
33.0,-51,0.14832,6
34.0,-50,0.05172,6
35.0,-51,0.12213,6
36.0,-52,0.04258,8
37.0,-53,0.07957,7
38.0,-57,0.13791,6
39.0,-52,0.04808,7
40.0,-53,0.08042,7
41.0,-54,0.15021,6
42.0,-55,0.0532,6
43.0,-61,0.09165,7
44.0,-56,0.13821,7
45.0,-56,0.05111,7
46.0,-56,0.08969,6
47.0,0,0.11031,8
48.0,-55,0.08632,6
49.0,-56,0.15873,7
50.0,-55,0.05535,7
51.0,-55,0.08321,7
52.0,-61,0.13701,6
53.0,-56,0.04777,7
54.0,-55,0.09167,6
55.0,-72,0.142,8
56.0,-55,0.07277,6
57.0,-54,0.16543,6
58.0,-54,0.06024,6
59.0,-54,0.11098,6
60.0,-57,0.08985,8
61.0,-54,0.06944,7
62.0,-59,0.12389,6
63.0,-55,0.04534,7
64.0,-54,0.099,6
65.0,-53,0.0901,8
66.0,-53,0.08119,6
67.0,-53,0.17762,7
68.0,-53,0.06638,6
69.0,-53,0.12263,6
70.0,-52,0.04276,8
71.0,-52,0.07544,7
72.0,-61,0.11477,7
73.0,-51,0.13911,8
74.0,-51,0.06535,6
75.0,-53,0.15022,6
76.0,-52,0.05714,6
77.0,-51,0.11833,7
78.0,-68,0.0858,8
79.0,0,0.09026,6
80.0,-57,0.16309,7
81.0,-51,0.05687,7
82.0,-52,0.09389,7
83.0,-51,0.17494,7
84.0,-51,0.06182,6
85.0,-51,0.12877,6
86.0,-51,0.0449,8
87.0,-52,0.07918,7
88.0,-52,0.18552,7
89.0,-52,0.06469,6
90.0,-59,0.13426,7
91.0,-52,0.04756,8
92.0,-53,0.07777,7
93.0,-53,0.15343,6
94.0,-53,0.05486,6
95.0,-64,0.11714,6
96.0,-53,0.04239,8
97.0,-54,0.08982,6
98.0,-54,0.13146,8
99.0,-55,0.05912,7
100.0,-54,0.08953,7
